rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,Rotation (RPY),file,function,line,topics
1524808387455679064,,9,,1524808387,455331886,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 1.1715816384937172145)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808387461619415,,10,,1524808387,461261834,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 1.1715816384937172145)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388455501088,,11,,1524808388,455280883,'',2,"""/navsat_transform_node_right""","""Datum (latitude, longitude, altitude) is (50.065553, 19.919643, 238.700000)""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",701,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388455548050,,12,,1524808388,455304694,'',2,"""/navsat_transform_node_right""","""Datum UTM coordinate is (422680.127513, 5546478.248379)""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",702,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388455553531,,13,,1524808388,455365009,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 1.1715762427423801473)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388455653000,,14,,1524808388,455435505,'',2,"""/navsat_transform_node_right""","""Corrected for magnetic declination of 0.091921 and user-specified offset of 0.000000.\","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",273,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388455748256,,15,,1524808388,455480310,'',2,"""/navsat_transform_node_right""","""Transform world frame pose is","(0, -0, 1.1715762427423801473)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",290,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388455763118,,16,,1524808388,455517244,'',2,"""/navsat_transform_node_right""","""World frame->utm transform is Origin","(0, 0, -0.09193711084741333639)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",291,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1524808388461500980,,17,,1524808388,461234720,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 1.1715762427423801473)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388461570412,,18,,1524808388,461364095,'',2,"""/navsat_transform_node_left""","""Datum (latitude, longitude, altitude) is (50.065552, 19.919662, 243.700000)""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",701,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388461612657,,19,,1524808388,461396264,'',2,"""/navsat_transform_node_left""","""Datum UTM coordinate is (422681.436902, 5546478.044103)""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",702,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388461741771,,20,,1524808388,461518745,'',2,"""/navsat_transform_node_left""","""Corrected for magnetic declination of 0.091921 and user-specified offset of 0.000000.\","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",273,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388461861166,,21,,1524808388,461572992,'',2,"""/navsat_transform_node_left""","""Transform world frame pose is","(0, -0, 1.1715762427423801473)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",290,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808388461950201,,22,,1524808388,461653350,'',2,"""/navsat_transform_node_left""","""World frame->utm transform is Origin","(0, 0, -0.09193711084741333639)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",291,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1524808389232477081,,23,,1524808389,15061926,'',2,"""/record_1524808388987669209""","""Recording to 2018-04-27-07-53-09.bag.""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""Recorder",395,[/rosout]
