rosbagTimestamp,northing,data,easting,data
1526291586133605277,,5548283.70993,,7422651.14295
1526291586173609053,,5548283.71159,,7422651.14298
1526291586223907716,,5548283.70789,,7422651.1428
1526291586273876005,,5548283.709,,7422651.14294
1526291586323580779,,5548283.70954,,7422651.14414
1526291586374038044,,5548283.71065,,7422651.14392
1526291586423578398,,5548283.70714,,7422651.14351
1526291586473890808,,5548283.71212,,7422651.14513
1526291586523789490,,5548283.7086,,7422651.1446
1526291586573794295,,5548283.71307,,7422651.14324
1526291586623787997,,5548283.71046,,7422651.14463
1526291586673843251,,5548283.71066,,7422651.14368
1526291586723914176,,5548283.71197,,7422651.14251
1526291586773959338,,5548283.71066,,7422651.14356
1526291586824377725,,5548283.71196,,7422651.1431
1526291586873811274,,5548283.709,,7422651.14306
1526291586923891654,,5548283.71157,,7422651.14441
1526291586973794838,,5548283.70769,,7422651.14352
1526291587023701964,,5548283.70934,,7422651.14485
1526291587073931710,,5548283.70729,,7422651.1459
1526291587124004588,,5548283.70786,,7422651.14483
1526291587173692768,,5548283.70825,,7422651.14353
1526291587223795565,,5548283.70882,,7422651.14282
1526291587274187841,,5548283.709,,7422651.14258
1526291587323782990,,5548283.70843,,7422651.14412
1526291587373774173,,5548283.709,,7422651.14282
1526291587423920353,,5548283.70809,,7422651.14185
1526291587473865497,,5548283.70752,,7422651.14268
1526291587523460008,,5548283.70732,,7422651.14375
1526291587573324854,,5548283.70825,,7422651.14341
1526291587623193415,,5548283.70785,,7422651.14519
1526291587673608828,,5548283.70508,,7422651.14479
1526291587724090295,,5548283.70842,,7422651.1446
1526291587774014306,,5548283.7112,,7422651.1444
1526291587823624854,,5548283.71045,,7422651.14511
1526291587873617924,,5548283.71101,,7422651.14524
1526291587923244688,,5548283.71063,,7422651.14535
1526291587972997585,,5548283.71138,,7422651.14476
1526291588023092571,,5548283.71121,,7422651.14405
1526291588072886566,,5548283.7112,,7422651.14476
1526291588123726391,,5548283.7112,,7422651.14452
1526291588173136888,,5548283.71175,,7422651.14477
1526291588222897210,,5548283.71008,,7422651.14498
1526291588273559241,,5548283.71028,,7422651.14403
1526291588323179845,,5548283.71119,,7422651.14524
1526291588373773254,,5548283.71137,,7422651.1456
1526291588423644063,,5548283.71267,,7422651.14562
1526291588473939596,,5548283.71361,,7422651.14492
1526291588523908889,,5548283.71193,,7422651.14525
1526291588573932906,,5548283.71062,,7422651.14607
1526291588623872104,,5548283.70933,,7422651.14581
1526291588673268877,,5548283.70951,,7422651.14605
1526291588723269564,,5548283.71191,,7422651.14644
1526291588773595828,,5548283.71192,,7422651.14632
1526291588824183682,,5548283.71358,,7422651.14694
1526291588874326851,,5548283.71136,,7422651.1462
1526291588924205586,,5548283.71285,,7422651.14598
1526291588973543326,,5548283.71304,,7422651.14574
1526291589023626199,,5548283.71154,,7422651.14691
1526291589074022052,,5548283.71414,,7422651.14636
1526291589123380894,,5548283.71265,,7422651.14657
1526291589173510064,,5548283.7119,,7422651.14728
1526291589223794233,,5548283.71228,,7422651.14681
1526291589273678030,,5548283.7123,,7422651.14537
1526291589323604024,,5548283.71321,,7422651.1467
1526291589377951800,,5548283.71062,,7422651.14654
1526291589423490210,,5548283.70858,,7422651.14604
1526291589474094386,,5548283.70989,,7422651.14546
1526291589523490859,,5548283.70988,,7422651.14641
1526291589578817570,,5548283.71007,,7422651.1457
1526291589623253066,,5548283.7097,,7422651.14546
1526291589673792179,,5548283.70952,,7422651.14545
1526291589723390262,,5548283.71026,,7422651.14546
1526291589773702899,,5548283.7099,,7422651.1445
1526291589823459654,,5548283.711,,7422651.14547
1526291589873680116,,5548283.71099,,7422651.14607
1526291589923605108,,5548283.71045,,7422651.14487
1526291589973341909,,5548283.7125,,7422651.14418
1526291590025959898,,5548283.71121,,7422651.14405
1526291590073659029,,5548283.70996,,7422651.14092
1526291590123499606,,5548283.70938,,7422651.14199
1526291590173014539,,5548283.71049,,7422651.14248
1526291590223129366,,5548283.70883,,7422651.14198
1526291590273425994,,5548283.7103,,7422651.14284
1526291590325954983,,5548283.70974,,7422651.14307
1526291590373353303,,5548283.7092,,7422651.14187
1526291590423715147,,5548283.71143,,7422651.14166
1526291590473510861,,5548283.7105,,7422651.14189
1526291590523329843,,5548283.70958,,7422651.1414
1526291590573170806,,5548283.70789,,7422651.14245
1526291590623623246,,5548283.70938,,7422651.14235
1526291590673613670,,5548283.71013,,7422651.14176
1526291590723543614,,5548283.70995,,7422651.14152
1526291590773486297,,5548283.70995,,7422651.14152
1526291590823826698,,5548283.70956,,7422651.14259
1526291590873656696,,5548283.70771,,7422651.14209
1526291590923202813,,5548283.70995,,7422651.14104
1526291590973382435,,5548283.70865,,7422651.14126
1526291591023584906,,5548283.70922,,7422651.14079
1526291591073872166,,5548283.70995,,7422651.1414
1526291591122879674,,5548283.71071,,7422651.14022
1526291591173393687,,5548283.70828,,7422651.14138
1526291591223802888,,5548283.71016,,7422651.13985
1526291591273543828,,5548283.7107,,7422651.14082
1526291591323798981,,5548283.71053,,7422651.13962
1526291591373538896,,5548283.70977,,7422651.14056
1526291591423244152,,5548283.70885,,7422651.14019
1526291591473690677,,5548283.70959,,7422651.1408
1526291591523276967,,5548283.70643,,7422651.14087
1526291591573685911,,5548283.71107,,7422651.14046
1526291591623240655,,5548283.71054,,7422651.13914
1526291591673724091,,5548283.7083,,7422651.13995
1526291591723464979,,5548283.70998,,7422651.13937
1526291591773352304,,5548283.70904,,7422651.14008
1526291591823509643,,5548283.71201,,7422651.14012
1526291591873419270,,5548283.70941,,7422651.14044
1526291591923566832,,5548283.71183,,7422651.13952
1526291591973650515,,5548283.71219,,7422651.14036
1526291592023174151,,5548283.71072,,7422651.13962
1526291592073427471,,5548283.71073,,7422651.13867
1526291592123587622,,5548283.71034,,7422651.13974
1526291592173445832,,5548283.71351,,7422651.13871
1526291592223452978,,5548283.71164,,7422651.13976
1526291592273480925,,5548283.71203,,7422651.13821
1526291592323454393,,5548283.71017,,7422651.13878
1526291592373380056,,5548283.71259,,7422651.13822
1526291592423037918,,5548283.71148,,7422651.13808
1526291592473259009,,5548283.7098,,7422651.13854
1526291592523166381,,5548283.71279,,7422651.1375
1526291592573587965,,5548283.71037,,7422651.13783
1526291592623320955,,5548283.71092,,7422651.13843
1526291592673679705,,5548283.71074,,7422651.13795
1526291592723199698,,5548283.70888,,7422651.13816
1526291592773529665,,5548283.71205,,7422651.13678
1526291592823601441,,5548283.71205,,7422651.13678
1526291592873411324,,5548283.70908,,7422651.13745
1526291592923360116,,5548283.70983,,7422651.13651
1526291592973561206,,5548283.71163,,7422651.14023
1526291593023389626,,5548283.71072,,7422651.1395
1526291593073957027,,5548283.71053,,7422651.13974
1526291593123842794,,5548283.71165,,7422651.1394
1526291593172995977,,5548283.70998,,7422651.13925
1526291593223555002,,5548283.71296,,7422651.13798
1526291593273703476,,5548283.71159,,7422651.1431
1526291593323385507,,5548283.71348,,7422651.14109
1526291593372640598,,5548283.7116,,7422651.1425
1526291593422509578,,5548283.71309,,7422651.14181
1526291593473092374,,5548283.71143,,7422651.14154
1526291593523056506,,5548283.71385,,7422651.1405
1526291593575756020,,5548283.71087,,7422651.14165
1526291593623497041,,5548283.71273,,7422651.14132
1526291593673711537,,5548283.71182,,7422651.14047
1526291593723410042,,5548283.7131,,7422651.14121
1526291593773664005,,5548283.71292,,7422651.14097
1526291593823473225,,5548283.71255,,7422651.14072
1526291593873823003,,5548283.71496,,7422651.14088
1526291593922907085,,5548283.71275,,7422651.13977
1526291593972598271,,5548283.71146,,7422651.13951
1526291594023077488,,5548283.71311,,7422651.14037
1526291594073562550,,5548283.71252,,7422651.14299
1526291594123108896,,5548283.71104,,7422651.14309
1526291594172885935,,5548283.71083,,7422651.1444
1526291594223101326,,5548283.71233,,7422651.14323
1526291594273441758,,5548283.71197,,7422651.14251
1526291594323449612,,5548283.71011,,7422651.14272
1526291594373325056,,5548283.71253,,7422651.14251
1526291594422422287,,5548283.71234,,7422651.14299
1526291594472404016,,5548283.71067,,7422651.14272
1526291594522844726,,5548283.71215,,7422651.14298
1526291594573310312,,5548283.71271,,7422651.14264
1526291594623247638,,5548283.71272,,7422651.14228
1526291594673645725,,5548283.71365,,7422651.14193
1526291594722883809,,5548283.71328,,7422651.14157
1526291594773125763,,5548283.71271,,7422651.14252
1526291594823510956,,5548283.71273,,7422651.14156
1526291594873509485,,5548283.71457,,7422651.14254
1526291594922832091,,5548283.71198,,7422651.14227
1526291594973222514,,5548283.7131,,7422651.14169
1526291595023285044,,5548283.71385,,7422651.14098
1526291595073351559,,5548283.71218,,7422651.14096
1526291595123044437,,5548283.71384,,7422651.14146
1526291595172405748,,5548283.71532,,7422651.14148
1526291595222623575,,5548283.71477,,7422651.14099
1526291595272922023,,5548283.7129,,7422651.14216
1526291595322924943,,5548283.71123,,7422651.14273
1526291595372969363,,5548283.71254,,7422651.14168
1526291595423241290,,5548283.71345,,7422651.14265
1526291595473419784,,5548283.71402,,7422651.14206
1526291595523080325,,5548283.71401,,7422651.1423
1526291595573541913,,5548283.71217,,7422651.14191
1526291595623143324,,5548283.71201,,7422651.13976
1526291595673690138,,5548283.71254,,7422651.14156
1526291595722898484,,5548283.71349,,7422651.14014
1526291595773348863,,5548283.71219,,7422651.14024
1526291595823100085,,5548283.71162,,7422651.14107
1526291595873788246,,5548283.71163,,7422651.14035
1526291595922771973,,5548283.7133,,7422651.1405
1526291595973597203,,5548283.7133,,7422651.14026
1526291596023190705,,5548283.71294,,7422651.13942
1526291596073486044,,5548283.70883,,7422651.14174
1526291596123217711,,5548283.70901,,7422651.14198
1526291596172646145,,5548283.70883,,7422651.1421
1526291596222602022,,5548283.70902,,7422651.14175
1526291596273255442,,5548283.70846,,7422651.14174
1526291596322859595,,5548283.70976,,7422651.14128
1526291596373252691,,5548283.7092,,7422651.14199
1526291596422944890,,5548283.71125,,7422651.14094
1526291596473002695,,5548283.7092,,7422651.14163
1526291596522945609,,5548283.71087,,7422651.14201
1526291596573119519,,5548283.70752,,7422651.14292
1526291596623290874,,5548283.70715,,7422651.14244
1526291596673597395,,5548283.70829,,7422651.14066
1526291596723177903,,5548283.70958,,7422651.1414
1526291596773393317,,5548283.70976,,7422651.14128
1526291596823617652,,5548283.70882,,7422651.14246
1526291596872926147,,5548283.70901,,7422651.14222
1526291596923387098,,5548283.70716,,7422651.14196
1526291596973650468,,5548283.70678,,7422651.14243
1526291597023362129,,5548283.70826,,7422651.14305
1526291597073705833,,5548283.70845,,7422651.14257
1526291597122981733,,5548283.70937,,7422651.14271
