rosbagTimestamp,northing,data,status,data,easting,data
1526386840371422030,,5548189.13677,,1,,7422626.12181
1526386840420767971,,5548189.13957,,1,,7422626.1203
1526386840472473440,,5548189.13845,,1,,7422626.12124
1526386840524433041,,5548189.139,,1,,7422626.12125
1526386840571254908,,5548189.139,,1,,7422626.12148
1526386840623069908,,5548189.13921,,1,,7422626.1197
1526386840670249492,,5548189.13786,,1,,7422626.12338
1526386840721192185,,5548189.13898,,1,,7422626.12268
1526386840776040935,,5548189.14066,,1,,7422626.12211
1526386840820848673,,5548189.1213,,1,,7422626.1149
1526386840873890549,,5548189.12149,,1,,7422626.11443
1526386840921207714,,5548189.121,,1,,7422626.11013
1526386840973069398,,5548189.11968,,1,,7422626.1113
1526386841021336500,,5548189.11929,,1,,7422626.11296
1526386841071928818,,5548189.09617,,1,,7422626.09604
1526386841121403218,,5548189.09875,,1,,7422626.09715
1526386841171026588,,5548189.09855,,1,,7422626.09822
1526386841221105066,,5548189.09967,,1,,7422626.09729
1526386841271241376,,5548189.1004,,1,,7422626.09849
1526386841325580457,,5548189.12502,,1,,7422626.11412
1526386841371282085,,5548189.12723,,1,,7422626.11499
1526386841421767730,,5548189.12242,,1,,7422626.11396
1526386841471016693,,5548189.12539,,1,,7422626.11413
1526386841521232144,,5548189.12169,,1,,7422626.11324
1526386841573711883,,5548189.12614,,1,,7422626.11366
1526386841621122038,,5548189.12634,,1,,7422626.11223
1526386841673836264,,5548189.12626,,1,,7422626.11784
1526386841720654693,,5548189.12548,,1,,7422626.12022
1526386841771763849,,5548189.12679,,1,,7422626.12
1526386841821207791,,5548189.12602,,1,,7422626.12142
1526386841871508927,,5548189.12694,,1,,7422626.12203
1526386841921259735,,5548189.12824,,1,,7422626.12169
1526386841975315087,,5548189.12861,,1,,7422626.12205
1526386842024157114,,5548189.12659,,1,,7422626.12083
1526386842075984164,,5548189.12513,,1,,7422626.1189
1526386842122038209,,5548189.12496,,1,,7422626.1177
1526386842174285375,,5548189.12662,,1,,7422626.11868
1526386842220642463,,5548189.13052,,1,,7422626.11826
1526386842273415780,,5548189.13273,,1,,7422626.11901
1526386842322228440,,5548189.12774,,1,,7422626.11834
1526386842372341691,,5548189.12813,,1,,7422626.11691
1526386842420952930,,5548189.1316,,1,,7422626.12066
1526386842472121934,,5548189.12627,,1,,7422626.11736
1526386842520646228,,5548189.13052,,1,,7422626.11826
1526386842571014639,,5548189.12996,,1,,7422626.11849
1526386842623802554,,5548189.13441,,1,,7422626.11855
1526386842671005965,,5548189.13768,,1,,7422626.12338
1526386842722184871,,5548189.13913,,1,,7422626.12554
1526386842771298584,,5548189.14172,,1,,7422626.1257
1526386842821796673,,5548189.14656,,1,,7422626.12434
1526386842870694732,,5548189.15101,,1,,7422626.1244
1526386842920592326,,5548189.15301,,1,,7422626.12718
1526386842973996040,,5548189.13333,,1,,7422626.11627
1526386843020946687,,5548189.13779,,1,,7422626.11526
1526386843072492754,,5548189.14038,,1,,7422626.11578
1526386843121275375,,5548189.14554,,1,,7422626.11812
1526386843171638328,,5548189.15364,,1,,7422626.12229
1526386843220755229,,5548189.19717,,1,,7422626.15049
1526386843271156279,,5548189.20564,,1,,7422626.15407
1526386843332540082,,5548189.21118,,1,,7422626.15571
1526386843375169376,,5548189.21619,,1,,7422626.15554
1526386843428200518,,5548189.22519,,1,,7422626.16164
1526386843474427221,,5548189.19339,,1,,7422626.14244
1526386843527249290,,5548189.20498,,1,,7422626.14869
1526386843579965886,,5548189.21861,,1,,7422626.15474
1526386843626401705,,5548189.22891,,1,,7422626.16038
1526386843681301429,,5548189.24685,,1,,7422626.15121
1526386843725149508,,5548189.25684,,1,,7422626.15243
1526386843778172615,,5548189.27083,,1,,7422626.15908
1526386843825548821,,5548189.29176,,1,,7422626.17346
1526386843878607651,,5548189.30799,,1,,7422626.17942
1526386843924408210,,5548189.32623,,1,,7422626.18733
1526386843977419532,,5548189.38194,,1,,7422626.21988
1526386844033863005,,5548189.40096,,1,,7422626.22517
1526386844083698776,,5548189.42196,,1,,7422626.23466
1526386844128755698,,5548189.44595,,1,,7422626.24205
1526386844175182238,,5548189.43143,,1,,7422626.20806
1526386844228699338,,5548189.45484,,1,,7422626.21699
1526386844274947256,,5548189.47822,,1,,7422626.22855
1526386844335168918,,5548189.49794,,1,,7422626.23683
1526386844380801011,,5548189.52302,,1,,7422626.24626
1526386844426614013,,5548189.54783,,1,,7422626.26142
1526386844481993495,,5548189.58024,,1,,7422626.27645
1526386844525623475,,5548189.6022,,1,,7422626.29622
1526386844577110045,,5548189.63049,,1,,7422626.30188
1526386844621566812,,5548189.65923,,1,,7422626.31447
1526386844674904546,,5548189.74198,,1,,7422626.36173
1526386844731720010,,5548189.77777,,1,,7422626.37407
1526386844776611317,,5548189.80675,,1,,7422626.38248
1526386844826900466,,5548189.83435,,1,,7422626.39708
1526386844872258492,,5548189.86939,,1,,7422626.41048
1526386844925874026,,5548189.88405,,1,,7422626.42239
1526386844978325145,,5548189.91817,,1,,7422626.43434
1526386845026627425,,5548189.95299,,1,,7422626.45
1526386845078385266,,5548189.98637,,1,,7422626.46206
1526386845124869823,,5548190.01958,,1,,7422626.47316
1526386845177480745,,5548190.03956,,1,,7422626.47631
1526386845223478477,,5548190.07288,,1,,7422626.49291
1526386845277552943,,5548190.10767,,1,,7422626.51036
1526386845330305337,,5548190.14674,,1,,7422626.52656
1526386845377259701,,5548190.20165,,1,,7422626.55014
1526386845423100031,,5548190.24261,,1,,7422626.56339
1526386845476371452,,5548190.27803,,1,,7422626.57607
1526386845522106789,,5548190.31786,,1,,7422626.59121
1526386845575382737,,5548190.36917,,1,,7422626.60699
1526386845629979747,,5548190.42277,,1,,7422626.63104
1526386845677031727,,5548190.46267,,1,,7422626.64116
1526386845727941859,,5548190.50233,,1,,7422626.65534
1526386845780797081,,5548190.55138,,1,,7422626.67383
1526386845826851550,,5548190.5945,,1,,7422626.69212
1526386845873061371,,5548190.61305,,1,,7422626.69119
1526386845926144240,,5548190.65937,,1,,7422626.70618
1526386845980626108,,5548190.70871,,1,,7422626.73053
1526386846024977844,,5548190.75857,,1,,7422626.74402
1526386846075514753,,5548190.80379,,1,,7422626.7584
1526386846121330150,,5548190.85113,,1,,7422626.77985
1526386846170306536,,5548190.89241,,1,,7422626.8098
1526386846220635443,,5548190.94426,,1,,7422626.82655
1526386846270854810,,5548190.9937,,1,,7422626.84385
1526386846324458291,,5548191.03901,,1,,7422626.86432
1526386846380922030,,5548191.12415,,1,,7422626.91341
1526386846420846957,,5548191.16804,,1,,7422626.92932
1526386846471074716,,5548191.21837,,1,,7422626.94914
1526386846520739380,,5548191.27,,1,,7422626.96839
1526386846573111141,,5548191.29073,,1,,7422626.97095
1526386846620804773,,5548191.34008,,1,,7422626.9947
1526386846677276761,,5548191.39662,,1,,7422626.99528
1526386846722997617,,5548191.44659,,1,,7422627.01378
1526386846779865370,,5548191.50114,,1,,7422627.03677
1526386846824209785,,5548191.53481,,1,,7422627.04191
1526386846876718365,,5548191.5867,,1,,7422627.05627
1526386846924158411,,5548191.63884,,1,,7422627.07898
1526386846975452521,,5548191.68489,,1,,7422627.09934
1526386847020104800,,5548191.7336,,1,,7422627.11628
1526386847073405397,,5548191.78228,,1,,7422627.13428
1526386847121104827,,5548191.83117,,1,,7422627.15134
1526386847170713428,,5548191.88206,,1,,7422627.1707
1526386847220696937,,5548191.92829,,1,,7422627.19165
1526386847270922601,,5548191.97563,,1,,7422627.21286
1526386847326612232,,5548191.98845,,1,,7422627.2115
1526386847372091158,,5548192.04481,,1,,7422627.22413
1526386847420542023,,5548192.09305,,1,,7422627.23473
1526386847470407661,,5548192.13985,,1,,7422627.25474
1526386847520501452,,5548192.19437,,1,,7422627.27964
1526386847570107009,,5548192.28267,,1,,7422627.32758
1526386847620940915,,5548192.33265,,1,,7422627.34549
1526386847670817146,,5548192.39176,,1,,7422627.36102
1526386847722527734,,5548192.43841,,1,,7422627.37888
1526386847770589558,,5548192.48584,,1,,7422627.39401
1526386847820354307,,5548192.53821,,1,,7422627.41362
1526386847870662244,,5548192.59212,,1,,7422627.42908
1526386847920408068,,5548192.64282,,1,,7422627.44891
1526386847973406564,,5548192.69244,,1,,7422627.46658
1526386848020051807,,5548192.74187,,1,,7422627.484
1526386848071939229,,5548192.79309,,1,,7422627.5067
1526386848120501272,,5548192.84667,,1,,7422627.53254
1526386848170856266,,5548192.89657,,1,,7422627.54352
1526386848220467703,,5548192.94637,,1,,7422627.56119
1526386848272652371,,5548193.00135,,1,,7422627.57977
1526386848325369517,,5548193.0606,,1,,7422627.59781
1526386848370548908,,5548193.10875,,1,,7422627.61438
1526386848420704191,,5548193.15931,,1,,7422627.63086
