rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1523618220600637287,,42,,1523618220,538639069,"""gps""",,2,0,50.0647601485,19.9210592857,250.811440862,"[1.3840253177525832, -0.00010880990770695265, 0.0, -0.00010880990770695265, 1.384046113006274, 0.0, 0.0, 0.0, 4.950280616556716e-07]",3
1523618220619005174,,42,,1523618220,588485003,"""gps""",,2,0,50.064717338,19.9210050934,257.694778788,"[1.4338908494274774, -0.00011414942028156738, 0.0, -0.00011414942028156738, 1.433912659591495, 0.0, 0.0, 0.0, 4.950188966272676e-07]",3
1523618221600042277,,43,,1523618221,538563013,"""gps""",,2,0,50.0647601247,19.9210602717,250.811440862,"[1.33596883551801, -0.00011236377825522836, 0.0, -0.00011236377825524224, 1.335990076373257, 0.0, 0.0, 0.0, 4.950362389811334e-07]",3
1523618221618988346,,43,,1523618221,588583946,"""gps""",,2,0,50.0647173141,19.9210060794,257.694778788,"[1.386009640974341, -0.00011791939105512683, 0.0, -0.00011791939105512683, 1.386031926236464, 0.0, 0.0, 0.0, 4.950330480741834e-07]",3
1523618222600345971,,44,,1523618222,538569927,"""gps""",,2,0,50.0647601247,19.9210602717,250.811440862,"[2.3363933885386285, -0.00022382507463933332, 0.0, -0.00022382507463933332, 2.336435458033427, 0.0, 0.0, 0.0, 4.949915109074494e-07]",3
1523618222619008229,,44,,1523618222,588531017,"""gps""",,2,0,50.0647173141,19.9210060793,257.694778788,"[2.3863761822275182, -0.00022937285524940454, 0.0, -0.0002293728552494323, 2.386419283299914, 0.0, 0.0, 0.0, 4.950283530413501e-07]",3
1523618223600022364,,45,,1523618223,538654089,"""gps""",,2,0,50.0647601402,19.9210595227,250.811440862,"[1.3723156100407254, -0.00011663568358302734, 0.0, -0.0001166356835830551, 1.3723372392309452, 0.0, 0.0, 0.0, 4.950451632418732e-07]",3
1523618223618798384,,45,,1523618223,588551044,"""gps""",,2,0,50.0647173296,19.9210053303,257.694778788,"[1.4222324077665578, -0.00012246453545763925, 0.0, -0.00012246453545763925, 1.422255112104099, 0.0, 0.0, 0.0, 4.950084414951416e-07]",3
1523618224600371651,,46,,1523618224,538482904,"""gps""",,2,0,50.0647605112,19.9210551764,250.811440862,"[1.5579186597715102, -0.00013512029912055024, 0.0, -0.00013512029912055024, 1.5579434979962714, 0.0, 0.0, 0.0, 4.950074443736949e-07]",3
1523618224618815732,,46,,1523618224,588547945,"""gps""",,2,0,50.0647177011,19.9210009856,257.694778788,"[1.6080046323128887, -0.0001410131353167532, 0.0, -0.0001410131353167532, 1.6080305486054538, 0.0, 0.0, 0.0, 4.950433253540513e-07]",3
1523618225599981596,,47,,1523618225,538508892,"""gps""",,2,0,50.0647603049,19.9210583642,250.811440862,"[1.3491612604854444, -0.0001241328360309657, 0.0, -0.00012413283603097958, 1.349183796323984, 0.0, 0.0, 0.0, 4.950090383625218e-07]",3
1523618225619122231,,47,,1523618225,588680029,"""gps""",,2,0,50.0647175209,19.9210042062,257.694778788,"[1.3993530588039955, -0.00013030400297178724, 0.0, -0.00013030400297175948, 1.3993766982208156, 0.0, 0.0, 0.0, 4.950358547838907e-07]",3
1523618226600424305,,48,,1523618226,538666010,"""gps""",,2,0,50.0647602823,19.9210592138,250.811440862,"[1.3274998992598575, -0.00012734123187793656, 0.0, -0.00012734123187793656, 1.3275227674493537, 0.0, 0.0, 0.0, 4.950222819538772e-07]",3
1523618226618933079,,48,,1523618226,588459015,"""gps""",,2,0,50.0647174718,19.9210050214,257.694778788,"[1.3773132885390544, -0.00013345196379530022, 0.0, -0.00013345196379527247, 1.377337247538169, 0.0, 0.0, 0.0, 4.950181948608883e-07]",3
1523618227599896094,,49,,1523618227,538624048,"""gps""",,2,0,50.0647603978,19.9210597167,250.811440862,"[1.3218499042622383, -0.00013089833316846933, 0.0, -0.00013089833316846933, 1.3218732447993908, 0.0, 0.0, 0.0, 4.95034941950006e-07]",3
1523618227618840555,,49,,1523618227,588675022,"""gps""",,2,0,50.0647176403,19.9210055931,257.694778788,"[1.3719219273458965, -0.00013748418453352063, 0.0, -0.00013748418453349287, 1.3719464013312936, 0.0, 0.0, 0.0, 4.950445395761153e-07]",3
1523618228599941560,,50,,1523618228,538641930,"""gps""",,2,0,50.0647612675,19.9210611907,250.811440862,"[2.3223124011700076, -0.0002687364750755261, 0.0, -0.0002687364750755261, 2.3223606408532924, 0.0, 0.0, 0.0, 4.950348399894744e-07]",3
1523618228618925106,,50,,1523618228,588599920,"""gps""",,2,0,50.0647181142,19.9210006223,257.694778788,"[0.7781997399516398, -3.39788992972101e-05, 0.0, -3.397889929719622e-05, 0.7782058643541349, 0.0, 0.0, 0.0, 4.949965109820747e-07]",3
1523618229599919329,,51,,1523618229,538562059,"""gps""",,2,0,50.0647621985,19.9210641914,250.811440862,"[1.3340365188810912, -0.0001793917415087859, 0.0, -0.0001793917415087859, 1.334071583578426, 0.0, 0.0, 0.0, 4.950460764930128e-07]",3
1523618229618885111,,51,,1523618229,588588953,"""gps""",,2,0,50.0647186471,19.9210032577,257.694778788,"[0.6409915617563985, -4.457073159029601e-05, 0.0, -4.457073159030295e-05, 0.6410003433767233, 0.0, 0.0, 0.0, 4.950387866927187e-07]",3
1523618230599900058,,52,,1523618230,538588047,"""gps""",,2,0,50.0647633242,19.9210653601,250.811440862,"[1.349989782901879, -0.0002286748389093013, 0.0, -0.00022867483890928741, 1.350037237198008, 0.0, 0.0, 0.0, 4.950234119807382e-07]",3
1523618230619180916,,52,,1523618230,588635921,"""gps""",,2,0,50.0647191596,19.9210037725,257.694778788,"[0.6441235115095991, -5.489716182820875e-05, 0.0, -5.489716182820875e-05, 0.644134953861956, 0.0, 0.0, 0.0, 4.950318119936284e-07]",3
1523618231600010408,,53,,1523618231,538477898,"""gps""",,2,0,50.0647648243,19.9210864076,250.811440862,"[1.3383712261098644, -0.0008018825261410789, 0.0, -0.0008018825261410928, 1.3410028271254018, 0.0, 0.0, 0.0, 4.950214973360485e-07]",3
1523618231618949304,,53,,1523618231,538477898,"""gps""",,2,0,50.0647220138,19.9210322152,257.694778788,"[1.3383712261098644, -0.0008018825261410789, 0.0, -0.0008018825261410928, 1.3410028271254018, 0.0, 0.0, 0.0, 4.950214973360485e-07]",3
