rosbagTimestamp,clock,secs,nsecs
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438661059368,,1524145438,661059368
1524145438671121875,,1524145438,671121875
1524145438671121875,,1524145438,681183675
1524145438681183675,,1524145438,691258060
1524145438701321395,,1524145438,701321395
1524145438711383034,,1524145438,711383034
1524145438721443176,,1524145438,721443176
1524145438731504769,,1524145438,731504769
1524145438741566284,,1524145438,741566284
1524145438751634404,,1524145438,751634404
1524145438761692267,,1524145438,761692267
1524145438771787869,,1524145438,771787869
1524145438781879968,,1524145438,781879968
1524145438791950855,,1524145438,791950855
1524145438791950855,,1524145438,802051610
1524145438802051610,,1524145438,812147853
1524145438822225874,,1524145438,822225874
1524145438832358786,,1524145438,832358786
1524145438842450271,,1524145438,842450271
1524145438852595942,,1524145438,852595942
1524145438862714468,,1524145438,862714468
1524145438872865136,,1524145438,872865136
1524145438883020708,,1524145438,883020708
1524145438883020708,,1524145438,893104228
1524145438903210917,,1524145438,903210917
1524145438903210917,,1524145438,913308214
1524145438923421493,,1524145438,923421493
1524145438933528627,,1524145438,933528627
1524145438943652759,,1524145438,943652759
1524145438943652759,,1524145438,953757763
1524145438963913495,,1524145438,963913495
1524145438974050336,,1524145438,974050336
1524145438984117744,,1524145438,984117744
1524145438984117744,,1524145438,994186175
1524145439004308598,,1524145439,4308598
1524145439014446866,,1524145439,14446866
1524145439024572947,,1524145439,24572947
1524145439034680539,,1524145439,34680539
1524145439034680539,,1524145439,44751811
1524145439054831730,,1524145439,54831730
1524145439064936290,,1524145439,64936290
1524145439075013849,,1524145439,75013849
1524145439085126335,,1524145439,85126335
1524145439095209806,,1524145439,95209806
1524145439105334320,,1524145439,105334320
1524145439105334320,,1524145439,115424978
1524145439125531349,,1524145439,125531349
1524145439125531349,,1524145439,135658600
1524145439145745214,,1524145439,145745214
1524145439155815855,,1524145439,155815855
1524145439165920039,,1524145439,165920039
1524145439176018752,,1524145439,176018752
1524145439186090646,,1524145439,186090646
1524145439196183978,,1524145439,196183978
1524145439196183978,,1524145439,206264201
1524145439206264201,,1524145439,216325725
1524145439216325725,,1524145439,226420050
1524145439236505424,,1524145439,236505424
1524145439246575328,,1524145439,246575328
1524145439256654804,,1524145439,256654804
