rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
1524145439902170969,,18,,1524145439,877104998,"""odom""","""base_link""",,,,-8.54153745535e-05,0.000371111255665,0.0,,0.0,0.0,0.835426274985,0.549602528256,"[0.09002436011184138, 4.825957867229759e-06, 0.0, 0.0, 0.0, -3.5740929774789056e-07, 4.825957867229752e-06, 0.08999172082227838, 0.0, 0.0, 0.0, -1.5236156333581699e-07, 0.0, 0.0, 3.2913095414097074e-07, -1.6804230149358787e-22, -6.878114174922505e-16, 0.0, 0.0, 0.0, -1.6804230149358787e-22, 4.960960725757562e-07, -6.771061234639435e-31, 0.0, 0.0, 0.0, -6.878114174922506e-16, -6.757596985316761e-31, 4.960960725757562e-07, 0.0, -3.574092977478905e-07, -1.5236156333581707e-07, 0.0, 0.0, 0.0, 0.007865561703385097]",,,,0.000172787866387,-3.92473787079e-11,0.0,,0.0,0.0,5.16501020144e-09,"[0.0008001093478360586, 1.43144499074673e-21, 0.0, 0.0, 0.0, 0.0, -1.4314449907467303e-21, 0.0008083769871734859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.960960725739067e-07, -6.835589801331998e-27, 2.946772237411048e-27, 0.0, 0.0, 0.0, -6.835589801337072e-27, 4.960960725676383e-07, -4.2693507274107253e-19, 0.0, 0.0, 0.0, 2.9467722373992826e-27, 4.2693507274107257e-19, 4.960960725676383e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00015755859114718532]"
1524145439962761225,,19,,1524145439,927556992,"""odom""","""base_link""",,,,-9.82557587459e-05,0.000400870085243,0.0,,0.0,0.0,0.835473846982,0.54953020937,"[0.09507438229638839, 5.8067918654525516e-06, 0.0, 0.0, 0.0, -4.2642105464195726e-07, 5.8067918654525465e-06, 0.09503956272854307, 0.0, 0.0, 0.0, -1.8278384150076705e-07, 0.0, 0.0, 3.65307308946102e-07, 1.377543850216152e-24, -6.984445826503476e-16, 0.0, 0.0, 0.0, 1.3775438502161665e-24, 4.975805544327545e-07, 6.427871845050634e-33, 0.0, 0.0, 0.0, -6.984445826503478e-16, 7.858828539870187e-33, 4.975805544327545e-07, 0.0, -4.2642105464195726e-07, -1.8278384150076708e-07, 0.0, 0.0, 0.0, 0.007910592604213755]",,,,0.000221417314814,5.47007339107e-13,0.0,,0.0,0.0,2.11606201579e-09,"[0.0008250139464094199, -1.4627755662337348e-21, 0.0, 0.0, 0.0, 0.0, 1.462775566233735e-21, 0.0008335636619053341, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.975805544312821e-07, -7.01027583241404e-27, 3.0235153297071018e-27, 0.0, 0.0, 0.0, -7.01027583241926e-27, 4.975805544245554e-07, -4.294939545357904e-19, 0.0, 0.0, 0.0, 3.0235153296950007e-27, 4.2949395453579043e-19, 4.975805544245554e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001950106667368793]"
1524145440003122221,,20,,1524145439,977538109,"""odom""","""base_link""",,,,-0.000102307703929,0.000410253045816,0.0,,0.0,0.0,0.8355028543,0.54948610579,"[0.10007728470483515, 6.77856497194259e-06, 0.0, 0.0, 0.0, -3.156237579479455e-07, 6.778564971942585e-06, 0.10004036062243186, 0.0, 0.0, 0.0, -1.354389973613573e-07, 0.0, 0.0, 3.57818038815427e-07, 1.988901829541214e-23, -1.2791478962467526e-16, 0.0, 0.0, 0.0, 1.9889018295412134e-23, 4.97327755007931e-07, 1.7065608804718773e-32, 0.0, 0.0, 0.0, -1.279147896246752e-16, 1.8720951647360213e-32, 4.97327755007931e-07, 0.0, -3.156237579479454e-07, -1.354389973613573e-07, 0.0, 0.0, 0.0, 0.007903713457882]",,,,3.82665693481e-05,5.67213033857e-12,0.0,,0.0,0.0,1.54366933648e-09,"[0.0008182724904158148, -1.4952592776447704e-21, 0.0, 0.0, 0.0, 0.0, 1.4952592776447706e-21, 0.0008264712189548843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.973277550063793e-07, -1.281670656107954e-27, 5.529417591878698e-28, 0.0, 0.0, 0.0, -1.2816706561089087e-27, 4.973277549997458e-07, -4.2905765033407425e-19, 0.0, 0.0, 0.0, 5.5294175918565815e-28, 4.290576503340743e-19, 4.973277549997458e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00018572080769944683]"
1524145440063793208,,21,,1524145440,27543068,"""odom""","""base_link""",,,,-0.000103288224125,0.000412521225623,0.0,,0.0,0.0,0.83552052393,0.54945923788,"[0.10508256300472846, 7.758448111652254e-06, 0.0, 0.0, 0.0, -2.016388703334636e-07, 7.758448111652247e-06, 0.10504355186422741, 0.0, 0.0, 0.0, -8.654768761087581e-08, 0.0, 0.0, 3.615171249490514e-07, 2.0699486567986922e-23, -4.66050928421138e-17, 0.0, 0.0, 0.0, 2.0699486567986925e-23, 4.974555003243409e-07, 7.003363135073872e-33, 0.0, 0.0, 0.0, -4.6605092842113804e-17, 6.929070994289199e-33, 4.974555003243409e-07, 0.0, -2.016388703334636e-07, -8.654768761087583e-08, 0.0, 0.0, 0.0, 0.007904987776897729]",,,,1.56420611645e-05,6.05852176033e-12,0.0,,0.0,0.0,9.05033594985e-10,"[0.0008185054215991836, -1.4964604920456108e-21, 0.0, 0.0, 0.0, 0.0, 1.4964604920456111e-21, 0.0008265258269773599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.974555003228283e-07, -4.67343287598181e-28, 2.0165797500621515e-28, 0.0, 0.0, 0.0, -4.673432875978331e-28, 4.974555003161487e-07, 4.292780970880516e-19, 0.0, 0.0, 0.0, 2.0165797500702192e-28, -4.2927809708805154e-19, 4.974555003161487e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019016600266832923]"
1524145440104114193,,22,,1524145440,77008009,"""odom""","""base_link""",,,,-0.000110184919195,0.000428500965258,0.0,,0.0,0.0,0.835531283846,0.549442875752,"[0.11003378080117032, 8.733053484655297e-06, 0.0, 0.0, 0.0, -2.3267098372178832e-07, 8.73305348465529e-06, 0.10999272534657234, 0.0, 0.0, 0.0, -1.001173588947913e-07, 0.0, 0.0, 3.3344932070390834e-07, 2.356833610372067e-23, -5.449319644135343e-16, 0.0, 0.0, 0.0, 2.356833610372065e-23, 4.963142571365507e-07, 7.740852390979856e-32, 0.0, 0.0, 0.0, -5.449319644135343e-16, 7.681520627571853e-32, 4.963142571365507e-07, 0.0, -2.3267098372178832e-07, -1.001173588947913e-07, 0.0, 0.0, 0.0, 0.007866272352430287]",,,,0.000141046148586,5.73760289441e-12,0.0,,0.0,0.0,5.65691177754e-10,"[0.0008102036836570857, -2.94667588438668e-23, 0.0, 0.0, 0.0, 0.0, 2.9466758843866744e-23, 0.0008179060116407996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.963142571347453e-07, -5.422664047810322e-27, 2.340126446935745e-27, 0.0, 0.0, 0.0, -5.422664047806293e-27, 4.963142571284212e-07, 4.273106900074666e-19, 0.0, 0.0, 0.0, 2.34012644694508e-27, -4.273106900074666e-19, 4.963142571284212e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016121658413322735]"
1524145440164698325,,23,,1524145440,128294945,"""odom""","""base_link""",,,,-0.000122766904033,0.000457653574006,0.0,,0.0,0.0,0.835537859303,0.549432876401,"[0.11516738267766731, 9.762430526623264e-06, 0.0, 0.0, 0.0, -3.519906616702366e-07, 9.762430526623262e-06, 0.11512418383431602, 0.0, 0.0, 0.0, -1.5172339289884572e-07, 0.0, 0.0, 4.0242154229610674e-07, 1.3406189215670405e-23, -5.082783068195541e-16, 0.0, 0.0, 0.0, 1.3406189215670393e-23, 4.985626004770386e-07, 7.00716337607738e-32, 0.0, 0.0, 0.0, -5.082783068195541e-16, 6.959199269763178e-32, 4.985626004770386e-07, 0.0, -3.519906616702366e-07, -1.5172339289884575e-07, 0.0, 0.0, 0.0, 0.007986246599828743]",,,,0.000222868403254,5.59243670187e-12,0.0,,0.0,0.0,2.9181368945e-10,"[0.0008380325628153905, -5.746866143843542e-25, 0.0, 0.0, 0.0, 0.0, 5.746866143843509e-25, 0.0008461148191022829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.98562600475965e-07, -5.1346665845569455e-27, 2.2159883164018097e-27, 0.0, 0.0, 0.0, -5.134666584560778e-27, 4.985626004687853e-07, -4.3119096242540904e-19, 0.0, 0.0, 0.0, 2.2159883163929264e-27, 4.311909624254091e-19, 4.985626004687853e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00026123169257790877]"
1524145440205056890,,24,,1524145440,177836895,"""odom""","""base_link""",,,,-0.000129903507965,0.000474188098977,0.0,,0.0,0.0,0.835541867466,0.549426781029,"[0.1201262936287861, 1.0724421034146989e-05, 0.0, 0.0, 0.0, -3.247610293687577e-07, 1.0724421034146986e-05, 0.12008113827333057, 0.0, 0.0, 0.0, -1.40044831395115e-07, 0.0, 0.0, 3.710679055663585e-07, 1.6296615927275372e-23, -3.17958892824374e-16, 0.0, 0.0, 0.0, 1.6296615927275375e-23, 4.97760386923699e-07, 3.985095073013546e-32, 0.0, 0.0, 0.0, -3.1795889282437383e-16, 4.0527664259660133e-32, 4.97760386923699e-07, 0.0, -3.247610293687577e-07, -1.4004483139511499e-07, 0.0, 0.0, 0.0, 0.00792690977271547]",,,,0.000105235109103,5.10640472979e-12,0.0,,0.0,0.0,2.79219442274e-10,"[0.0008117761786047949, 1.4420525990738203e-21, 0.0, 0.0, 0.0, 0.0, -1.4420525990738207e-21, 0.0008192330394119193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.977603869222878e-07, -3.194849047862439e-27, 1.3788688068669195e-27, 0.0, 0.0, 0.0, -3.1948490478624385e-27, 4.977603869154899e-07, -4.0959207589266824e-32, 0.0, 0.0, 0.0, 1.3788688068669197e-27, 4.096432718922617e-32, 4.977603869154899e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002027605502843273]"
1524145440265607365,,25,,1524145440,227395058,"""odom""","""base_link""",,,,-0.000134975068623,0.000485938054662,0.0,,0.0,0.0,0.835544303951,0.549423075722,"[0.12508679791899457, 1.1702947934751023e-05, 0.0, 0.0, 0.0, -2.775301595571426e-07, 1.1702947934751025e-05, 0.12503966003202963, 0.0, 0.0, 0.0, -1.1970693255927716e-07, 0.0, 0.0, 3.6204396502441955e-07, 1.6375850071554492e-23, -2.722677693696668e-16, 0.0, 0.0, 0.0, 1.6375850071554492e-23, 4.974732813675499e-07, 3.282627958984889e-32, 0.0, 0.0, 0.0, -2.722677693696667e-16, 3.1814566520117924e-32, 4.974732813675498e-07, 0.0, -2.7753015955714256e-07, -1.1970693255927713e-07, 0.0, 0.0, 0.0, 0.007897445233907004]",,,,8.46973327448e-05,4.81981037142e-12,0.0,,0.0,0.0,1.37319807539e-10,"[0.000811505575733572, 2.8475073807459965e-23, 0.0, 0.0, 0.0, 0.0, -2.847507380746003e-23, 0.0008188519930982039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.974732813660429e-07, -2.7304750496274215e-27, 1.178477763256144e-27, 0.0, 0.0, 0.0, -2.73047504962742e-27, 4.974732813593569e-07, 3.109290030446576e-36, 0.0, 0.0, 0.0, 1.1784777632561436e-27, 9.246975614624548e-37, 4.974732813593569e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019077258894802974]"
1524145440305929604,,26,,1524145440,277069092,"""odom""","""base_link""",,,,-0.000139985260984,0.000497545944565,0.0,,0.0,0.0,0.835545792163,0.549420812492,"[0.13005900058886294, 1.2719471386227007e-05, 0.0, 0.0, 0.0, -2.4325961874334586e-07, 1.271947138622701e-05, 0.1300098044359562, 0.0, 0.0, 0.0, -1.0494523847782114e-07, 0.0, 0.0, 3.1715886615257375e-07, 2.0470947436968098e-23, -3.6487561059978433e-16, 0.0, 0.0, 0.0, 2.0470947436968098e-23, 4.95408939466934e-07, 4.1365843167490814e-32, 0.0, 0.0, 0.0, -3.648756105997844e-16, 4.0339375266751064e-32, 4.95408939466934e-07, 0.0, -2.4325961874334586e-07, -1.0494523847782117e-07, 0.0, 0.0, 0.0, 0.007862844057635245]",,,,8.62963480486e-05,4.56162033064e-12,0.0,,0.0,0.0,7.87817671857e-11,"[0.0008132825631476042, 5.538488624838276e-25, 0.0, 0.0, 0.0, 0.0, -5.538488624838285e-25, 0.00082056168581882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.95408939464964e-07, -3.608777429702617e-27, 1.5575778002210266e-27, 0.0, 0.0, 0.0, -3.6087774296999394e-27, 4.954089394588537e-07, 4.257532127123249e-19, 0.0, 0.0, 0.0, 1.5575778002272287e-27, -4.257532127123249e-19, 4.954089394588537e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00014845616460595383]"
1524145440366501390,,27,,1524145440,327267885,"""odom""","""base_link""",,,,-0.000147983974116,0.000516077954522,0.0,,0.0,0.0,0.835546699175,0.549419433127,"[0.13508374940021928, 1.3763348381864781e-05, 0.0, 0.0, 0.0, -2.780961950556061e-07, 1.3763348381864786e-05, 0.13503245007224188, 0.0, 0.0, 0.0, -1.1999960712611248e-07, 0.0, 0.0, 3.407618381279218e-07, 1.7045120032489504e-23, -5.315705405089118e-16, 0.0, 0.0, 0.0, 1.7045120032489495e-23, 4.966541410518698e-07, 5.702612772916157e-32, 0.0, 0.0, 0.0, -5.315705405089118e-16, 5.677613715085643e-32, 4.966541410518698e-07, 0.0, -2.780961950556061e-07, -1.1999960712611248e-07, 0.0, 0.0, 0.0, 0.007882185912071795]",,,,0.000142639058938,4.35271149548e-12,0.0,,0.0,0.0,3.7824169468e-11,"[0.0008213847025541008, -1.4760140999808074e-21, 0.0, 0.0, 0.0, 0.0, 1.4760140999808074e-21, 0.0008287173969379587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.966541410501396e-07, -5.3017117434887105e-27, 2.2882829873375886e-27, 0.0, 0.0, 0.0, -5.3017117434887105e-27, 4.966541410437215e-07, 8.656950156568812e-32, 0.0, 0.0, 0.0, 2.2882829873375897e-27, -8.655318917712934e-32, 4.966541410437215e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016783972699315047]"
