rosbagTimestamp,clock,secs,nsecs
1524145438751488317,,1524145438,691116251
1524145438751488317,,1524145438,701178718
1524145438751488317,,1524145438,711242220
1524145438751488317,,1524145438,721306704
1524145438751488317,,1524145438,731367372
1524145438751488317,,1524145438,741428639
1524145438751488317,,1524145438,751488317
1524145438761547380,,1524145438,761547380
1524145438771626486,,1524145438,771626486
1524145438771626486,,1524145438,781686297
1524145438791746092,,1524145438,791746092
1524145438791746092,,1524145438,801838350
1524145438811928606,,1524145438,811928606
1524145438811928606,,1524145438,822040180
1524145438832149815,,1524145438,832149815
1524145438842291032,,1524145438,842291032
1524145438842291032,,1524145438,852440993
1524145438862598231,,1524145438,862598231
1524145438872753749,,1524145438,872753749
1524145438882865065,,1524145438,882865065
1524145438892926642,,1524145438,892926642
1524145438903012408,,1524145438,903012408
1524145438913101539,,1524145438,913101539
1524145438923192813,,1524145438,923192813
1524145438933282466,,1524145438,933282466
1524145438943376667,,1524145438,943376667
1524145438953456871,,1524145438,953456871
1524145438963550949,,1524145438,963550949
1524145438973661910,,1524145438,973661910
1524145438983726884,,1524145438,983726884
1524145438993795828,,1524145438,993795828
1524145439003885775,,1524145439,3885775
1524145439014046806,,1524145439,14046806
1524145439024190464,,1524145439,24190464
1524145439034340325,,1524145439,34340325
1524145439044458768,,1524145439,44458768
1524145439054544906,,1524145439,54544906
1524145439064630349,,1524145439,64630349
1524145439074720639,,1524145439,74720639
1524145439084794485,,1524145439,84794485
1524145439094891711,,1524145439,94891711
1524145439104992082,,1524145439,104992082
1524145439115119711,,1524145439,115119711
1524145439125239539,,1524145439,125239539
1524145439135340566,,1524145439,135340566
1524145439145431982,,1524145439,145431982
1524145439155503327,,1524145439,155503327
1524145439165591780,,1524145439,165591780
1524145439175684841,,1524145439,175684841
1524145439185746971,,1524145439,185746971
1524145439195829509,,1524145439,195829509
1524145439205919617,,1524145439,205919617
1524145439216019113,,1524145439,216019113
1524145439226129959,,1524145439,226129959
1524145439236234355,,1524145439,236234355
1524145439246385120,,1524145439,246385120
1524145439256472701,,1524145439,256472701
1524145439266595882,,1524145439,266595882
1524145439276722344,,1524145439,276722344
1524145439286786071,,1524145439,286786071
1524145439296856722,,1524145439,296856722
1524145439306978182,,1524145439,306978182
1524145439317074675,,1524145439,317074675
1524145439327214761,,1524145439,327214761
1524145439337315778,,1524145439,337315778
1524145439347419364,,1524145439,347419364
1524145439357506824,,1524145439,357506824
1524145439367592156,,1524145439,367592156
1524145439377611653,,1524145439,377611653
1524145439387707527,,1524145439,387707527
1524145439397794474,,1524145439,397794474
1524145439407883700,,1524145439,407883700
1524145439417988857,,1524145439,417988857
1524145439428047007,,1524145439,428047007
1524145439438159734,,1524145439,438159734
1524145439448251421,,1524145439,448251421
1524145439458311678,,1524145439,458311678
1524145439468399782,,1524145439,468399782
1524145439478491992,,1524145439,478491992
1524145439488580540,,1524145439,488580540
1524145439498636825,,1524145439,498636825
1524145439508757626,,1524145439,508757626
1524145439518838760,,1524145439,518838760
1524145439528929311,,1524145439,528929311
1524145439539013574,,1524145439,539013574
1524145439549104425,,1524145439,549104425
1524145439559185601,,1524145439,559185601
1524145439569280065,,1524145439,569280065
1524145439579407027,,1524145439,579407027
1524145439579407027,,1524145439,589484280
1524145439599554525,,1524145439,599554525
1524145439609632688,,1524145439,609632688
1524145439619720489,,1524145439,619720489
1524145439619720489,,1524145439,629806648
1524145439639897231,,1524145439,639897231
1524145439650016397,,1524145439,650016397
1524145439660103069,,1524145439,660103069
1524145439670200109,,1524145439,670200109
1524145439680322332,,1524145439,680322332
1524145439690397391,,1524145439,690397391
1524145439700481806,,1524145439,700481806
1524145439710564217,,1524145439,710564217
1524145439720634667,,1524145439,720634667
1524145439720634667,,1524145439,730698465
1524145439730698465,,1524145439,740788487
1524145439750890822,,1524145439,750890822
1524145439750890822,,1524145439,760974279
1524145439771055101,,1524145439,771055101
1524145439781142368,,1524145439,781142368
1524145439791216518,,1524145439,791216518
1524145439801307677,,1524145439,801307677
1524145439811392168,,1524145439,811392168
1524145439821479860,,1524145439,821479860
1524145439831556257,,1524145439,831556257
1524145439841642046,,1524145439,841642046
1524145439851737287,,1524145439,851737287
1524145439851737287,,1524145439,861817717
1524145439871917053,,1524145439,871917053
