Syntax version=4
Thu Mar 15 12:28:39 2018
Starting process (2648443 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z
D:	time(ms)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)
D:	137.64	4375	7653	13180	-3397	1262	-493	-5344	-3117	1714
D:	138.50	4375	7653	13180	-3397	1262	-493	-5344	-3117	1714
D:	139.37	4375	7653	13180	-3397	1262	-493	-5344	-3117	1714
D:	140.23	4375	7653	13180	-2673	966	-940	-5344	-3117	1714
D:	141.11	4427	8036	13120	-2673	966	-940	-5344	-3117	1714
D:	142.07	4427	8036	13120	-2673	966	-940	-5344	-3117	1714
D:	142.93	4427	8036	13120	-2673	966	-940	-5344	-3117	1714
D:	143.80	4427	8036	13120	-2673	280	-1063	-5344	-3117	1714
D:	144.67	4803	8055	12941	-2348	280	-1063	-5344	-3117	1714
D:	145.53	4803	8055	12941	-2348	280	-1063	-5344	-3117	1714
D:	146.50	4803	8055	12941	-2348	280	-1063	-5344	-3117	1714
D:	147.57	4803	8055	12941	-2348	-358	-1012	-5344	-3117	1714
D:	148.63	5109	8333	12819	-2033	-358	-1012	-5344	-3117	1714
D:	149.62	5109	8333	12819	-2033	-358	-1012	-5325	-3111	1806
D:	150.55	5109	8333	12819	-2033	-358	-1012	-5325	-3111	1806
D:	151.42	5109	8333	12819	-2033	-358	-1012	-5325	-3111	1806
D:	152.29	5109	8333	12819	-1735	-986	-708	-5325	-3111	1806
D:	153.16	5862	8145	12082	-1735	-986	-708	-5325	-3111	1806
D:	154.04	5862	8145	12082	-1735	-986	-708	-5325	-3111	1806
D:	154.96	5862	8145	12082	-1735	-986	-708	-5325	-3111	1806
D:	155.83	5862	8145	12082	-1735	-1275	-491	-5325	-3111	1806
D:	156.70	6476	8338	12358	-1351	-1275	-491	-5325	-3111	1806
D:	157.64	6476	8338	12358	-1351	-1275	-491	-5325	-3111	1806
D:	158.70	6476	8338	12358	-1351	-1275	-491	-5325	-3111	1806
D:	159.64	6476	8338	12358	-1351	-1083	-482	-5325	-3111	1806
D:	160.49	6476	8338	11957	-1269	-1083	-482	-5325	-3111	1806
D:	161.34	6880	8492	11957	-1269	-1083	-482	-5325	-3111	1806
D:	162.17	6880	8492	11957	-1269	-1083	-482	-5325	-3111	1806
D:	163.17	6880	8492	11957	-1269	-1083	-482	-5325	-3111	1806
D:	164.23	6880	8492	11957	-1449	-600	-551	-5325	-3111	1806
D:	165.12	6780	9243	12539	-1449	-600	-551	-5325	-3111	1806
D:	166.03	6780	9243	12539	-1449	-600	-551	-5325	-3111	1806
D:	167.13	6780	9243	12539	-1449	-600	-551	-5325	-3111	1806
D:	168.30	6780	9243	13238	-1629	376	-555	-5325	-3111	1806
D:	169.35	7386	9403	13238	-1629	376	-555	-5325	-3111	1806
D:	170.20	7386	9403	13238	-1629	376	-555	-5311	-3144	1822
D:	171.09	7386	9403	13238	-1629	376	-555	-5311	-3144	1822
D:	171.96	7386	9403	13238	-1769	826	-267	-5311	-3144	1822
D:	172.80	7183	9825	13750	-1769	826	-267	-5311	-3144	1822
D:	173.68	7183	9825	13750	-1769	826	-267	-5311	-3144	1822
D:	174.60	7183	9825	13750	-1769	826	-267	-5311	-3144	1822
D:	175.49	7183	9825	13750	-1769	826	-267	-5311	-3144	1822
D:	176.37	7183	9825	13750	-2349	1068	152	-5311	-3144	1822
D:	177.20	6851	9742	14130	-2349	1068	152	-5311	-3144	1822
D:	178.07	6851	9742	14130	-2349	1068	152	-5311	-3144	1822
D:	178.96	6851	9742	14130	-2349	1068	152	-5311	-3144	1822
D:	179.80	6851	9742	14130	-2349	946	429	-5311	-3144	1822
D:	180.67	7208	9589	13320	-2972	946	429	-5311	-3144	1822
D:	181.55	7208	9589	13320	-2972	946	429	-5311	-3144	1822
D:	182.41	7208	9589	13320	-2972	946	429	-5311	-3144	1822
D:	183.28	7208	9589	13320	-2972	946	429	-5311	-3144	1822
D:	184.15	7208	9589	13320	-3319	1303	786	-5311	-3144	1822
D:	185.23	6933	9883	12973	-3319	1303	786	-5311	-3144	1822
D:	186.22	6933	9883	12973	-3319	1303	786	-5311	-3144	1822
D:	187.36	6933	9883	12973	-3319	2041	1185	-5311	-3144	1822
D:	188.43	6643	10037	13630	-3856	2041	1185	-5311	-3144	1822
D:	189.51	6643	10037	13630	-3856	2041	1185	-5293	-3086	1816
D:	190.37	6643	10037	13630	-3856	2041	1185	-5293	-3086	1816
D:	191.23	6643	10037	13630	-3856	2041	1185	-5293	-3086	1816
D:	192.11	6643	10037	13630	-5047	3104	1164	-5293	-3086	1816
D:	192.97	7209	9367	13260	-5047	3104	1164	-5293	-3086	1816
D:	193.81	7209	9367	13260	-5047	3104	1164	-5293	-3086	1816
D:	194.67	7209	9367	13260	-5047	3104	1164	-5293	-3086	1816
D:	195.73	7209	9367	13260	-5047	3711	1327	-5293	-3086	1816
D:	196.79	6583	10385	14045	-5570	3711	1327	-5293	-3086	1816
D:	197.66	6583	10385	14045	-5570	3711	1327	-5293	-3086	1816
D:	198.59	6583	10385	14045	-5570	3711	1327	-5293	-3086	1816
D:	199.50	6583	10385	14045	-5570	5009	1534	-5293	-3086	1816
D:	200.53	6820	8034	15386	-6303	5009	1534	-5293	-3086	1816
D:	201.40	6820	8034	15386	-6303	5009	1534	-5293	-3086	1816
D:	202.27	6820	8034	15386	-6303	5009	1534	-5293	-3086	1816
D:	203.15	6820	8034	15386	-6303	5009	1534	-5293	-3086	1816
D:	204.07	6820	8034	15386	-6626	4611	1049	-5293	-3086	1816
D:	204.93	5769	10860	15259	-6626	4611	1049	-5293	-3086	1816
D:	205.77	5769	10860	15259	-6626	4611	1049	-5293	-3086	1816
D:	206.62	5769	10860	15259	-6626	4611	1049	-5293	-3086	1816
D:	207.52	5769	10860	15259	-6626	4463	1212	-5293	-3086	1816
D:	208.51	6493	10615	14296	-7374	4463	1212	-5293	-3086	1816
D:	209.56	6493	10615	14296	-7374	4463	1212	-5247	-3092	1876
D:	210.50	6493	10615	14296	-7374	4463	1212	-5247	-3092	1876
D:	211.36	6493	10615	14296	-7374	4463	1212	-5247	-3092	1876
D:	212.22	6493	10615	14296	-8109	4844	2281	-5247	-3092	1876
D:	213.12	5997	10418	13921	-8109	4844	2281	-5247	-3092	1876
D:	214.05	5997	10418	13921	-8109	4844	2281	-5247	-3092	1876
D:	215.09	5997	10418	13921	-8109	4844	2281	-5247	-3092	1876
D:	216.28	5997	10418	13921	-9061	5679	3119	-5247	-3092	1876
D:	217.16	4818	9479	14691	-9061	5679	3119	-5247	-3092	1876
D:	218.09	4818	9479	14691	-9061	5679	3119	-5247	-3092	1876
D:	218.96	4818	9479	14691	-9061	5679	3119	-5247	-3092	1876
D:	219.80	4818	9479	14691	-9061	6186	3152	-5247	-3092	1876
D:	220.67	4253	8912	14715	-9573	6186	3152	-5247	-3092	1876
D:	221.55	4253	8912	14715	-9573	6186	3152	-5247	-3092	1876
D:	222.41	4253	8912	14715	-9573	6186	3152	-5247	-3092	1876
D:	223.27	4253	8912	14715	-9573	6186	3152	-5247	-3092	1876
D:	224.12	4253	8912	14715	-10264	6031	2149	-5247	-3092	1876
D:	225.18	4715	8086	13049	-10264	6031	2149	-5247	-3092	1876
D:	226.38	4715	8086	13049	-10264	6031	2149	-5247	-3092	1876
D:	227.26	4715	8086	13049	-10264	6031	2149	-5247	-3092	1876
D:	228.23	4715	8086	13049	-9646	5823	2557	-5247	-3092	1876
D:	229.12	4938	8198	12718	-9646	5823	2557	-5247	-3092	1876
D:	230.07	4938	8198	12718	-9646	5823	2557	-5247	-3007	2234
D:	230.94	4938	8198	12718	-9646	5823	2557	-5247	-3007	2234
D:	231.77	4938	8198	12718	-9646	6654	3182	-5247	-3007	2234
D:	232.65	4699	8177	13861	-9426	6654	3182	-5247	-3007	2234
D:	233.55	4699	8177	13861	-9426	6654	3182	-5219	-3007	2234
D:	234.41	4699	8177	13861	-9426	6654	3182	-5219	-3007	2234
D:	235.25	4699	8177	13861	-9426	6654	3182	-5219	-3007	2234
D:	236.15	4699	8177	13861	-9339	7475	2075	-5219	-3007	2234
D:	237.03	3776	9294	13600	-9339	7475	2075	-5219	-3007	2234
D:	237.95	3776	9294	13600	-9339	7475	2075	-5219	-3007	2234
D:	238.78	3776	9294	13600	-9339	7475	2075	-5219	-3007	2234
D:	239.65	3776	9294	13600	-9339	9485	374	-5219	-3007	2234
D:	240.55	8357	6797	12444	-9483	9485	374	-5219	-3007	2234
D:	241.41	8357	6797	12444	-9483	9485	374	-5219	-3007	2234
D:	242.29	8357	6797	12444	-9483	9485	374	-5219	-3007	2234
D:	243.47	8357	6797	12444	-9483	10456	1821	-5219	-3007	2234
D:	244.60	3930	7972	14021	-8970	10456	1821	-5219	-3007	2234
D:	245.51	3930	7972	14021	-8970	10456	1821	-5219	-3007	2234
D:	246.36	3930	7972	14021	-8970	10456	1821	-5219	-3007	2234
D:	247.20	3930	7972	14021	-8970	10456	1821	-5219	-3007	2234
D:	248.09	3930	7972	14021	-9611	9329	2377	-5219	-3007	2234
D:	249.16	3080	7335	13778	-9611	9329	2377	-5219	-3007	2234
D:	250.06	3080	7335	13778	-9611	9329	2377	-5219	-3007	2234
D:	250.93	3080	7335	13778	-9611	9329	2377	-5219	-3007	2234
D:	251.80	3080	7335	13778	-9611	8914	1525	-5219	-3007	2234
D:	252.78	3264	5795	12646	-11845	8914	1525	-5219	-3007	2234
D:	253.80	3264	5795	12646	-11845	8914	1525	-5155	-2999	2311
D:	254.73	3264	5795	12646	-11845	8914	1525	-5155	-2999	2311
D:	255.64	3264	5795	12646	-11845	8327	577	-5155	-2999	2311
D:	256.50	3264	5795	11509	-11811	8327	577	-5155	-2999	2311
D:	257.34	2870	5532	11509	-11811	8327	577	-5155	-2999	2311
D:	258.22	2870	5532	11509	-11811	8327	577	-5155	-2999	2311
D:	259.21	2870	5532	11509	-11811	8327	577	-5155	-2999	2311
D:	260.24	2870	5532	11509	-11210	8642	1877	-5155	-2999	2311
D:	261.14	1687	6070	12194	-11210	8642	1877	-5155	-2999	2311
D:	262.15	1687	6070	12194	-11210	8642	1877	-5155	-2999	2311
D:	263.12	1687	6070	12194	-11210	8642	1877	-5155	-2999	2311
D:	264.15	1687	6070	12194	-8036	6976	3743	-5155	-2999	2311
D:	265.19	1944	8445	12584	-8036	6976	3743	-5155	-2999	2311
D:	266.02	1944	8445	12584	-8036	6976	3743	-5155	-2999	2311
D:	266.89	1944	8445	12584	-8036	6976	3743	-5155	-2999	2311
D:	267.78	1944	8445	12584	-8036	8220	4665	-5155	-2999	2311
D:	268.69	3553	5851	14120	-8737	8220	4665	-5155	-2999	2311
