Syntax version=4
Wed May 02 08:32:41 2018
Starting process (2533211 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z	imu_status	imu_temp
D:	time(ms)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)	(0x20000120,1)	(0x2000023c,3)
D:	0.06	-1731	-338	-16308	-98	27	-39	-1289	-196	-3344	1	50
D:	2.32	-1660	-271	-16152	-98	27	-39	-1301	-203	-3358	0	49
D:	4.09	-1660	-271	-16152	-47	-12	-87	-1301	-203	-3358	1	49
D:	5.70	-2027	-269	-16361	-47	-12	-87	-1301	-203	-3358	3	49
D:	7.27	-2027	-269	-16361	-47	-12	-87	-1301	-203	-3358	2	49
D:	8.88	-2027	-269	-16361	-36	85	-132	-1301	-203	-3358	3	49
D:	10.60	-1757	-159	-16075	-36	85	-132	-1301	-203	-3358	0	49
D:	12.21	-1757	-159	-16075	34	102	-58	-1301	-203	-3358	1	49
D:	13.81	-1576	-331	-16261	34	102	-58	-1301	-203	-3358	0	49
D:	15.38	-1576	-331	-16261	34	102	-58	-1301	-203	-3358	2	49
D:	16.98	-1576	-331	-16261	-82	-8	-151	-1301	-203	-3358	3	49
D:	18.53	-1781	-193	-16290	-82	-8	-151	-1301	-203	-3358	0	49
D:	20.09	-1781	-193	-16290	-31	88	-135	-1301	-203	-3358	1	49
D:	21.92	-1645	-247	-16194	-31	88	-135	-1293	-191	-3346	0	49
D:	23.58	-1645	-247	-16194	-31	88	-135	-1293	-191	-3346	2	49
D:	25.16	-1645	-247	-16194	17	20	-118	-1293	-191	-3346	3	49
D:	26.78	-1683	-339	-16541	17	20	-118	-1293	-191	-3346	2	49
D:	28.40	-1683	-339	-16541	28	7	-46	-1293	-191	-3346	1	49
D:	29.98	-1621	-273	-16456	28	7	-46	-1293	-191	-3346	0	49
D:	31.69	-1621	-273	-16456	28	100	-104	-1293	-191	-3346	2	49
D:	33.36	-1621	-273	-16456	-26	100	-104	-1293	-191	-3346	3	49
D:	35.15	-1377	-357	-16703	-26	100	-104	-1293	-191	-3346	2	49
D:	36.78	-1377	-357	-16703	-130	76	-24	-1293	-191	-3346	3	49
D:	38.41	-1728	-233	-16300	-130	76	-24	-1293	-191	-3346	0	49
D:	39.97	-1728	-233	-16300	-130	89	-137	-1293	-191	-3346	1	49
D:	41.73	-1574	-313	-16317	-105	89	-137	-1293	-191	-3346	3	49
D:	43.28	-1574	-313	-16317	-105	89	-137	-1293	-191	-3346	2	49
D:	44.84	-1574	-313	-16317	-99	69	-56	-1293	-216	-3189	3	49
D:	46.43	-1758	-342	-16512	-99	69	-56	-1293	-216	-3189	0	49
D:	48.09	-1758	-342	-16512	-150	-20	-48	-1293	-216	-3189	1	49
D:	49.68	-1731	-296	-16383	-150	-20	-48	-1293	-216	-3189	3	49
D:	51.25	-1731	-296	-16383	-150	-20	-48	-1293	-216	-3189	2	49
D:	52.84	-1731	-296	-16383	-142	-32	-50	-1293	-216	-3189	3	49
D:	54.38	-1816	-215	-16321	-142	-32	-50	-1293	-216	-3189	0	49
D:	55.98	-1816	-215	-16321	114	22	-85	-1293	-216	-3189	1	49
D:	57.58	-1668	-298	-16436	38	22	-85	-1293	-216	-3189	3	49
D:	59.13	-1668	-298	-16436	38	22	-85	-1293	-216	-3189	2	49
D:	60.78	-1668	-298	-16436	-71	-8	-44	-1293	-216	-3189	3	49
D:	62.35	-1680	-357	-16369	-71	-8	-44	-1293	-216	-3189	0	50
D:	63.98	-1680	-357	-16369	-71	37	-27	-1293	-216	-3189	1	50
D:	65.56	-1813	-139	-16172	-74	37	-27	-1283	-187	-3329	3	50
D:	67.16	-1813	-139	-16172	-74	37	-27	-1283	-187	-3329	2	50
D:	68.78	-1813	-139	-16172	-23	60	-30	-1283	-187	-3329	3	50
D:	70.36	-1526	-360	-16611	-23	60	-30	-1283	-187	-3329	0	50
D:	71.96	-1526	-360	-16611	-23	39	20	-1283	-187	-3329	1	50
D:	73.51	-1526	-360	-16611	-47	39	20	-1283	-187	-3329	3	50
D:	75.10	-1800	-241	-16629	-47	39	20	-1283	-187	-3329	2	50
D:	76.68	-1800	-241	-16629	-80	131	-92	-1283	-187	-3329	1	50
D:	78.26	-1691	-222	-16306	-80	131	-92	-1283	-187	-3329	0	50
D:	79.86	-1691	-222	-16306	-80	6	-17	-1283	-187	-3329	1	50
D:	81.52	-1691	-222	-16306	-41	6	-17	-1283	-187	-3329	3	50
D:	83.23	-1637	-200	-16324	-41	6	-17	-1283	-187	-3329	2	50
D:	84.87	-1637	-200	-16324	-18	23	-108	-1298	-225	-3420	3	50
D:	86.51	-1757	-244	-16199	-18	23	-108	-1298	-225	-3420	0	50
D:	88.08	-1757	-244	-16199	2	34	-72	-1298	-225	-3420	1	50
D:	89.68	-1719	-285	-16396	2	34	-72	-1298	-225	-3420	3	50
D:	91.23	-1719	-285	-16396	2	34	-72	-1298	-225	-3420	2	50
D:	92.78	-1719	-285	-16396	111	143	-74	-1298	-225	-3420	3	50
D:	94.35	-1665	-349	-16145	111	143	-74	-1298	-225	-3420	0	50
D:	96.00	-1665	-349	-16145	111	9	-27	-1298	-225	-3420	1	50
D:	97.56	-1521	-366	-16568	44	9	-27	-1298	-225	-3420	3	50
D:	99.14	-1521	-366	-16568	44	9	-27	-1298	-225	-3420	2	50
D:	100.71	-1521	-366	-16568	-20	17	-122	-1298	-225	-3420	1	50
D:	102.28	-1669	-274	-16486	-20	17	-122	-1298	-225	-3420	0	50
D:	103.86	-1669	-274	-16486	-20	33	-172	-1298	-225	-3420	1	50
D:	105.50	-1669	-274	-16486	-53	33	-172	-1281	-199	-3292	3	50
D:	107.06	-1854	-250	-16207	-53	33	-172	-1281	-199	-3292	2	50
D:	108.61	-1854	-250	-16207	-24	70	-113	-1281	-199	-3292	1	50
D:	110.42	-1540	-363	-16080	-24	70	-113	-1281	-199	-3292	0	50
D:	112.21	-1540	-363	-16080	-68	157	-91	-1281	-199	-3292	1	50
D:	113.84	-1761	-295	-16396	-68	157	-91	-1281	-199	-3292	0	50
D:	115.46	-1761	-295	-16396	-68	157	-91	-1281	-199	-3292	2	50
D:	117.07	-1761	-295	-16396	-8	144	-39	-1281	-199	-3292	3	50
D:	118.68	-1789	-365	-16756	-8	144	-39	-1281	-199	-3292	0	50
D:	120.23	-1789	-365	-16756	7	88	-85	-1281	-199	-3292	1	50
D:	121.83	-1743	-192	-16187	7	88	-85	-1281	-199	-3292	0	50
D:	123.37	-1743	-192	-16187	7	88	-85	-1281	-199	-3292	2	50
D:	124.97	-1743	-192	-16187	24	118	-30	-1290	-196	-3201	3	50
D:	126.51	-1509	-318	-16207	24	118	-30	-1290	-196	-3201	0	50
D:	128.10	-1509	-318	-16207	-54	-31	-111	-1290	-196	-3201	1	50
D:	129.68	-1749	-25	-16171	-54	-31	-111	-1290	-196	-3201	3	50
D:	131.23	-1749	-25	-16171	-54	-31	-111	-1290	-196	-3201	2	50
D:	132.86	-1749	-25	-16171	89	25	-106	-1290	-196	-3201	3	50
D:	134.53	-1802	-183	-16130	89	25	-106	-1290	-196	-3201	0	50
D:	136.14	-1802	-183	-16130	-45	35	-124	-1290	-196	-3201	1	50
D:	137.78	-1952	-307	-16349	-45	35	-124	-1290	-196	-3201	0	50
D:	139.39	-1952	-307	-16349	-45	35	-124	-1290	-196	-3201	2	50
D:	140.98	-1952	-307	-16349	-94	-18	-86	-1290	-196	-3201	3	50
D:	142.57	-1692	-252	-16303	-94	-18	-86	-1290	-196	-3201	0	50
D:	144.15	-1692	-252	-16303	45	93	-35	-1290	-196	-3201	1	50
D:	145.78	-1493	-385	-16413	45	93	-35	-1296	-207	-3333	0	50
D:	147.38	-1493	-385	-16413	45	93	-35	-1296	-207	-3333	2	50
D:	149.03	-1493	-385	-16413	-78	-3	-63	-1296	-207	-3333	3	50
D:	150.68	-1719	-349	-16539	-78	-3	-63	-1296	-207	-3333	0	50
D:	152.27	-1719	-349	-16539	-38	53	-122	-1296	-207	-3333	1	50
D:	153.88	-1686	-348	-16466	-38	53	-122	-1296	-207	-3333	0	50
D:	155.60	-1686	-348	-16466	-38	75	-71	-1296	-207	-3333	2	50
D:	157.21	-1686	-348	-16466	-55	75	-71	-1296	-207	-3333	3	50
D:	158.78	-1670	-318	-16200	-55	75	-71	-1296	-207	-3333	2	50
D:	160.41	-1670	-318	-16200	-69	43	-75	-1296	-207	-3333	1	50
D:	162.04	-1709	-271	-16336	-69	43	-75	-1296	-207	-3333	0	50
D:	163.68	-1709	-271	-16336	-69	56	-48	-1296	-207	-3333	2	50
D:	165.27	-1709	-271	-16336	233	56	-48	-1295	-230	-3274	3	50
D:	166.87	-1688	-306	-16279	233	56	-48	-1295	-230	-3274	2	49
D:	168.54	-1688	-306	-16279	-13	64	-122	-1295	-230	-3274	1	49
D:	170.16	-1780	-295	-16225	-13	64	-122	-1295	-230	-3274	0	49
D:	171.79	-1780	-295	-16225	-13	96	-92	-1295	-230	-3274	1	49
D:	173.37	-1780	-295	-16225	-21	96	-92	-1295	-230	-3274	3	49
D:	174.98	-1662	-367	-16818	-21	96	-92	-1295	-230	-3274	2	49
D:	176.57	-1662	-367	-16818	-45	53	-39	-1295	-230	-3274	1	49
D:	178.12	-1777	-188	-16265	-45	53	-39	-1295	-230	-3274	0	49
D:	179.68	-1777	-188	-16265	-45	98	-8	-1295	-230	-3274	2	49
D:	181.28	-1777	-188	-16265	13	98	-8	-1295	-230	-3274	3	49
D:	182.87	-1702	-333	-16143	13	98	-8	-1295	-230	-3274	2	49
D:	184.52	-1702	-333	-16143	41	126	-90	-1295	-230	-3274	1	49
D:	186.09	-1715	-282	-16327	41	126	-90	-1289	-210	-3423	0	49
D:	187.73	-1715	-282	-16327	41	94	-95	-1289	-210	-3423	1	50
D:	189.38	-1715	-282	-16327	-29	94	-95	-1289	-210	-3423	3	50
D:	190.98	-1734	-341	-16233	-29	94	-95	-1289	-210	-3423	2	50
D:	192.58	-1734	-341	-16233	-33	108	-57	-1289	-210	-3423	1	50
D:	194.18	-1705	-301	-16330	-33	108	-57	-1289	-210	-3423	0	50
D:	195.87	-1705	-301	-16330	-33	-35	-84	-1289	-210	-3423	1	50
D:	197.52	-1705	-301	-16330	6	-35	-84	-1289	-210	-3423	3	50
D:	199.07	-1670	-220	-16171	6	-35	-84	-1289	-210	-3423	2	50
D:	200.70	-1670	-220	-16171	-54	10	-71	-1289	-210	-3423	1	50
D:	202.26	-1614	-340	-16567	-54	10	-71	-1289	-210	-3423	0	50
D:	203.86	-1614	-340	-16567	-54	-7	-115	-1289	-210	-3423	1	50
D:	205.52	-1614	-340	-16567	-171	-7	-115	-1289	-210	-3423	3	50
D:	207.10	-1713	-245	-16256	-171	-7	-115	-1289	-210	-3423	2	50
D:	208.82	-1713	-245	-16256	-59	5	-59	-1295	-201	-3252	3	50
D:	210.42	-1753	-140	-16281	-59	5	-59	-1295	-201	-3252	0	50
D:	212.04	-1753	-140	-16281	13	60	-158	-1295	-201	-3252	1	50
D:	213.60	-1692	-236	-16308	13	60	-158	-1295	-201	-3252	3	50
D:	215.18	-1692	-236	-16308	13	60	-158	-1295	-201	-3252	2	50
D:	216.78	-1692	-236	-16308	-65	54	-16	-1295	-201	-3252	3	50
D:	218.47	-1719	-291	-16367	-65	54	-16	-1295	-201	-3252	0	50
D:	220.06	-1719	-291	-16367	-103	111	-65	-1295	-201	-3252	1	50
D:	221.68	-1722	-309	-16757	-103	111	-65	-1295	-201	-3252	3	50
D:	223.24	-1722	-309	-16757	-103	111	-65	-1295	-201	-3252	2	50
D:	224.86	-1722	-309	-16757	92	116	-118	-1295	-201	-3252	3	50
D:	226.50	-1733	-291	-15925	92	116	-118	-1295	-201	-3252	0	50
D:	228.05	-1733	-291	-15925	105	28	-91	-1295	-201	-3252	1	50
D:	229.60	-1750	-304	-16261	105	28	-91	-1289	-195	-3330	3	50
D:	231.20	-1750	-304	-16261	105	28	-91	-1289	-195	-3330	2	50
D:	232.81	-1750	-304	-16261	111	-3	-98	-1289	-195	-3330	3	50
D:	234.41	-1813	-317	-16127	111	-3	-98	-1289	-195	-3330	0	50
D:	235.97	-1813	-317	-16127	111	3	21	-1289	-195	-3330	1	50
D:	237.56	-1733	-341	-16388	43	3	21	-1289	-195	-3330	3	50
D:	239.15	-1733	-341	-16388	43	3	21	-1289	-195	-3330	2	50
D:	240.78	-1733	-341	-16388	166	61	-18	-1289	-195	-3330	3	50
D:	242.44	-1725	-305	-16374	166	61	-18	-1289	-195	-3330	0	50
D:	244.09	-1725	-305	-16374	-13	91	-64	-1289	-195	-3330	1	50
D:	245.68	-1712	-336	-16149	-13	91	-64	-1289	-195	-3330	3	50
D:	247.23	-1712	-336	-16149	-13	91	-64	-1289	-195	-3330	2	50
D:	248.93	-1712	-336	-16149	14	62	-37	-1296	-232	-3370	3	50
D:	250.69	-1709	-385	-16665	14	62	-37	-1296	-232	-3370	0	50
D:	252.26	-1709	-385	-16665	9	34	-42	-1296	-232	-3370	1	50
D:	254.05	-1820	-307	-16463	9	34	-42	-1296	-232	-3370	0	50
D:	255.68	-1820	-307	-16463	9	-18	-34	-1296	-232	-3370	2	50
D:	257.29	-1820	-307	-16463	-36	-18	-34	-1296	-232	-3370	3	50
D:	259.08	-1730	-259	-16687	-36	-18	-34	-1296	-232	-3370	2	50
D:	260.81	-1730	-259	-16687	51	110	-152	-1296	-232	-3370	3	50
D:	262.42	-1643	-89	-16478	51	110	-152	-1296	-232	-3370	0	50
D:	264.01	-1643	-89	-16478	-205	-18	-132	-1296	-232	-3370	1	50
D:	265.59	-1741	-289	-16378	-56	-18	-132	-1296	-232	-3370	3	50
D:	267.25	-1741	-289	-16378	-56	-18	-132	-1296	-232	-3370	2	49
D:	268.87	-1741	-289	-16378	49	21	-55	-1299	-209	-3269	3	49
D:	270.50	-1576	-345	-16580	49	21	-55	-1299	-209	-3269	0	49
D:	272.07	-1576	-345	-16580	-68	29	-10	-1299	-209	-3269	1	49
D:	273.72	-1785	-261	-16085	-68	29	-10	-1299	-209	-3269	3	49
D:	275.28	-1785	-261	-16085	-68	29	-10	-1299	-209	-3269	2	49
D:	276.88	-1785	-261	-16085	-127	-69	-84	-1299	-209	-3269	3	49
D:	278.49	-1570	-391	-16245	-127	-69	-84	-1299	-209	-3269	0	49
D:	280.05	-1570	-391	-16245	-129	153	-70	-1299	-209	-3269	1	49
D:	281.61	-1834	-329	-16319	-129	153	-70	-1299	-209	-3269	3	49
D:	283.19	-1834	-329	-16319	-129	153	-70	-1299	-209	-3269	2	49
D:	284.78	-1834	-329	-16319	-174	147	39	-1299	-209	-3269	3	49
D:	286.37	-1698	-363	-16325	-174	147	39	-1299	-209	-3269	0	49
D:	287.96	-1698	-363	-16325	-174	46	-102	-1299	-209	-3269	1	49
D:	289.52	-1698	-356	-16243	-120	46	-102	-1280	-205	-3339	3	49
D:	291.09	-1603	-356	-16243	-120	46	-102	-1280	-205	-3339	2	49
D:	292.68	-1603	-356	-16243	-187	-19	-59	-1280	-205	-3339	1	49
D:	294.21	-1598	-218	-16310	-187	-19	-59	-1280	-205	-3339	0	49
D:	295.81	-1598	-218	-16310	-187	-216	-83	-1280	-205	-3339	1	49
D:	297.40	-1598	-218	-16310	-170	-216	-83	-1280	-205	-3339	3	49
D:	299.07	-1480	-242	-16673	-170	-216	-83	-1280	-205	-3339	2	49
D:	300.68	-1480	-242	-16673	-189	153	9	-1280	-205	-3339	1	49
D:	302.23	-1723	-145	-16245	-189	153	9	-1280	-205	-3339	0	49
D:	303.83	-1723	-145	-16245	-189	62	38	-1280	-205	-3339	1	49
D:	305.36	-1723	-145	-16245	-116	62	38	-1280	-205	-3339	3	49
D:	306.97	-1602	-235	-16307	-116	62	38	-1280	-205	-3339	2	49
D:	308.53	-1602	-235	-16307	-215	22	-75	-1280	-205	-3339	1	49
D:	310.06	-1824	-277	-16204	-215	22	-75	-1288	-189	-3415	0	49
D:	311.60	-1824	-277	-16204	-215	12	-100	-1288	-189	-3415	2	50
D:	313.19	-1824	-277	-16204	-142	12	-100	-1288	-189	-3415	3	50
D:	314.78	-1672	-326	-16241	-142	12	-100	-1288	-189	-3415	2	50
D:	316.40	-1672	-326	-16241	-159	-41	-17	-1288	-189	-3415	1	50
D:	318.07	-1737	-187	-16294	-159	-41	-17	-1288	-189	-3415	0	50
D:	319.68	-1737	-187	-16294	-159	-30	0	-1288	-189	-3415	2	50
D:	321.20	-1737	-187	-16294	-111	-30	0	-1288	-189	-3415	3	50
D:	322.78	-1665	-224	-16359	-111	-30	0	-1288	-189	-3415	2	50
D:	324.33	-1665	-224	-16359	-168	-86	-49	-1288	-189	-3415	1	50
D:	326.02	-1649	-253	-16516	-168	-86	-49	-1288	-189	-3415	0	50
D:	327.56	-1649	-253	-16516	-168	-86	-49	-1288	-189	-3415	2	50
D:	329.11	-1649	-253	-16516	-187	34	-104	-1297	-222	-3365	3	50
D:	330.68	-1738	-197	-16220	-187	34	-104	-1297	-222	-3365	0	50
D:	332.24	-1738	-197	-16220	-147	35	-100	-1297	-222	-3365	1	50
D:	333.86	-1635	-336	-16258	-147	35	-100	-1297	-222	-3365	0	50
D:	335.61	-1635	-336	-16258	-147	-22	-60	-1297	-222	-3365	2	50
D:	337.21	-1635	-336	-16258	-193	-22	-60	-1297	-222	-3365	3	50
D:	338.78	-1801	-222	-16297	-193	-22	-60	-1297	-222	-3365	2	50
D:	340.36	-1801	-222	-16297	-79	-80	-41	-1297	-222	-3365	1	50
D:	341.97	-1581	-305	-16440	-79	-80	-41	-1297	-222	-3365	0	50
D:	343.53	-1581	-305	-16440	-79	-80	-41	-1297	-222	-3365	2	50
D:	345.05	-1581	-305	-16440	-132	-4	-138	-1297	-222	-3365	3	50
D:	346.60	-1686	-221	-16536	-132	-4	-138	-1297	-222	-3365	0	50
D:	348.18	-1686	-221	-16536	-149	-10	-87	-1297	-222	-3365	1	50
D:	349.79	-1784	-217	-16159	-149	-10	-87	-1297	-220	-3292	0	50
D:	351.36	-1784	-217	-16159	-149	-10	-87	-1297	-220	-3292	2	50
D:	352.96	-1784	-217	-16159	-102	71	10	-1288	-220	-3292	3	50
D:	354.53	-1677	-347	-16361	-102	71	10	-1288	-220	-3292	0	50
D:	356.07	-1677	-347	-16361	-93	7	-112	-1288	-220	-3292	1	50
D:	357.61	-1790	-291	-16203	-93	7	-112	-1288	-220	-3292	3	50
D:	359.15	-1790	-291	-16203	-93	7	-112	-1288	-220	-3292	2	50
D:	360.68	-1790	-291	-16203	39	68	-134	-1288	-220	-3292	1	50
D:	362.23	-1717	-78	-16276	39	68	-134	-1288	-220	-3292	0	50
D:	363.80	-1717	-78	-16276	39	30	-25	-1288	-220	-3292	1	50
D:	365.38	-1717	-78	-16276	15	30	-25	-1288	-220	-3292	3	50
D:	366.96	-1774	-226	-16282	15	30	-25	-1288	-220	-3292	2	50
D:	368.53	-1774	-226	-16282	-7	26	-111	-1288	-220	-3292	1	50
D:	370.10	-1700	-258	-16334	-7	26	-111	-1288	-220	-3292	0	50
D:	371.68	-1700	-258	-16334	-7	79	-72	-1288	-220	-3292	2	50
D:	373.25	-1700	-258	-16334	-8	79	-72	-1285	-216	-3472	3	50
D:	374.84	-1723	-209	-16606	-8	79	-72	-1285	-216	-3472	2	50
D:	376.39	-1723	-209	-16606	18	85	-84	-1285	-216	-3472	1	50
D:	377.98	-1623	-299	-15960	18	85	-84	-1285	-216	-3472	0	50
D:	379.50	-1623	-299	-15960	18	85	-84	-1285	-216	-3472	2	50
D:	381.05	-1623	-299	-15960	-46	66	-80	-1285	-216	-3472	3	50
D:	382.61	-1719	-307	-16392	-46	66	-80	-1285	-216	-3472	0	50
D:	384.17	-1719	-307	-16392	-57	206	-97	-1285	-216	-3472	1	50
D:	385.78	-1768	-135	-16190	-57	206	-97	-1285	-216	-3472	0	50
D:	387.38	-1768	-135	-16190	-57	206	-97	-1285	-216	-3472	2	50
D:	388.96	-1768	-135	-16190	-35	103	-18	-1285	-216	-3472	3	50
D:	390.50	-1650	-259	-16245	-35	103	-18	-1285	-216	-3472	0	48
D:	392.27	-1650	-259	-16245	-76	113	-45	-1285	-216	-3472	1	48
D:	393.84	-1702	-273	-16342	-76	113	-45	-1286	-200	-3280	0	48
D:	395.40	-1702	-273	-16342	-76	113	-45	-1286	-200	-3280	2	48
D:	396.97	-1702	-273	-16342	-83	63	-34	-1286	-200	-3280	3	48
D:	398.56	-1887	-212	-16250	-83	63	-34	-1286	-200	-3280	0	48
D:	400.19	-1887	-212	-16250	-103	-47	-119	-1286	-200	-3280	1	48
D:	401.84	-1861	-257	-16498	-103	-47	-119	-1286	-200	-3280	0	48
D:	403.40	-1861	-257	-16498	-103	-47	-119	-1286	-200	-3280	2	48
D:	404.91	-1861	-257	-16498	-109	49	-88	-1286	-200	-3280	3	48
D:	406.50	-1778	-340	-16365	-109	49	-88	-1286	-200	-3280	0	48
D:	408.08	-1778	-340	-16365	-174	-5	-49	-1286	-200	-3280	1	48
D:	409.68	-1569	-257	-16375	-174	-5	-49	-1286	-200	-3280	3	48
D:	411.27	-1569	-257	-16375	-174	-5	-49	-1286	-200	-3280	2	50
D:	412.84	-1569	-257	-16375	-148	57	-9	-1290	-237	-3372	3	50
D:	414.38	-1696	-248	-16334	-148	57	-9	-1290	-237	-3372	0	50
D:	415.98	-1696	-248	-16334	-148	59	-119	-1290	-237	-3372	1	50
D:	417.54	-1696	-207	-16275	-147	59	-119	-1290	-237	-3372	3	50
D:	419.08	-1776	-207	-16275	-147	59	-119	-1290	-237	-3372	2	50
D:	420.68	-1776	-207	-16275	-240	23	-79	-1290	-237	-3372	1	50
D:	422.17	-1685	-302	-16337	-240	23	-79	-1290	-237	-3372	0	50
D:	423.78	-1685	-302	-16337	-240	31	-71	-1290	-237	-3372	1	50
D:	425.33	-1685	-302	-16337	-246	31	-71	-1290	-237	-3372	3	50
D:	426.98	-1723	-271	-16290	-246	31	-71	-1290	-237	-3372	2	50
D:	428.56	-1723	-271	-16290	-208	-75	-107	-1290	-237	-3372	1	50
D:	430.17	-1748	-254	-16405	-208	-75	-107	-1290	-237	-3372	0	50
D:	431.84	-1748	-254	-16405	-208	56	-97	-1290	-237	-3372	1	50
D:	433.48	-1748	-254	-16405	-95	56	-97	-1284	-197	-3440	3	50
D:	435.08	-2016	-256	-16310	-95	56	-97	-1284	-197	-3440	2	50
D:	436.76	-2016	-256	-16310	-169	56	-51	-1284	-197	-3440	3	50
D:	438.40	-1678	-135	-16250	-169	56	-51	-1284	-197	-3440	0	50
D:	439.98	-1678	-135	-16250	-169	50	-141	-1284	-197	-3440	1	50
D:	441.52	-1678	-135	-16250	-107	50	-141	-1284	-197	-3440	3	50
D:	443.11	-1457	-264	-16700	-107	50	-141	-1284	-197	-3440	2	50
D:	444.69	-1457	-264	-16700	-57	87	-186	-1284	-197	-3440	1	50
D:	446.26	-1804	-185	-16507	-57	87	-186	-1284	-197	-3440	0	50
D:	447.86	-1804	-185	-16507	-57	122	-107	-1284	-197	-3440	1	50
D:	449.46	-1804	-185	-16507	-53	122	-107	-1284	-197	-3440	3	50
D:	451.03	-1714	-204	-16313	-53	122	-107	-1284	-197	-3440	2	50
D:	452.60	-1714	-204	-16313	-6	99	-123	-1291	-219	-3236	1	50
D:	454.20	-1530	-230	-16573	-6	99	-123	-1291	-219	-3236	0	50
D:	455.98	-1530	-230	-16573	-6	-1	-151	-1291	-219	-3236	1	50
D:	457.69	-1654	-267	-16230	-23	-1	-151	-1291	-219	-3236	3	50
D:	459.24	-1654	-267	-16230	-23	-1	-151	-1291	-219	-3236	2	50
D:	460.84	-1654	-267	-16230	-39	-15	-134	-1291	-219	-3236	3	50
D:	462.37	-1654	-240	-16295	-39	-15	-134	-1291	-219	-3236	0	50
D:	463.98	-1654	-240	-16295	217	49	-56	-1291	-219	-3236	1	50
D:	465.68	-1731	-235	-16135	36	49	-56	-1291	-219	-3236	3	50
D:	467.23	-1731	-235	-16135	36	49	-56	-1291	-219	-3236	2	50
D:	468.89	-1731	-235	-16135	38	37	-113	-1291	-219	-3236	3	50
D:	470.49	-1693	-363	-16566	38	37	-113	-1291	-219	-3236	0	50
D:	472.05	-1693	-363	-16566	35	107	-57	-1291	-219	-3236	1	50
D:	473.60	-1630	-332	-16401	35	107	-57	-1284	-198	-3393	3	50
D:	475.15	-1630	-332	-16401	35	107	-57	-1284	-198	-3393	2	50
D:	476.83	-1630	-332	-16401	35	55	-84	-1284	-198	-3393	3	50
D:	478.45	-1784	-313	-16329	35	55	-84	-1284	-198	-3393	0	50
D:	480.00	-1784	-313	-16329	35	80	-104	-1284	-198	-3393	1	50
D:	481.57	-1820	-240	-16650	23	80	-104	-1284	-198	-3393	3	50
D:	483.14	-1820	-240	-16650	23	80	-104	-1284	-198	-3393	2	50
D:	484.68	-1820	-240	-16650	40	9	-53	-1284	-198	-3393	1	50
D:	486.22	-1812	-252	-16192	40	9	-53	-1284	-198	-3393	0	50
D:	487.81	-1812	-252	-16192	40	9	-88	-1284	-198	-3393	1	50
D:	489.41	-1812	-252	-16192	85	9	-88	-1284	-198	-3393	3	50
D:	490.97	-1566	-316	-16566	85	9	-88	-1284	-198	-3393	2	50
D:	492.54	-1566	-316	-16566	41	34	-36	-1284	-198	-3393	1	50
D:	494.10	-1761	-6	-16212	41	34	-36	-1303	-220	-3353	0	50
D:	495.68	-1761	-6	-16212	41	93	-73	-1303	-220	-3353	2	50
D:	497.22	-1761	-6	-16212	127	93	-73	-1303	-220	-3353	3	50
D:	498.88	-1686	-317	-16241	127	93	-73	-1303	-220	-3353	2	50
D:	500.52	-1686	-317	-16241	-61	66	-101	-1303	-220	-3353	1	50
D:	502.05	-1630	-291	-16726	-61	66	-101	-1303	-220	-3353	0	50
D:	503.68	-1630	-291	-16726	-61	-22	-71	-1303	-220	-3353	1	50
D:	505.38	-1630	-291	-16726	-116	-22	-71	-1303	-220	-3353	3	50
D:	506.97	-1746	-199	-16289	-116	-22	-71	-1303	-220	-3353	2	50
D:	508.55	-1746	-199	-16289	-98	-22	-106	-1303	-220	-3353	1	50
D:	510.08	-1691	-299	-16450	-98	-22	-106	-1303	-220	-3353	0	50
D:	511.68	-1691	-299	-16450	-98	36	-174	-1303	-220	-3353	2	50
D:	513.22	-1691	-299	-16450	-53	36	-174	-1303	-174	-3217	3	50
D:	514.81	-1721	-271	-16306	-53	36	-174	-1303	-174	-3217	2	50
D:	516.38	-1721	-271	-16306	-78	-34	-100	-1303	-174	-3217	1	50
D:	517.98	-1700	-259	-16482	-78	-34	-100	-1295	-174	-3217	0	50
D:	519.54	-1700	-259	-16482	-78	-34	-100	-1295	-174	-3217	2	50
D:	521.09	-1700	-259	-16482	-146	88	-105	-1295	-174	-3217	3	50
D:	522.78	-1776	-243	-16137	-146	88	-105	-1295	-174	-3217	2	50
D:	524.35	-1776	-243	-16137	-98	17	-59	-1295	-174	-3217	1	50
D:	525.95	-1692	-441	-16289	-98	17	-59	-1295	-174	-3217	0	50
D:	527.53	-1692	-441	-16289	-98	17	-59	-1295	-174	-3217	2	50
D:	529.10	-1692	-441	-16289	-71	59	-22	-1295	-174	-3217	3	50
D:	530.68	-1646	-232	-16671	-71	59	-22	-1295	-174	-3217	0	50
D:	532.23	-1646	-232	-16671	9	44	30	-1295	-174	-3217	1	50
D:	533.81	-1674	-285	-16167	9	44	30	-1295	-174	-3217	0	50
D:	535.37	-1674	-285	-16167	9	44	30	-1295	-174	-3217	2	49
