rosbagTimestamp,clock,secs,nsecs
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660219897
1524145438660219897,,1524145438,660834732
1524145438670889993,,1524145438,670889993
1524145438670889993,,1524145438,680958169
1524145438691019719,,1524145438,691019719
1524145438701079782,,1524145438,701079782
1524145438711140457,,1524145438,711140457
1524145438721212514,,1524145438,721212514
1524145438731274918,,1524145438,731274918
1524145438741335921,,1524145438,741335921
1524145438751393401,,1524145438,751393401
1524145438761450793,,1524145438,761450793
1524145438771508736,,1524145438,771508736
1524145438771508736,,1524145438,781583218
1524145438791659842,,1524145438,791659842
1524145438791659842,,1524145438,801737358
1524145438811798701,,1524145438,811798701
1524145438821876091,,1524145438,821876091
1524145438832013701,,1524145438,832013701
1524145438842130040,,1524145438,842130040
1524145438852279675,,1524145438,852279675
1524145438862436411,,1524145438,862436411
1524145438872588460,,1524145438,872588460
1524145438882741022,,1524145438,882741022
1524145438882741022,,1524145438,892816019
1524145438902903540,,1524145438,902903540
1524145438912982541,,1524145438,912982541
1524145438923085714,,1524145438,923085714
1524145438933177180,,1524145438,933177180
1524145438943273638,,1524145438,943273638
1524145438953356109,,1524145438,953356109
1524145438963447379,,1524145438,963447379
1524145438973539193,,1524145438,973539193
1524145438983657267,,1524145438,983657267
1524145438993749625,,1524145438,993749625
1524145438993749625,,1524145439,3823647
1524145439003823647,,1524145439,13872926
1524145439023961576,,1524145439,23961576
1524145439034056685,,1524145439,34056685
1524145439044156866,,1524145439,44156866
1524145439054233104,,1524145439,54233104
1524145439064324055,,1524145439,64324055
1524145439074408138,,1524145439,74408138
1524145439084507434,,1524145439,84507434
1524145439094613139,,1524145439,94613139
1524145439104688582,,1524145439,104688582
1524145439114757632,,1524145439,114757632
1524145439114757632,,1524145439,124878590
1524145439134951827,,1524145439,134951827
1524145439145089432,,1524145439,145089432
1524145439155178988,,1524145439,155178988
1524145439165280797,,1524145439,165280797
1524145439175379471,,1524145439,175379471
1524145439185467357,,1524145439,185467357
1524145439195589328,,1524145439,195589328
1524145439205664125,,1524145439,205664125
1524145439215747281,,1524145439,215747281
1524145439225855226,,1524145439,225855226
1524145439235946247,,1524145439,235946247
1524145439246053173,,1524145439,246053173
1524145439256145498,,1524145439,256145498
1524145439266288899,,1524145439,266288899
1524145439276367643,,1524145439,276367643
