rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1523877349816536100,,5,,1523877349,783799537,'',2,"""/record_1523877349766159260""","""Subscribing to /rosout""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816561953,,6,,1523877349,787255766,'',2,"""/record_1523877349766159260""","""Subscribing to /imu_stm""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816571419,,7,,1523877349,790391311,'',2,"""/record_1523877349766159260""","""Subscribing to /rosout_agg""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816597008,,8,,1523877349,793412665,'',2,"""/record_1523877349766159260""","""Subscribing to /odometry/gps_right""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816604706,,9,,1523877349,796672359,'',2,"""/record_1523877349766159260""","""Subscribing to /tf_static""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816623719,,10,,1523877349,800274506,'',2,"""/record_1523877349766159260""","""Subscribing to /uart_data""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816630159,,11,,1523877349,803653017,'',2,"""/record_1523877349766159260""","""Subscribing to /tf""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816639571,,12,,1523877349,806793940,'',2,"""/record_1523877349766159260""","""Subscribing to /odometry/filtered_odom""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816651983,,13,,1523877349,809525393,'',2,"""/record_1523877349766159260""","""Subscribing to /gps/filtered""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877349816666278,,14,,1523877349,812840752,'',2,"""/record_1523877349766159260""","""Subscribing to /diagnostics""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.13/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1523877350062082503,,0,,1523877303,561553630,'',2,"""/kinect_broadcaster""","""Spinning until killed publishing /base_link to /camera_link""","""/tmp/binarydeb/ros-kinetic-tf2-ros-0.5.17/src/static_transform_broadcaster_program.cpp""","""main""",142,"[/rosout, /tf_static]"
1523877350062272815,,25,,1523877348,566841357,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523877350062544133,,1,,1523877303,474784398,'',2,"""/ekf_se_map""","""Valid clock time received. Starting node.""","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter.cpp""","""RosFilter<T>",1747,"[/rosout, /diagnostics]"
1523877350062805005,,45,,1523877349,656658887,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8861850672590241285)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523877350063005673,,45,,1523877349,668514760,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, 0, -1.8861850672590241285)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523877350063268120,,0,,1523877303,504081014,'',2,"""/laser_broadcaster""","""Spinning until killed publishing /base_link to /laser""","""/tmp/binarydeb/ros-kinetic-tf2-ros-0.5.17/src/static_transform_broadcaster_program.cpp""","""main""",142,"[/rosout, /tf_static]"
1523877350063484697,,0,,1523877303,593664063,'',2,"""/imu_broadcaster""","""Spinning until killed publishing /base_link to /imu""","""/tmp/binarydeb/ros-kinetic-tf2-ros-0.5.17/src/static_transform_broadcaster_program.cpp""","""main""",142,"[/rosout, /tf_static]"
1523877350063725483,,0,,1523877303,581059825,'',2,"""/right_gps_broadcaster""","""Spinning until killed publishing /base_link to /gps_right""","""/tmp/binarydeb/ros-kinetic-tf2-ros-0.5.17/src/static_transform_broadcaster_program.cpp""","""main""",142,"[/rosout, /tf_static]"
1523877350063969691,,0,,1523877303,587104722,'',2,"""/left_gps_broadcaster""","""Spinning until killed publishing /base_link to /gps_left""","""/tmp/binarydeb/ros-kinetic-tf2-ros-0.5.17/src/static_transform_broadcaster_program.cpp""","""main""",142,"[/rosout, /tf_static]"
1523877350064934002,,2,,1523877330,436703920,'',4,"""/stm_uart_node""","""Inbound TCP/IP connection failed","""tcpros_base.py""","""_tcp_server_callback""",351,"[/uart_data, /ros_vel, /rosout, /imu_stm]"
1523877350569813010,,26,,1523877350,569604394,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523877350656789780,,46,,1523877350,656666841,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8861942212879627689)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523877350668759578,,46,,1523877350,668574398,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, 0, -1.8861942212879627689)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523877351656784943,,47,,1523877351,656653521,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8861524795871980054)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523877351668724022,,47,,1523877351,668523500,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, 0, -1.8861524795871980054)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523877352572911967,,27,,1523877352,572683243,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523877352656774151,,48,,1523877352,656644108,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8861467811917995707)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523877352668728947,,48,,1523877352,668525310,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, 0, -1.8861467811917995707)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523877353656765787,,49,,1523877353,656646714,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8862049838698413673)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523877353668775733,,49,,1523877353,668536528,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, 0, -1.8862049838698413673)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523877354574318044,,28,,1523877354,574115341,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523877354656792810,,50,,1523877354,656656813,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, 0, -1.8861740885497950693)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
