rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1524145441587244016,,0,,1524145441,477694035,"""gps""",,2,0,50.0641221056,19.9149555459,241.788616946,"[2.500492265425291, -8.809142651444724e-20, 0.0, -4.0657581468206416e-20, 2.500492265425291, 0.0, 0.0, 0.0, 4.980207857831839e-07]",3
1524145441587244016,,0,,1524145441,477694035,"""gps""",,2,0,50.0641559793,19.9149531927,235.402612739,"[2.500492265425291, -8.809142651444724e-20, 0.0, -4.0657581468206416e-20, 2.500492265425291, 0.0, 0.0, 0.0, 4.980207857831839e-07]",3
1524145442586206195,,1,,1524145442,527748108,"""gps""",,2,0,50.0641222356,19.9149556386,241.788616946,"[0.3621381584446272, -3.811394152760175e-17, 0.0, -3.8114788560549007e-17, 0.3621381584446272, 0.0, 0.0, 0.0, 4.979374740645809e-07]",3
1524145442586206195,,1,,1524145442,527748108,"""gps""",,2,0,50.0641561093,19.9149532855,235.402612739,"[0.3621381584446272, -3.811394152760175e-17, 0.0, -3.8114788560549007e-17, 0.3621381584446272, 0.0, 0.0, 0.0, 4.979374740645809e-07]",3
1524145443584090928,,2,,1524145443,528392076,"""gps""",,2,0,50.0641222457,19.9149556459,241.788616946,"[0.19533873278532354, -9.48266089945398e-16, 0.0, -9.482677840112926e-16, 0.1953387327853248, 0.0, 0.0, 0.0, 4.985172726885615e-07]",3
1524145443584090928,,2,,1524145443,528392076,"""gps""",,2,0,50.0641561195,19.9149532927,235.402612739,"[0.19533873278532354, -9.48266089945398e-16, 0.0, -9.482677840112926e-16, 0.1953387327853248, 0.0, 0.0, 0.0, 4.985172726885615e-07]",3
1524145444582903908,,3,,1524145444,528115034,"""gps""",,2,0,50.0641222495,19.9149556486,241.788616946,"[0.1338436033377973, -2.68200700770339e-15, 0.0, -2.6820091252857583e-15, 0.1338436033378018, 0.0, 0.0, 0.0, 4.983735293839035e-07]",3
1524145444582903908,,3,,1524145444,528115034,"""gps""",,2,0,50.0641561232,19.9149532954,235.402612739,"[0.1338436033377973, -2.68200700770339e-15, 0.0, -2.6820091252857583e-15, 0.1338436033378018, 0.0, 0.0, 0.0, 4.983735293839035e-07]",3
1524145445582437784,,4,,1524145445,527834892,"""gps""",,2,0,50.0641223603,19.9149558177,241.788616946,"[0.10690993906539653, -1.634073049601773e-14, 0.0, -1.634073049601773e-14, 0.10690993906539936, 0.0, 0.0, 0.0, 4.979423309371606e-07]",3
1524145445582437784,,4,,1524145445,527834892,"""gps""",,2,0,50.0641562341,19.9149534645,235.402612739,"[0.10690993906539653, -1.634073049601773e-14, 0.0, -1.634073049601773e-14, 0.10690993906539936, 0.0, 0.0, 0.0, 4.979423309371606e-07]",3
1524145446581208293,,5,,1524145446,427618980,"""gps""",,2,0,50.0641225965,19.9149564701,241.788616946,"[0.09510017433681126, -2.4993560480354195e-13, 0.0, -2.499356052270584e-13, 0.09510017433708806, 0.0, 0.0, 0.0, 4.97628161023479e-07]",3
1524145446581208293,,5,,1524145446,427618980,"""gps""",,2,0,50.0641564702,19.9149541169,235.402612739,"[0.09510017433681126, -2.4993560480354195e-13, 0.0, -2.499356052270584e-13, 0.09510017433708806, 0.0, 0.0, 0.0, 4.97628161023479e-07]",3
1524145447579865055,,6,,1524145447,477624893,"""gps""",,2,0,50.0641224336,19.9149559289,241.788616946,"[0.0892316412813125, -2.583260834213561e-13, 0.0, -2.5832608596245495e-13, 0.08923164128164758, 0.0, 0.0, 0.0, 4.977039860438475e-07]",3
1524145447579865055,,6,,1524145447,477624893,"""gps""",,2,0,50.0641563073,19.9149535757,235.402612739,"[0.0892316412813125, -2.583260834213561e-13, 0.0, -2.5832608596245495e-13, 0.08923164128164758, 0.0, 0.0, 0.0, 4.977039860438475e-07]",3
1524145448588806878,,7,,1524145448,478149891,"""gps""",,2,0,50.0641223948,19.9149560092,241.788616946,"[0.07649664203091926, -1.9378190369585943e-13, 0.0, -1.9378190475465061e-13, 0.07649664203115297, 0.0, 0.0, 0.0, 4.984460800601311e-07]",3
1524145448588806878,,7,,1524145448,478149891,"""gps""",,2,0,50.0641562685,19.914953656,235.402612739,"[0.07649664203091926, -1.9378190369585943e-13, 0.0, -1.9378190475465061e-13, 0.07649664203115297, 0.0, 0.0, 0.0, 4.984460800601311e-07]",3
1524145449587511343,,8,,1524145449,477703094,"""gps""",,2,0,50.0641222462,19.9149558273,241.788616946,"[0.06498356092691426, -2.2604018596865546e-13, 0.0, -2.2604019295667727e-13, 0.06498356092702544, 0.0, 0.0, 0.0, 4.9715597284999e-07]",3
1524145449587511343,,8,,1524145449,477703094,"""gps""",,2,0,50.0641561199,19.9149534741,235.402612739,"[0.06498356092691426, -2.2604018596865546e-13, 0.0, -2.2604019295667727e-13, 0.06498356092702544, 0.0, 0.0, 0.0, 4.9715597284999e-07]",3
1524145450586227444,,9,,1524145450,477181911,"""gps""",,2,0,50.0641222374,19.9149558993,241.788616946,"[0.05804131665321934, -1.7890950269632466e-13, 0.0, -1.7890950841379706e-13, 0.05804131665327735, 0.0, 0.0, 0.0, 4.965608516334691e-07]",3
1524145450586227444,,9,,1524145450,477181911,"""gps""",,2,0,50.0641561111,19.9149535461,235.402612739,"[0.05804131665321934, -1.7890950269632466e-13, 0.0, -1.7890950841379706e-13, 0.05804131665327735, 0.0, 0.0, 0.0, 4.965608516334691e-07]",3
1524145451585153850,,10,,1524145451,477741003,"""gps""",,2,0,50.0641224526,19.9149557675,241.788616946,"[0.05824729625011144, 3.384926900477253e-07, 0.0, 3.3849269004773155e-07, 0.05824652702448214, 0.0, 0.0, 0.0, 4.976677273665928e-07]",3
1524145451585153850,,10,,1524145451,477741003,"""gps""",,2,0,50.0641563263,19.9149534144,235.402612739,"[0.05824729625011144, 3.384926900477253e-07, 0.0, 3.3849269004773155e-07, 0.05824652702448214, 0.0, 0.0, 0.0, 4.976677273665928e-07]",3
1524145452583843423,,11,,1524145452,477492094,"""gps""",,2,0,50.0641225484,19.9149557625,241.788616946,"[0.052649177993127426, 4.834398499897868e-07, 0.0, 4.834398499897933e-07, 0.05264808009106539, 0.0, 0.0, 0.0, 4.972347248373237e-07]",3
1524145452583843423,,11,,1524145452,477492094,"""gps""",,2,0,50.0641564222,19.9149534094,235.402612739,"[0.052649177993127426, 4.834398499897868e-07, 0.0, 4.834398499897933e-07, 0.05264808009106539, 0.0, 0.0, 0.0, 4.972347248373237e-07]",3
1524145453582840712,,12,,1524145453,528244972,"""gps""",,2,0,50.0641225136,19.9149558855,241.788616946,"[0.04807373786804299, 3.9951227651818745e-07, 0.0, 3.995122765181868e-07, 0.048072830575373725, 0.0, 0.0, 0.0, 4.983892695728204e-07]",3
1524145453582840712,,12,,1524145453,528244972,"""gps""",,2,0,50.0641563873,19.9149535323,235.402612739,"[0.04807373786804299, 3.9951227651818745e-07, 0.0, 3.995122765181868e-07, 0.048072830575373725, 0.0, 0.0, 0.0, 4.983892695728204e-07]",3
1524145454581755310,,13,,1524145454,527597904,"""gps""",,2,0,50.0641232631,19.9149554587,241.788616946,"[0.044262666680271866, 4.474190549122554e-06, 0.0, 4.474190549122555e-06, 0.04425250583276576, 0.0, 0.0, 0.0, 4.974012605851137e-07]",3
1524145454581755310,,13,,1524145454,527597904,"""gps""",,2,0,50.0641571369,19.9149531055,235.402612739,"[0.044262666680271866, 4.474190549122554e-06, 0.0, 4.474190549122555e-06, 0.04425250583276576, 0.0, 0.0, 0.0, 4.974012605851137e-07]",3
1524145455580552064,,14,,1524145455,528635025,"""gps""",,2,0,50.064127751,19.914952836,241.788616946,"[0.04128925185562289, 9.967764258492998e-05, 0.0, 9.967764258492998e-05, 0.04105790239976038, 0.0, 0.0, 0.0, 4.987418005543168e-07]",3
1524145455580552064,,14,,1524145455,528635025,"""gps""",,2,0,50.0641616247,19.9149504828,235.402612739,"[0.04128925185562289, 9.967764258492998e-05, 0.0, 9.967764258492998e-05, 0.04105790239976038, 0.0, 0.0, 0.0, 4.987418005543168e-07]",3
1524145456589529809,,15,,1524145456,528217077,"""gps""",,2,0,50.0641344647,19.9149497167,241.788616946,"[0.03911530612530908, 0.0002694236170474189, 0.0, 0.00026942361704741883, 0.03834265852000045, 0.0, 0.0, 0.0, 4.985706319107857e-07]",3
1524145456589529809,,15,,1524145456,528217077,"""gps""",,2,0,50.0641683384,19.9149473635,235.402612739,"[0.03911530612530908, 0.0002694236170474189, 0.0, 0.00026942361704741883, 0.03834265852000045, 0.0, 0.0, 0.0, 4.985706319107857e-07]",3
1524145457587802465,,16,,1524145457,528459072,"""gps""",,2,0,50.0641433652,19.9149444673,241.788616946,"[0.040312813088077964, 0.0006268427805929448, 0.0, 0.0006268427805929448, 0.038678094473711906, 0.0, 0.0, 0.0, 4.984895060383575e-07]",3
1524145457587802465,,16,,1524145457,528459072,"""gps""",,2,0,50.0641772389,19.9149421141,235.402612739,"[0.040312813088077964, 0.0006268427805929448, 0.0, 0.0006268427805929448, 0.038678094473711906, 0.0, 0.0, 0.0, 4.984895060383575e-07]",3
1524145458586525788,,17,,1524145458,427583933,"""gps""",,2,0,50.0641515077,19.9149385604,241.788616946,"[0.039075797036832206, 0.0010983147910325359, 0.0, 0.001098314791032537, 0.0366433402146967, 0.0, 0.0, 0.0, 4.976457344087518e-07]",3
1524145458586525788,,17,,1524145458,427583933,"""gps""",,2,0,50.0641853815,19.9149362072,235.402612739,"[0.039075797036832206, 0.0010983147910325359, 0.0, 0.001098314791032537, 0.0366433402146967, 0.0, 0.0, 0.0, 4.976457344087518e-07]",3
1524145459584860374,,18,,1524145459,477739096,"""gps""",,2,0,50.0641605677,19.9149326818,241.788616946,"[0.0380373651421185, 0.0015350402598854577, 0.0, 0.001535040259885459, 0.034696813972912764, 0.0, 0.0, 0.0, 4.978226975641032e-07]",3
1524145459584860374,,18,,1524145459,477739096,"""gps""",,2,0,50.0641944414,19.9149303286,235.402612739,"[0.0380373651421185, 0.0015350402598854577, 0.0, 0.001535040259885459, 0.034696813972912764, 0.0, 0.0, 0.0, 4.978226975641032e-07]",3
1524145460583755838,,19,,1524145460,476799965,"""gps""",,2,0,50.064167749,19.9149283007,241.788616946,"[0.036296264926810345, 0.001765181762501096, 0.0, 0.0017651817625010974, 0.03232344378411143, 0.0, 0.0, 0.0, 4.954625581873899e-07]",3
1524145460583755838,,19,,1524145460,476799965,"""gps""",,2,0,50.0642016227,19.9149259474,235.402612739,"[0.036296264926810345, 0.001765181762501096, 0.0, 0.0017651817625010974, 0.03232344378411143, 0.0, 0.0, 0.0, 4.954625581873899e-07]",3
1524145461582355903,,20,,1524145461,478555918,"""gps""",,2,0,50.0641780466,19.9149220806,241.788616946,"[0.03699965224065865, 0.0023000063830561335, 0.0, 0.0023000063830561383, 0.0317265381925745, 0.0, 0.0, 0.0, 4.987289897256037e-07]",3
1524145461582355903,,20,,1524145461,478555918,"""gps""",,2,0,50.0642119203,19.9149197273,235.402612739,"[0.03699965224065865, 0.0023000063830561335, 0.0, 0.0023000063830561383, 0.0317265381925745, 0.0, 0.0, 0.0, 4.987289897256037e-07]",3
1524145462580871771,,21,,1524145462,478297949,"""gps""",,2,0,50.0641878719,19.9149148439,241.788616946,"[0.03749907352719401, 0.002840333446038773, 0.0, 0.002840333446038777, 0.03100232587359817, 0.0, 0.0, 0.0, 4.985092624665219e-07]",3
1524145462580871771,,21,,1524145462,478297949,"""gps""",,2,0,50.0642217457,19.9149124907,235.402612739,"[0.03749907352719401, 0.002840333446038773, 0.0, 0.002840333446038777, 0.03100232587359817, 0.0, 0.0, 0.0, 4.985092624665219e-07]",3
1524145463589861239,,22,,1524145463,478199959,"""gps""",,2,0,50.0641942482,19.9149069486,241.788616946,"[0.03658606089201302, 0.0032255998243167086, 0.0, 0.0032255998243167112, 0.029300214200370028, 0.0, 0.0, 0.0, 4.984577363019626e-07]",3
1524145463589861239,,22,,1524145463,478199959,"""gps""",,2,0,50.064228122,19.9149045954,235.402612739,"[0.03658606089201302, 0.0032255998243167086, 0.0, 0.0032255998243167112, 0.029300214200370028, 0.0, 0.0, 0.0, 4.984577363019626e-07]",3
1524145464589150070,,23,,1524145464,527904987,"""gps""",,2,0,50.0641984599,19.9148984108,241.788616946,"[0.035650419830219014, 0.0034920738141778485, 0.0, 0.0034920738141778532, 0.02779463615252231, 0.0, 0.0, 0.0, 4.977975446046148e-07]",3
1524145464589150070,,23,,1524145464,527904987,"""gps""",,2,0,50.0642323336,19.9148960575,235.402612739,"[0.035650419830219014, 0.0034920738141778485, 0.0, 0.0034920738141778532, 0.02779463615252231, 0.0, 0.0, 0.0, 4.977975446046148e-07]",3
1524145465587802999,,24,,1524145465,528129101,"""gps""",,2,0,50.0642032102,19.9148921117,241.788616946,"[0.03546974472314468, 0.003677743177493246, 0.0, 0.0036777431774932504, 0.027235821463361138, 0.0, 0.0, 0.0, 4.984663082583105e-07]",3
1524145465587802999,,24,,1524145465,528129101,"""gps""",,2,0,50.0642370839,19.9148897584,235.402612739,"[0.03546974472314468, 0.003677743177493246, 0.0, 0.0036777431774932504, 0.027235821463361138, 0.0, 0.0, 0.0, 4.984663082583105e-07]",3
1524145466586740695,,25,,1524145466,527803898,"""gps""",,2,0,50.0642094576,19.9148842302,241.788616946,"[0.035689566714935665, 0.00401235043241142, 0.0, 0.004012350432411429, 0.026779052776331757, 0.0, 0.0, 0.0, 4.976048649081362e-07]",3
1524145466586740695,,25,,1524145466,527803898,"""gps""",,2,0,50.0642433313,19.9148818769,235.402612739,"[0.035689566714935665, 0.00401235043241142, 0.0, 0.004012350432411429, 0.026779052776331757, 0.0, 0.0, 0.0, 4.976048649081362e-07]",3
1524145467585611816,,26,,1524145467,528107882,"""gps""",,2,0,50.0642098831,19.9148761258,241.788616946,"[0.0344482601072657, 0.0040493422371735465, 0.0, 0.004049342237173558, 0.0255264972078617, 0.0, 0.0, 0.0, 4.984136378895161e-07]",3
