rosbagTimestamp,northing,data,easting,data
1526291321613730788,,5548189.1344,,7422626.11939
1526291321659927820,,5548189.13455,,7422626.1213
1526291321709415872,,5548189.14962,,7422626.13071
1526291321759258782,,5548189.15129,,7422626.13085
1526291321813730569,,5548189.15166,,7422626.13062
1526291321859256421,,5548189.14712,,7422626.12411
1526291321910929313,,5548189.14842,,7422626.12389
1526291321959031725,,5548189.13665,,7422626.11727
1526291322010325318,,5548189.13735,,7422626.12039
1526291322059633916,,5548189.13771,,7422626.12063
1526291322112588025,,5548189.13807,,7422626.12147
1526291322172054625,,5548189.13978,,7422626.11911
1526291322209893138,,5548189.13677,,7422626.12181
1526291322259329710,,5548189.13957,,7422626.1203
1526291322311116143,,5548189.13845,,7422626.12124
1526291322363092202,,5548189.139,,7422626.12125
1526291322409574455,,5548189.139,,7422626.12148
1526291322461464834,,5548189.13921,,7422626.1197
1526291322509129847,,5548189.13786,,7422626.12338
1526291322560112501,,5548189.13898,,7422626.12268
1526291322614527606,,5548189.14066,,7422626.12211
1526291322659411988,,5548189.1213,,7422626.1149
1526291322711946530,,5548189.12149,,7422626.11443
1526291322759474299,,5548189.121,,7422626.11013
1526291322811272940,,5548189.11968,,7422626.1113
1526291322859958578,,5548189.11929,,7422626.11296
1526291322910341799,,5548189.09617,,7422626.09604
1526291322959604926,,5548189.09875,,7422626.09715
1526291323008878685,,5548189.09855,,7422626.09822
1526291323059449901,,5548189.09967,,7422626.09729
1526291323109614423,,5548189.1004,,7422626.09849
1526291323163626119,,5548189.12502,,7422626.11412
1526291323209518130,,5548189.12723,,7422626.11499
1526291323260032003,,5548189.12242,,7422626.11396
1526291323309364706,,5548189.12539,,7422626.11413
1526291323359427933,,5548189.12169,,7422626.11324
1526291323411959458,,5548189.12614,,7422626.11366
1526291323459434663,,5548189.12634,,7422626.11223
1526291323512435907,,5548189.12626,,7422626.11784
1526291323559106656,,5548189.12548,,7422626.12022
1526291323610266214,,5548189.12679,,7422626.12
1526291323659284097,,5548189.12602,,7422626.12142
1526291323709559344,,5548189.12694,,7422626.12203
1526291323759621998,,5548189.12824,,7422626.12169
1526291323813720310,,5548189.12861,,7422626.12205
1526291323862535347,,5548189.12659,,7422626.12083
1526291323914319349,,5548189.12513,,7422626.1189
1526291323960162966,,5548189.12496,,7422626.1177
1526291324012649853,,5548189.12662,,7422626.11868
1526291324059299533,,5548189.13052,,7422626.11826
1526291324111700842,,5548189.13273,,7422626.11901
1526291324160198284,,5548189.12774,,7422626.11834
1526291324210770037,,5548189.12813,,7422626.11691
1526291324259099858,,5548189.1316,,7422626.12066
1526291324310301108,,5548189.12627,,7422626.11736
1526291324359076269,,5548189.13052,,7422626.11826
1526291324409268172,,5548189.12996,,7422626.11849
1526291324462093161,,5548189.13441,,7422626.11855
1526291324509070583,,5548189.13768,,7422626.12338
1526291324560257560,,5548189.13913,,7422626.12554
1526291324609626666,,5548189.14172,,7422626.1257
1526291324660050957,,5548189.14656,,7422626.12434
1526291324708776937,,5548189.15101,,7422626.1244
1526291324759069512,,5548189.15301,,7422626.12718
1526291324812190914,,5548189.13333,,7422626.11627
1526291324859113161,,5548189.13779,,7422626.11526
1526291324910765579,,5548189.14038,,7422626.11578
1526291324959400135,,5548189.14554,,7422626.11812
1526291325009334542,,5548189.15364,,7422626.12229
1526291325058892963,,5548189.19717,,7422626.15049
1526291325109330924,,5548189.20564,,7422626.15407
1526291325170672840,,5548189.21118,,7422626.15571
1526291325213470012,,5548189.21619,,7422626.15554
1526291325266452655,,5548189.22519,,7422626.16164
1526291325312621445,,5548189.19339,,7422626.14244
1526291325365484080,,5548189.20498,,7422626.14869
1526291325418054023,,5548189.21861,,7422626.15474
1526291325464624461,,5548189.22891,,7422626.16038
1526291325519334661,,5548189.24685,,7422626.15121
1526291325563480150,,5548189.25684,,7422626.15243
1526291325616372204,,5548189.27083,,7422626.15908
1526291325663660514,,5548189.29176,,7422626.17346
1526291325716809429,,5548189.30799,,7422626.17942
1526291325762774764,,5548189.32623,,7422626.18733
1526291325815618375,,5548189.38194,,7422626.21988
1526291325872229889,,5548189.40096,,7422626.22517
1526291325921834785,,5548189.42196,,7422626.23466
1526291325967127211,,5548189.44595,,7422626.24205
1526291326013653080,,5548189.43143,,7422626.20806
1526291326066882798,,5548189.45484,,7422626.21699
1526291326113182320,,5548189.47822,,7422626.22855
1526291326172902496,,5548189.49794,,7422626.23683
1526291326218724006,,5548189.52302,,7422626.24626
1526291326264746502,,5548189.54783,,7422626.26142
1526291326320372103,,5548189.58024,,7422626.27645
1526291326363749143,,5548189.6022,,7422626.29622
1526291326415241968,,5548189.63049,,7422626.30188
1526291326459964365,,5548189.65923,,7422626.31447
1526291326513163351,,5548189.74198,,7422626.36173
1526291326569937255,,5548189.77777,,7422626.37407
1526291326614784069,,5548189.80675,,7422626.38248
1526291326664827187,,5548189.83435,,7422626.39708
1526291326710682874,,5548189.86939,,7422626.41048
1526291326764069340,,5548189.88405,,7422626.42239
1526291326816564290,,5548189.91817,,7422626.43434
1526291326864867587,,5548189.95299,,7422626.45
1526291326917644174,,5548189.98637,,7422626.46206
1526291326962929878,,5548190.01958,,7422626.47316
1526291327015959619,,5548190.03956,,7422626.47631
1526291327062138196,,5548190.07288,,7422626.49291
1526291327115762600,,5548190.10767,,7422626.51036
1526291327168625135,,5548190.14674,,7422626.52656
1526291327216078080,,5548190.20165,,7422626.55014
1526291327262246003,,5548190.24261,,7422626.56339
1526291327315289661,,5548190.27803,,7422626.57607
1526291327361007542,,5548190.31786,,7422626.59121
1526291327414290137,,5548190.36917,,7422626.60699
1526291327468426396,,5548190.42277,,7422626.63104
1526291327515208228,,5548190.46267,,7422626.64116
1526291327565783634,,5548190.50233,,7422626.65534
1526291327618418568,,5548190.55138,,7422626.67383
1526291327664797350,,5548190.5945,,7422626.69212
1526291327710771383,,5548190.61305,,7422626.69119
1526291327764384451,,5548190.65937,,7422626.70618
1526291327819047937,,5548190.70871,,7422626.73053
1526291327863013222,,5548190.75857,,7422626.74402
1526291327914035679,,5548190.80379,,7422626.7584
1526291327960441524,,5548190.85113,,7422626.77985
1526291328009084819,,5548190.89241,,7422626.8098
1526291328059261420,,5548190.94426,,7422626.82655
1526291328109181259,,5548190.9937,,7422626.84385
1526291328162726714,,5548191.03901,,7422626.86432
1526291328219041954,,5548191.12415,,7422626.91341
1526291328258734337,,5548191.16804,,7422626.92932
1526291328308981428,,5548191.21837,,7422626.94914
1526291328358727784,,5548191.27,,7422626.96839
1526291328411443869,,5548191.29073,,7422626.97095
1526291328459050415,,5548191.34008,,7422626.9947
1526291328515354353,,5548191.39662,,7422626.99528
1526291328560767104,,5548191.44659,,7422627.01378
1526291328617820590,,5548191.50114,,7422627.03677
1526291328662213823,,5548191.53481,,7422627.04191
1526291328715214343,,5548191.5867,,7422627.05627
1526291328762124130,,5548191.63884,,7422627.07898
1526291328813769818,,5548191.68489,,7422627.09934
1526291328858752101,,5548191.7336,,7422627.11628
1526291328911782645,,5548191.78228,,7422627.13428
1526291328959512504,,5548191.83117,,7422627.15134
1526291329008702172,,5548191.88206,,7422627.1707
1526291329059080875,,5548191.92829,,7422627.19165
1526291329109231677,,5548191.97563,,7422627.21286
1526291329164574942,,5548191.98845,,7422627.2115
1526291329210376237,,5548192.04481,,7422627.22413
1526291329258983923,,5548192.09305,,7422627.23473
1526291329309019280,,5548192.13985,,7422627.25474
1526291329359102672,,5548192.19437,,7422627.27964
1526291329408623475,,5548192.28267,,7422627.32758
1526291329459052609,,5548192.33265,,7422627.34549
1526291329508934605,,5548192.39176,,7422627.36102
1526291329560630433,,5548192.43841,,7422627.37888
1526291329608599869,,5548192.48584,,7422627.39401
1526291329659122701,,5548192.53821,,7422627.41362
1526291329708610173,,5548192.59212,,7422627.42908
1526291329758637140,,5548192.64282,,7422627.44891
1526291329812184336,,5548192.69244,,7422627.46658
1526291329858878319,,5548192.74187,,7422627.484
1526291329910356095,,5548192.79309,,7422627.5067
1526291329958830095,,5548192.84667,,7422627.53254
1526291330008817930,,5548192.89657,,7422627.54352
1526291330058751097,,5548192.94637,,7422627.56119
1526291330111010126,,5548193.00135,,7422627.57977
1526291330163491579,,5548193.0606,,7422627.59781
1526291330208995121,,5548193.10875,,7422627.61438
1526291330259107512,,5548193.15931,,7422627.63086
1526291330309118935,,5548193.21039,,7422627.6501
1526291330359537617,,5548193.23833,,7422627.65397
1526291330412049066,,5548193.29902,,7422627.67513
1526291330458719008,,5548193.3455,,7422627.69215
1526291330509266532,,5548193.39873,,7422627.71608
1526291330559025830,,5548193.45046,,7422627.74213
1526291330610087910,,5548193.51953,,7422627.7732
1526291330658406360,,5548193.57294,,7422627.78495
1526291330709042518,,5548193.62458,,7422627.80396
1526291330758940210,,5548193.67346,,7422627.82149
1526291330808961670,,5548193.72031,,7422627.83804
1526291330859197033,,5548193.77607,,7422627.85425
1526291330908886952,,5548193.82939,,7422627.8722
1526291330959760472,,5548193.87658,,7422627.89103
1526291331008981150,,5548193.92445,,7422627.90127
1526291331058927162,,5548193.99267,,7422627.92743
1526291331108884189,,5548194.0475,,7422627.94362
1526291331160309971,,5548194.09568,,7422627.95876
1526291331217890195,,5548194.14877,,7422627.97958
1526291331258563127,,5548194.1995,,7422627.9975
1526291331308955061,,5548194.23668,,7422628.00293
1526291331357860168,,5548194.2941,,7422628.01987
1526291331408826118,,5548194.34279,,7422628.0374
1526291331459103314,,5548194.39938,,7422628.06054
1526291331509004124,,5548194.4494,,7422628.0757
1526291331559072456,,5548194.50868,,7422628.09219
1526291331608923225,,5548194.56572,,7422628.10889
1526291331659999097,,5548194.6115,,7422628.1228
1526291331709341521,,5548194.66937,,7422628.14667
1526291331759132799,,5548194.7274,,7422628.1598
1526291331809205784,,5548194.76106,,7422628.1653
1526291331859078362,,5548194.79774,,7422628.18039
1526291331916303981,,5548194.85381,,7422628.20066
1526291331962228484,,5548194.90181,,7422628.21496
1526291332014554272,,5548194.97671,,7422628.24039
1526291332061358422,,5548195.02851,,7422628.26154
1526291332120491192,,5548195.0848,,7422628.27907
1526291332168353818,,5548195.12721,,7422628.29531
1526291332214524584,,5548195.17681,,7422628.31405
1526291332260744149,,5548195.2193,,7422628.32433
1526291332313908802,,5548195.26879,,7422628.33842
1526291332358831172,,5548195.32428,,7422628.35998
1526291332408703594,,5548195.37162,,7422628.38132
1526291332459327293,,5548195.42814,,7422628.39634
1526291332508693114,,5548195.50464,,7422628.42656
1526291332559865412,,5548195.55826,,7422628.44942
1526291332608648853,,5548195.60686,,7422628.46122
1526291332658922421,,5548195.6607,,7422628.48145
1526291332708086408,,5548195.72687,,7422628.49577
1526291332757724386,,5548195.7867,,7422628.52528
1526291332808227800,,5548195.83237,,7422628.54611
1526291332858352173,,5548195.88878,,7422628.56901
1526291332909278979,,5548195.94227,,7422628.58792
1526291332958638880,,5548195.99165,,7422628.60904
1526291333008131171,,5548196.03234,,7422628.61607
1526291333058680570,,5548196.0905,,7422628.63243
1526291333108636560,,5548196.14083,,7422628.65237
1526291333168642923,,5548196.19827,,7422628.66741
1526291333208720676,,5548196.26439,,7422628.69808
1526291333259423834,,5548196.31117,,7422628.71952
1526291333308586101,,5548196.36459,,7422628.74357
1526291333358715838,,5548196.41805,,7422628.76475
1526291333408864575,,5548196.47067,,7422628.78019
1526291333459246031,,5548196.51908,,7422628.79175
1526291333508964878,,5548196.56637,,7422628.81594
1526291333558854087,,5548196.62073,,7422628.83941
1526291333609900456,,5548196.6735,,7422628.85723
1526291333658824520,,5548196.7199,,7422628.87915
1526291333708966818,,5548196.78369,,7422628.90418
1526291333758686271,,5548196.8396,,7422628.92265
1526291333809847577,,5548196.8942,,7422628.9417
1526291333859016058,,5548196.94141,,7422628.9721
1526291333909029525,,5548196.99007,,7422628.99202
1526291333960329996,,5548197.05261,,7422629.01333
1526291334008349365,,5548197.11362,,7422629.01218
1526291334058724760,,5548197.16456,,7422629.02855
1526291334108736300,,5548197.21462,,7422629.05422
1526291334160418418,,5548197.26716,,7422629.07444
1526291334210644731,,5548197.31221,,7422629.08786
1526291334258790693,,5548197.36779,,7422629.10358
1526291334309346341,,5548197.42001,,7422629.12068
1526291334358768127,,5548197.52864,,7422629.17322
1526291334408720573,,5548197.55309,,7422629.1744
1526291334458533256,,5548197.60507,,7422629.1958
1526291334508497514,,5548197.65742,,7422629.21649
1526291334558822631,,5548197.71212,,7422629.22934
1526291334609663944,,5548197.76278,,7422629.23866
1526291334659714140,,5548197.85954,,7422629.29114
1526291334708451813,,5548197.91623,,7422629.31989
1526291334758505813,,5548197.97014,,7422629.33546
1526291334811287597,,5548198.02141,,7422629.3547
1526291334858700498,,5548198.06974,,7422629.37175
1526291334908759393,,5548198.10288,,7422629.37462
1526291334958677617,,5548198.15707,,7422629.39653
1526291335009240888,,5548198.20878,,7422629.41088
1526291335058807970,,5548198.26914,,7422629.42942
1526291335109012789,,5548198.29655,,7422629.43148
1526291335158410500,,5548198.34648,,7422629.45285
1526291335208429821,,5548198.40485,,7422629.48067
1526291335258313199,,5548198.45854,,7422629.49899
1526291335308310046,,5548198.51426,,7422629.51758
1526291335359131017,,5548198.561,,7422629.52911
1526291335408338925,,5548198.6066,,7422629.54254
1526291335458874126,,5548198.66135,,7422629.5647
1526291335509121593,,5548198.71335,,7422629.57118
1526291335558598342,,5548198.79145,,7422629.60644
1526291335610576946,,5548198.90293,,7422629.66665
1526291335658682072,,5548198.95664,,7422629.69679
1526291335708876392,,5548199.00856,,7422629.70864
1526291335758417313,,5548199.06797,,7422629.72895
1526291335808844064,,5548199.14975,,7422629.76593
1526291335858572067,,5548199.19454,,7422629.7846
1526291335908818332,,5548199.24504,,7422629.80491
1526291335959142095,,5548199.30411,,7422629.82283
1526291336008398433,,5548199.35434,,7422629.84921
1526291336059647684,,5548199.45026,,7422629.89619
1526291336108609980,,5548199.42456,,7422629.86538
1526291336164162534,,5548199.47218,,7422629.88039
1526291336208463656,,5548199.53656,,7422629.90281
1526291336258661894,,5548199.58454,,7422629.91854
1526291336311720737,,5548199.63346,,7422629.93345
1526291336358650286,,5548199.70783,,7422629.97009
1526291336409059169,,5548199.76501,,7422629.99025
1526291336458442834,,5548199.82239,,7422630.00934
1526291336508145506,,5548199.87923,,7422630.01482
1526291336558498406,,5548199.93982,,7422630.04302
1526291336607788547,,5548200.04519,,7422630.10338
1526291336659756374,,5548200.10451,,7422630.12954
1526291336708304710,,5548200.14432,,7422630.14587
1526291336759247475,,5548200.21205,,7422630.16762
1526291336808722815,,5548200.2429,,7422630.17534
1526291336858722061,,5548200.37313,,7422630.24657
1526291336908602451,,5548200.42516,,7422630.26403
1526291336958478091,,5548200.47915,,7422630.28724
1526291337009340519,,5548200.53146,,7422630.31127
1526291337058506048,,5548200.5813,,7422630.32643
1526291337111958142,,5548200.64682,,7422630.34648
1526291337164906309,,5548200.69709,,7422630.37071
1526291337209390648,,5548200.75014,,7422630.39463
1526291337258458885,,5548200.8108,,7422630.41807
1526291337308580420,,5548200.86282,,7422630.43589
1526291337358724767,,5548200.91009,,7422630.44958
1526291337408693502,,5548200.96264,,7422630.4692
1526291337458564687,,5548201.02055,,7422630.49092
1526291337510921569,,5548201.01212,,7422630.4711
1526291337558250094,,5548201.06873,,7422630.47944
1526291337608716553,,5548201.11801,,7422630.49471
1526291337658573905,,5548201.16355,,7422630.51244
1526291337708243604,,5548201.32743,,7422630.61601
1526291337758526255,,5548201.3804,,7422630.63301
1526291337808909359,,5548201.44559,,7422630.6503
1526291337858592815,,5548201.49742,,7422630.66919
1526291337908277399,,5548201.54808,,7422630.69129
1526291337958635226,,5548201.60376,,7422630.71286
1526291338008078533,,5548201.66324,,7422630.74117
1526291338058647454,,5548201.70858,,7422630.75985
1526291338108695046,,5548201.76154,,7422630.77684
1526291338158738418,,5548201.8084,,7422630.79304
1526291338207980746,,5548201.87231,,7422630.8226
1526291338257851753,,5548201.92632,,7422630.84415
1526291338308802172,,5548201.98044,,7422630.85842
1526291338358276200,,5548202.03131,,7422630.87932
1526291338408526077,,5548202.09672,,7422630.90748
1526291338458793602,,5548202.15392,,7422630.92633
1526291338508785746,,5548202.2031,,7422630.94876
1526291338558337984,,5548202.25508,,7422630.96944
1526291338611785375,,5548202.31078,,7422630.98994
1526291338658658755,,5548202.36169,,7422631.00798
1526291338709597578,,5548202.42229,,7422631.03499
1526291338762188841,,5548202.47968,,7422631.05408
1526291338818748029,,5548202.52373,,7422631.07191
1526291338861468773,,5548202.58069,,7422631.09493
1526291338908695885,,5548202.63706,,7422631.11973
1526291338960130230,,5548202.68336,,7422631.13615
1526291339013071024,,5548202.73456,,7422631.14716
1526291339058941974,,5548202.7907,,7422631.17542
1526291339112278668,,5548202.85504,,7422631.2001
1526291339168425159,,5548202.89979,,7422631.20839
1526291339211078327,,5548202.94794,,7422631.22519
1526291339258616402,,5548203.00158,,7422631.24638
1526291339310726239,,5548203.05653,,7422631.2677
1526291339363190886,,5548203.11149,,7422631.28735
1526291339409202557,,5548203.16471,,7422631.31247
1526291339462031730,,5548203.22063,,7422631.33034
1526291339508997449,,5548203.27025,,7422631.34777
1526291339561207978,,5548203.32597,,7422631.36671
1526291339613923567,,5548203.38275,,7422631.38902
1526291339661962460,,5548203.44853,,7422631.41706
1526291339714622471,,5548203.50618,,7422631.43042
1526291339761043663,,5548203.56078,,7422631.45031
1526291339816522941,,5548203.61695,,7422631.47642
1526291339860774569,,5548203.65054,,7422631.48657
1526291339912276045,,5548203.7044,,7422631.50609
1526291339958530280,,5548203.75621,,7422631.52605
1526291340011182512,,5548203.80991,,7422631.54294
1526291340067105004,,5548203.86336,,7422631.56544
1526291340110493467,,5548203.91591,,7422631.58505
1526291340170305581,,5548203.97093,,7422631.60112
1526291340209298234,,5548204.02368,,7422631.62039
1526291340262401954,,5548204.07457,,7422631.63974
1526291340318002952,,5548204.1383,,7422631.66823
1526291340361621634,,5548204.19544,,7422631.69137
1526291340414193540,,5548204.24679,,7422631.70465
1526291340460090198,,5548204.3009,,7422631.71999
1526291340513187847,,5548204.35624,,7422631.73905
1526291340559252954,,5548204.41842,,7422631.76012
1526291340614088385,,5548204.46701,,7422631.78481
1526291340665697427,,5548204.51404,,7422631.80196
1526291340711360293,,5548204.57658,,7422631.82327
1526291340759344849,,5548204.6304,,7422631.84494
1526291340810403134,,5548204.68458,,7422631.85503
1526291340863599670,,5548204.73843,,7422631.87478
1526291340909688776,,5548204.79899,,7422631.9049
1526291340962588477,,5548204.8508,,7422631.92498
1526291341015607373,,5548204.89507,,7422631.9409
1526291341061646157,,5548204.95373,,7422631.9612
1526291341114427986,,5548205.01409,,7422631.97973
1526291341162674577,,5548205.0719,,7422632.00766
1526291341213554807,,5548205.12392,,7422632.02632
1526291341267403063,,5548205.18422,,7422632.04855
1526291341313079215,,5548205.28023,,7422631.94838
1526291341358434100,,5548205.33493,,7422631.9734
1526291341408623351,,5548205.38632,,7422631.99693
1526291341458168739,,5548205.43942,,7422632.01727
1526291341508717188,,5548205.50547,,7422632.03947
1526291341558305481,,5548205.57328,,7422632.04284
1526291341611122256,,5548205.62562,,7422632.06484
1526291341657745227,,5548205.67777,,7422632.08684
1526291341709853316,,5548205.72076,,7422632.10118
1526291341758018928,,5548205.77617,,7422632.12812
1526291341810946668,,5548205.83056,,7422632.13643
1526291341858157557,,5548205.88627,,7422632.15609
1526291341913258439,,5548205.93698,,7422632.17484
1526291341958849240,,5548205.98487,,7422632.19654
1526291342011970392,,5548206.03878,,7422632.22549
1526291342067385064,,5548206.10022,,7422632.23306
1526291342113719610,,5548206.15998,,7422632.25493
1526291342163126966,,5548206.20509,,7422632.27611
1526291342211718817,,5548206.26235,,7422632.29126
1526291342264542972,,5548206.32254,,7422632.32172
1526291342311600503,,5548206.37936,,7422632.34128
1526291342363201978,,5548206.42528,,7422632.35794
1526291342416364993,,5548206.48418,,7422632.37478
1526291342462744643,,5548206.53889,,7422632.39908
1526291342510090182,,5548206.59292,,7422632.41932
1526291342562352411,,5548206.66372,,7422632.4213
1526291342618407215,,5548206.70876,,7422632.43508
1526291342658266025,,5548206.84704,,7422632.50117
1526291342710326298,,5548206.8699,,7422632.51009
1526291342757865110,,5548206.9393,,7422632.49295
1526291342808727139,,5548206.98146,,7422632.51397
1526291342857566295,,5548207.03653,,7422632.53911
1526291342907754889,,5548207.10673,,7422632.56961
1526291342960472748,,5548207.15394,,7422632.58664
1526291343007944395,,5548207.18035,,7422632.64502
1526291343059575418,,5548207.22825,,7422632.66636
1526291343108207163,,5548207.28875,,7422632.68776
1526291343161043533,,5548207.34299,,7422632.70633
1526291343208076399,,5548207.39829,,7422632.72873
1526291343258333291,,5548207.45014,,7422632.74607
1526291343310821498,,5548207.50337,,7422632.77011
1526291343357864942,,5548207.56417,,7422632.79617
1526291343409629809,,5548207.62839,,7422632.81703
1526291343458196119,,5548207.6823,,7422632.83297
1526291343509295570,,5548207.7294,,7422632.87077
1526291343557810760,,5548207.79132,,7422632.89684
1526291343608985241,,5548207.83995,,7422632.91843
1526291343660033367,,5548207.8918,,7422632.93613
1526291343707712811,,5548207.95301,,7422632.95969
1526291343759067602,,5548208.01937,,7422632.98631
1526291343808010721,,5548208.06126,,7422632.99992
1526291343859734667,,5548208.07537,,7422632.99881
1526291343908363881,,5548208.13373,,7422633.02687
1526291343958249984,,5548208.18946,,7422633.04534
1526291344009697329,,5548208.19506,,7422633.04231
1526291344058033683,,5548208.24387,,7422633.06474
1526291344111710376,,5548208.31007,,7422633.08933
1526291344160977285,,5548208.3614,,7422633.10427
1526291344208238087,,5548208.40958,,7422633.11893
1526291344258139027,,5548208.46785,,7422633.14066
1526291344308584996,,5548208.52098,,7422633.15897
1526291344358252442,,5548208.57533,,7422633.18303
1526291344408189391,,5548208.62539,,7422633.20822
1526291344458558812,,5548208.68307,,7422633.23257
1526291344508226980,,5548208.73449,,7422633.24131
1526291344562703798,,5548208.78824,,7422633.25497
1526291344615910448,,5548208.85549,,7422633.28411
1526291344663039901,,5548208.91022,,7422633.28156
1526291344714877722,,5548208.95318,,7422633.29805
1526291344760606487,,5548209.01542,,7422633.32736
1526291344813853835,,5548209.07321,,7422633.34442
1526291344859700814,,5548209.12117,,7422633.36159
1526291344912405271,,5548209.18143,,7422633.38669
1526291344958284593,,5548209.24741,,7422633.41366
1526291345011301277,,5548209.30218,,7422633.42113
1526291345064226722,,5548209.34808,,7422633.44006
1526291345110899647,,5548209.4066,,7422633.47026
1526291345166393828,,5548209.46089,,7422633.48537
1526291345215698847,,5548209.50132,,7422633.49705
1526291345261753635,,5548209.5615,,7422633.52788
1526291345307734136,,5548209.62068,,7422633.55093
1526291345360814396,,5548209.67441,,7422633.56627
1526291345414086062,,5548209.72661,,7422633.58492
1526291345459837726,,5548209.7802,,7422633.6104
1526291345515514107,,5548209.82747,,7422633.63615
1526291345559178434,,5548209.87491,,7422633.65092
1526291345612878251,,5548209.93781,,7422633.67271
1526291345658419724,,5548209.99446,,7422633.6912
1526291345711927846,,5548210.04502,,7422633.70804
1526291345758151329,,5548210.09641,,7422633.73134
1526291345813706290,,5548210.1515,,7422633.75529
1526291345863318602,,5548210.20292,,7422633.77644
1526291345909534032,,5548210.25553,,7422633.79271
1526291345962222602,,5548210.31012,,7422633.81224
1526291346007960244,,5548210.36376,,7422633.83402
1526291346061688323,,5548210.41245,,7422633.85167
1526291346114566807,,5548210.47036,,7422633.87304
1526291346163162101,,5548210.52075,,7422633.88856
1526291346213228753,,5548210.57473,,7422633.91238
1526291346259447990,,5548210.63109,,7422633.93802
1526291346312367119,,5548210.68596,,7422633.96399
1526291346359913679,,5548210.73626,,7422633.98596
1526291346411458415,,5548210.78793,,7422634.00258
1526291346464967930,,5548210.84158,,7422634.02341
1526291346510322551,,5548210.89579,,7422634.0187
1526291346563340227,,5548210.95011,,7422634.04491
1526291346612331296,,5548211.00676,,7422634.05014
1526291346666108486,,5548211.0584,,7422634.06939
1526291346709816156,,5548211.12074,,7422634.09177
1526291346757909073,,5548211.16966,,7422634.10644
1526291346809425769,,5548211.22575,,7422634.12528
1526291346857987099,,5548211.27572,,7422634.14402
1526291346913427099,,5548211.33028,,7422634.16629
1526291346959096132,,5548211.37854,,7422634.18823
1526291347011959446,,5548211.4275,,7422634.19968
1526291347058185629,,5548211.48725,,7422634.22238
1526291347114519675,,5548211.53963,,7422634.24104
1526291347169721658,,5548211.59108,,7422634.26041
1526291347212535811,,5548211.65204,,7422634.28874
