Syntax version=4
Wed Apr 04 08:55:07 2018
Starting process (2338332 clocks per sec)

LogRawData=false
VarHeader=1
D:		logic_U.speed	logic_Y.gas_out
D:	49.63	0.000000	0
D:	50.23	0.000000	0
D:	50.83	0.000000	0
D:	51.50	0.000000	0
D:	52.09	0.000000	0
D:	52.77	0.000000	0
D:	53.37	0.000000	0
D:	54.17	0.000000	0
D:	54.96	0.000000	0
D:	55.73	0.000000	0
D:	56.49	0.000000	0
D:	57.24	0.000000	0
D:	58.00	0.000000	0
D:	58.77	0.000000	0
D:	59.53	0.000000	0
D:	60.32	0.000000	0
D:	61.08	0.000000	0
D:	61.90	0.000000	0
D:	62.67	0.000000	0
D:	63.42	0.000000	0
D:	64.18	0.000000	0
D:	64.96	0.000000	0
D:	65.72	0.000000	0
D:	66.48	0.000000	0
D:	67.27	0.000000	0
D:	68.04	0.000000	0
D:	68.80	0.000000	0
D:	69.56	0.000000	0
D:	70.31	0.000000	0
D:	71.08	0.000000	0
D:	71.90	0.000000	0
D:	72.67	0.000000	0
D:	73.42	0.000000	0
D:	74.18	0.000000	0
D:	74.95	0.000000	0
D:	75.70	0.000000	0
D:	76.46	0.000000	0
D:	77.22	0.000000	0
D:	77.97	0.000000	0
D:	78.74	0.000000	0
D:	79.49	0.000000	0
D:	80.25	0.000000	0
D:	81.03	0.000000	0
D:	81.78	0.000000	0
D:	82.54	0.000000	0
D:	83.31	0.000000	0
D:	84.10	0.000000	0
D:	84.90	0.000000	0
D:	85.67	0.000000	0
D:	86.43	0.000000	0
D:	87.33	0.000000	0
D:	88.15	0.000000	0
D:	89.06	0.000000	0
D:	90.18	0.000000	0
D:	91.27	0.000000	0
D:	92.36	0.000000	0
D:	93.44	0.000000	0
D:	94.49	0.000000	0
D:	95.56	0.000000	0
D:	96.78	0.000000	0
D:	97.91	0.000000	0
D:	98.99	0.000000	0
D:	100.07	0.000000	0
D:	101.24	0.000000	0
D:	102.30	0.000000	0
D:	103.39	0.000000	0
D:	104.54	0.000000	0
D:	105.79	0.000000	0
D:	106.95	0.000000	0
D:	108.07	0.000000	0
D:	109.25	0.000000	0
D:	110.37	0.000000	0
D:	111.50	0.000000	0
D:	112.63	0.000000	0
D:	113.76	0.000000	0
D:	114.95	0.000000	0
D:	116.06	0.000000	0
D:	117.26	0.000000	0
D:	118.25	0.000000	0
D:	119.27	0.000000	0
D:	120.50	0.000000	0
D:	121.50	0.000000	0
D:	122.51	0.000000	0
D:	123.52	0.000000	0
D:	124.50	0.000000	0
D:	125.50	0.000000	0
D:	126.52	0.000000	0
D:	127.55	0.000000	0
D:	128.59	0.000000	0
D:	129.72	0.000000	0
D:	130.76	0.000000	0
D:	131.75	0.000000	0
D:	132.62	0.000000	0
D:	133.53	0.000000	0
D:	134.48	0.000000	0
D:	135.32	0.000000	0
D:	136.18	0.000000	0
D:	137.00	0.000000	0
D:	137.83	0.000000	0
D:	138.69	0.000000	0
D:	139.49	0.000000	0
D:	140.28	0.000000	0
D:	141.07	0.000000	0
D:	141.89	0.000000	0
D:	142.91	0.000000	0
D:	143.92	0.000000	0
D:	144.93	0.000000	0
D:	145.94	0.000000	0
D:	146.94	0.000000	0
D:	147.96	0.000000	0
D:	148.97	0.000000	0
D:	149.97	0.000000	0
D:	150.92	0.000000	0
D:	151.91	0.000000	0
D:	152.94	0.000000	0
D:	154.10	0.000000	0
D:	155.16	0.000000	0
D:	156.18	0.000000	0
D:	157.21	0.000000	0
D:	158.23	0.000000	0
D:	159.26	0.000000	0
D:	160.29	0.000000	0
D:	161.31	0.000000	0
D:	162.34	0.000000	0
D:	163.36	0.000000	0
D:	164.39	0.000000	0
D:	165.40	0.000000	0
D:	196.43	0.000000	0
D:	197.41	0.000000	0
D:	198.44	0.000000	0
D:	199.45	0.000000	0
D:	200.45	0.000000	0
D:	201.46	0.000000	0
D:	202.51	0.000000	0
D:	203.77	0.000000	0
D:	204.90	0.000000	0
D:	206.03	0.000000	0
D:	207.28	0.000000	0
D:	208.30	0.000000	0
D:	209.75	0.000000	0
D:	211.02	0.000000	0
D:	211.96	0.000000	0
D:	212.87	0.000000	0
D:	213.79	0.000000	0
D:	214.71	0.000000	0
D:	215.62	0.000000	0
D:	216.55	0.000000	0
D:	217.49	0.000000	0
D:	218.48	0.000000	0
D:	219.51	0.000000	0
D:	220.50	0.000000	0
D:	221.53	0.000000	0
D:	222.50	0.000000	0
D:	223.42	0.000000	0
D:	224.33	0.000000	0
D:	225.32	0.000000	0
D:	226.28	0.000000	0
D:	227.20	0.000000	0
D:	228.21	0.000000	0
D:	229.22	0.000000	0
D:	230.15	0.000000	0
D:	231.04	0.000000	0
D:	232.00	0.000000	0
D:	232.87	0.000000	0
D:	233.79	0.000000	0
D:	234.70	0.000000	0
D:	235.72	0.000000	0
D:	236.71	0.000000	0
D:	237.60	0.000000	0
D:	238.48	0.000000	0
D:	239.35	0.000000	0
D:	240.24	0.000000	0
D:	241.22	0.000000	0
D:	242.27	0.000000	0
D:	243.30	0.000000	0
D:	244.28	0.000000	0
D:	245.19	0.000000	0
D:	246.11	0.000000	0
D:	247.04	0.000000	0
D:	247.95	0.000000	0
D:	248.87	0.000000	0
D:	249.85	0.000000	0
D:	250.87	0.000000	0
D:	251.91	0.000000	0
D:	252.91	0.000000	0
D:	253.91	0.000000	0
D:	254.91	0.000000	0
D:	255.91	0.000000	0
D:	256.92	0.000000	0
D:	257.92	0.000000	0
D:	258.88	0.000000	0
D:	259.89	0.000000	0
D:	260.88	0.000000	0
D:	261.79	0.000000	0
D:	262.76	0.000000	0
D:	263.75	0.000000	0
D:	264.74	0.000000	0
D:	265.74	0.000000	0
D:	266.74	0.000000	0
D:	267.75	0.000000	0
D:	268.75	0.000000	0
D:	269.79	0.000000	0
D:	270.72	0.000000	0
D:	271.62	0.000000	0
D:	272.57	0.000000	0
D:	273.87	0.000000	0
D:	274.87	0.000000	0
D:	275.72	0.000000	0
D:	276.58	0.000000	0
D:	277.52	0.000000	0
D:	279.22	0.000000	0
D:	280.24	0.000000	0
D:	281.22	0.000000	0
D:	282.21	0.000000	0
D:	283.22	0.000000	0
D:	284.17	0.000000	0
D:	285.09	0.000000	0
D:	286.04	0.000000	0
D:	287.02	0.000000	0
D:	288.15	0.000000	0
D:	289.27	0.000000	0
D:	290.40	0.000000	0
D:	291.51	0.000000	0
D:	292.88	0.000000	0
D:	294.05	0.000000	0
D:	295.15	0.000000	0
D:	296.14	0.000000	0
D:	297.16	0.000000	0
D:	298.28	0.000000	0
D:	299.40	0.000000	0
D:	300.53	0.000000	0
D:	301.58	0.000000	0
D:	302.64	0.000000	0
D:	303.66	0.000000	0
D:	304.76	0.000000	0
D:	305.91	0.000000	0
D:	307.05	0.000000	0
D:	308.28	0.000000	0
D:	309.28	0.000000	0
D:	310.28	0.000000	0
D:	311.26	0.000000	0
D:	312.28	0.000000	0
D:	313.26	0.000000	0
D:	314.32	0.000000	0
D:	315.47	0.000000	0
D:	316.60	0.000000	0
D:	317.54	0.000000	0
D:	318.58	0.000000	0
D:	319.62	0.000000	0
D:	320.59	0.000000	0
D:	321.82	0.000000	0
D:	322.94	0.000000	0
D:	324.04	0.000000	0
D:	325.09	0.000000	0
D:	326.20	0.000000	0
D:	327.25	0.000000	0
D:	328.31	0.000000	0
D:	329.33	0.000000	0
D:	330.46	0.000000	0
D:	331.58	0.000000	0
D:	332.77	0.000000	0
D:	334.01	0.000000	0
D:	335.09	0.000000	0
D:	336.27	0.000000	0
D:	337.40	0.000000	0
D:	338.40	0.000000	0
D:	339.54	0.000000	0
D:	340.81	0.000000	0
D:	342.00	0.000000	0
D:	343.15	0.000000	0
D:	344.29	0.000000	0
D:	345.72	0.000000	0
D:	346.76	0.000000	0
D:	347.70	0.000000	0
D:	348.57	0.000000	0
D:	349.50	0.000000	0
D:	350.51	0.000000	0
D:	351.50	0.000000	0
D:	352.49	0.000000	0
D:	353.56	0.000000	0
D:	354.56	0.000000	0
D:	355.49	0.000000	0
D:	356.46	0.000000	0
D:	357.44	0.000000	0
D:	358.39	0.000000	0
D:	359.36	0.000000	0
D:	360.27	0.000000	0
D:	361.17	0.000000	0
D:	362.07	0.000000	0
D:	363.05	0.000000	0
D:	363.98	0.000000	0
D:	364.89	0.000000	0
D:	365.91	0.000000	0
D:	367.03	0.000000	0
D:	367.99	0.000000	0
D:	369.15	0.000000	0
D:	370.16	0.000000	0
D:	371.15	0.000000	0
D:	372.16	0.000000	0
D:	373.12	0.000000	0
D:	374.11	0.000000	0
D:	375.10	0.000000	0
D:	376.11	0.000000	0
D:	377.07	0.000000	0
D:	378.12	0.000000	0
D:	379.08	0.000000	0
D:	380.11	0.000000	0
D:	381.04	0.000000	0
D:	381.94	0.000000	0
D:	382.85	0.000000	0
D:	383.78	0.000000	0
D:	384.72	0.000000	0
D:	385.60	0.000000	0
D:	386.51	0.000000	0
D:	387.45	0.000000	0
D:	388.39	0.000000	0
D:	389.34	0.000000	0
D:	390.26	0.000000	0
D:	391.23	0.000000	0
D:	392.08	0.000000	0
D:	393.08	0.000000	0
D:	394.14	0.000000	0
D:	395.34	0.000000	0
D:	396.30	0.000000	0
D:	397.21	0.000000	0
D:	398.20	0.000000	0
D:	399.23	0.000000	0
D:	400.30	0.000000	0
D:	401.22	0.000000	0
D:	402.24	0.000000	0
D:	403.19	0.000000	0
D:	404.14	0.000000	0
D:	405.04	0.000000	0
D:	405.99	0.000000	0
D:	406.91	0.000000	0
D:	407.89	0.000000	0
D:	408.89	0.000000	0
D:	409.91	0.000000	0
D:	410.93	0.000000	0
D:	411.92	0.000000	0
D:	412.90	0.000000	0
D:	414.30	0.000000	0
D:	415.24	0.000000	0
D:	416.24	0.000000	0
D:	417.29	0.000000	0
D:	418.21	0.000000	0
D:	419.14	0.000000	0
D:	420.10	0.000000	0
D:	421.02	0.000000	0
D:	421.96	0.000000	0
D:	422.90	0.000000	0
D:	423.86	0.000000	0
D:	424.89	0.000000	0
D:	425.83	0.000000	0
D:	426.75	0.000000	0
D:	427.75	0.000000	0
D:	428.72	0.000000	0
D:	429.75	0.000000	0
D:	430.74	0.000000	0
D:	431.74	0.000000	0
D:	432.74	0.000000	0
D:	433.73	0.000000	0
D:	434.63	0.000000	0
D:	435.81	0.000000	0
D:	436.84	0.000000	0
D:	437.85	0.000000	0
D:	438.79	0.000000	0
D:	439.70	0.000000	0
D:	440.75	0.000000	0
D:	441.74	0.000000	0
D:	442.74	0.000000	0
D:	443.74	0.000000	0
D:	444.85	0.000000	0
D:	445.83	0.000000	0
D:	446.75	0.000000	0
D:	447.71	0.000000	0
D:	448.74	0.000000	0
D:	449.74	0.000000	0
D:	450.71	0.000000	0
D:	451.72	0.000000	0
D:	452.73	0.000000	0
D:	453.74	0.000000	0
D:	454.75	0.000000	0
D:	455.71	0.000000	0
D:	456.59	0.000000	0
D:	457.43	0.000000	0
D:	458.34	0.000000	0
D:	459.25	0.000000	0
D:	460.16	0.000000	0
D:	461.06	0.000000	0
D:	462.07	0.000000	0
D:	463.05	0.000000	0
D:	463.97	0.000000	0
D:	464.88	0.000000	0
D:	465.89	0.000000	0
D:	466.92	0.000000	0
D:	467.93	0.000000	0
D:	468.97	0.000000	0
D:	469.90	0.000000	0
D:	470.89	0.000000	0
D:	471.79	0.000000	0
D:	472.70	0.000000	0
D:	473.63	0.000000	0
D:	474.54	0.000000	0
D:	475.45	0.000000	0
D:	476.37	0.000000	0
D:	477.28	0.000000	0
D:	478.29	0.000000	0
D:	479.32	0.000000	0
D:	480.89	0.000000	0
D:	481.84	0.000000	0
D:	482.75	0.000000	0
D:	483.74	0.000000	0
D:	484.61	0.000000	0
D:	485.54	0.000000	0
D:	486.45	0.000000	0
D:	487.39	0.000000	0
D:	488.30	0.000000	0
D:	489.22	0.000000	0
D:	490.14	0.000000	0
D:	491.06	0.000000	0
D:	492.04	0.000000	0
D:	492.95	0.000000	0
D:	493.96	0.000000	0
D:	495.04	0.000000	0
D:	496.11	0.000000	0
D:	497.11	0.000000	0
D:	498.10	0.000000	0
D:	499.10	0.000000	0
D:	500.20	0.000000	0
D:	501.11	0.000000	0
D:	502.27	0.000000	0
D:	503.28	0.000000	0
D:	504.35	0.000000	0
D:	505.35	0.000000	0
D:	506.39	0.000000	0
D:	507.39	0.000000	0
D:	508.37	0.000000	0
D:	509.36	0.000000	0
D:	510.73	0.000000	0
D:	511.73	0.000000	0
D:	512.71	0.000000	0
D:	513.61	0.000000	0
D:	514.47	0.000000	0
D:	515.47	0.000000	0
D:	516.48	0.000000	0
D:	517.53	0.000000	0
D:	518.57	0.000000	0
D:	519.57	0.000000	0
D:	520.51	0.000000	0
D:	521.46	0.000000	0
D:	522.37	0.000000	0
D:	523.31	0.000000	0
D:	524.22	0.000000	0
D:	525.12	0.000000	0
D:	526.04	0.000000	0
D:	526.97	0.000000	0
D:	527.99	0.000000	0
D:	528.94	0.000000	0
D:	529.85	0.000000	0
D:	530.83	0.000000	0
D:	531.78	0.000000	0
D:	532.69	0.000000	0
D:	533.72	0.000000	0
D:	534.74	0.000000	0
D:	535.84	0.000000	0
D:	536.77	0.000000	0
D:	537.74	0.000000	0
D:	538.74	0.000000	0
D:	539.74	0.000000	0
D:	540.74	0.000000	0
D:	541.74	0.000000	0
D:	542.74	0.000000	0
D:	543.74	0.000000	0
D:	544.85	0.000000	0
D:	545.90	0.000000	0
D:	546.85	0.000000	0
D:	547.79	0.000000	0
D:	548.85	0.000000	0
D:	549.78	0.000000	0
D:	551.22	0.000000	0
D:	552.07	0.000000	0
D:	552.99	0.000000	0
D:	553.82	0.000000	0
D:	554.74	0.000000	0
D:	555.74	0.000000	0
D:	556.74	0.000000	0
D:	557.70	0.000000	0
D:	558.63	0.000000	0
D:	559.63	0.000000	0
D:	560.61	0.000000	0
D:	561.54	0.000000	0
D:	562.51	0.000000	0
D:	563.49	0.000000	0
D:	564.50	0.000000	0
D:	565.55	0.000000	0
D:	566.46	0.000000	0
D:	567.47	0.000000	0
D:	568.55	0.000000	0
D:	569.65	0.000000	0
D:	570.57	0.000000	0
D:	571.48	0.000000	0
D:	572.53	0.000000	0
D:	573.59	0.000000	0
D:	574.77	0.000000	0
D:	575.90	0.000000	0
D:	577.03	0.000000	0
D:	578.15	0.000000	0
D:	579.25	0.000000	0
D:	580.30	0.000000	0
D:	581.38	0.000000	0
D:	582.51	0.000000	0
D:	583.62	0.000000	0
D:	584.78	0.000000	0
D:	585.94	0.000000	0
D:	587.07	0.000000	0
D:	588.23	0.000000	0
D:	589.49	0.000000	0
D:	590.60	0.000000	0
D:	591.74	0.000000	0
D:	592.86	0.000000	0
D:	593.99	0.000000	0
D:	595.09	0.000000	0
D:	596.30	0.000000	0
D:	597.43	0.000000	0
D:	598.53	0.000000	0
D:	599.80	0.000000	0
D:	600.96	0.000000	0
D:	602.06	0.000000	0
D:	603.25	0.000000	0
D:	604.38	0.000000	0
D:	605.51	0.000000	0
D:	606.63	0.000000	0
D:	607.76	0.000000	0
D:	608.94	0.000000	0
D:	610.04	0.000000	0
D:	611.15	0.000000	0
D:	612.29	0.000000	0
D:	613.47	0.000000	0
D:	616.12	0.000000	0
D:	617.21	0.000000	0
D:	618.38	0.000000	0
D:	619.48	0.000000	0
D:	620.60	0.000000	0
D:	621.77	0.000000	0
D:	622.93	0.000000	0
D:	624.06	0.000000	0
D:	625.25	0.000000	0
D:	626.37	0.000000	0
D:	627.50	0.000000	0
D:	628.62	0.000000	0
D:	629.75	0.000000	0
D:	630.77	0.000000	0
D:	631.92	0.000000	0
D:	633.03	0.000000	0
D:	634.05	0.000000	0
D:	635.11	0.000000	0
D:	636.20	0.000000	0
D:	637.22	0.000000	0
D:	638.27	0.000000	0
D:	639.30	0.000000	0
D:	640.37	0.000000	0
D:	641.47	0.000000	0
D:	642.41	0.000000	0
D:	643.35	0.000000	0
D:	644.25	0.000000	0
D:	645.17	0.000000	0
D:	646.11	0.000000	0
D:	647.33	0.000000	0
D:	648.38	0.000000	0
D:	649.30	0.000000	0
D:	650.26	0.000000	0
D:	651.15	0.000000	0
D:	652.05	0.000000	0
D:	652.96	0.000000	0
D:	653.89	0.000000	0
D:	654.78	0.000000	0
D:	655.75	0.000000	0
D:	656.69	0.000000	0
D:	657.59	0.000000	0
D:	658.52	0.000000	0
D:	659.48	0.000000	0
D:	660.41	0.000000	0
D:	661.28	0.000000	0
D:	662.30	0.000000	0
D:	663.33	0.000000	0
D:	664.42	0.000000	0
D:	665.39	0.000000	0
D:	666.41	0.000000	0
D:	667.38	0.000000	0
D:	668.40	0.000000	0
D:	669.42	0.000000	0
D:	670.60	0.000000	0
D:	671.77	0.000000	0
D:	672.81	0.000000	0
D:	673.82	0.000000	0
D:	674.84	0.000000	0
D:	675.86	0.000000	0
D:	676.76	0.000000	0
D:	677.78	0.000000	0
D:	678.87	0.000000	0
D:	680.15	0.000000	0
D:	681.20	0.000000	0
D:	682.22	0.000000	0
D:	683.23	0.000000	0
D:	684.26	0.000000	0
D:	685.28	0.000000	0
D:	686.31	0.000000	0
D:	687.33	0.000000	0
D:	688.35	0.000000	0
D:	689.37	0.000000	0
D:	690.41	0.000000	0
D:	691.46	0.000000	0
D:	692.46	0.000000	0
D:	693.48	0.000000	0
D:	694.51	0.000000	0
D:	695.57	0.000000	0
D:	696.60	0.000000	0
D:	697.74	0.000000	0
D:	698.76	0.000000	0
D:	699.77	0.000000	0
D:	700.76	0.000000	0
D:	701.76	0.000000	0
D:	702.92	0.000000	0
D:	703.95	0.000000	0
D:	704.96	0.000000	0
D:	705.97	0.000000	0
D:	707.00	0.000000	0
D:	708.01	0.000000	0
D:	709.03	0.000000	0
D:	709.92	0.000000	0
D:	711.05	0.000000	0
D:	712.15	0.000000	0
D:	713.33	0.000000	0
D:	714.62	0.000000	0
D:	715.81	0.000000	0
D:	717.00	0.000000	0
D:	718.04	0.000000	0
D:	719.10	0.000000	0
D:	720.13	0.000000	0
D:	721.15	0.000000	0
D:	722.18	0.000000	0
D:	723.12	0.000000	0
D:	724.07	0.000000	0
D:	725.12	0.000000	0
D:	726.15	0.000000	0
D:	727.10	0.000000	0
D:	728.13	0.000000	0
D:	729.15	0.000000	0
D:	730.25	0.000000	0
D:	731.42	0.000000	0
D:	732.51	0.000000	0
D:	733.56	0.000000	0
D:	734.58	0.000000	0
D:	735.60	0.000000	0
D:	736.61	0.000000	0
D:	737.78	0.000000	0
D:	738.74	0.000000	0
D:	739.90	0.000000	0
D:	740.90	0.000000	0
D:	741.92	0.000000	0
D:	742.96	0.000000	0
D:	743.98	0.000000	0
D:	744.99	0.000000	0
D:	746.01	0.000000	0
D:	747.31	0.000000	0
D:	748.58	0.000000	0
D:	749.59	0.000000	0
D:	750.71	0.000000	0
D:	751.75	0.000000	0
D:	752.75	0.000000	0
D:	753.77	0.000000	0
D:	754.85	0.000000	0
D:	755.87	0.000000	0
D:	756.85	0.000000	0
D:	757.87	0.000000	0
D:	758.86	0.000000	0
D:	759.87	0.000000	0
D:	760.89	0.000000	0
D:	761.90	0.000000	0
D:	762.93	0.000000	0
D:	764.00	0.000000	0
D:	765.10	0.000000	0
D:	766.15	0.000000	0
D:	767.18	0.000000	0
D:	768.04	0.000000	0
D:	769.09	0.000000	0
D:	770.15	0.000000	0
D:	771.17	0.000000	0
D:	772.20	0.000000	0
D:	773.23	0.000000	0
D:	774.25	0.000000	0
D:	775.27	0.000000	0
D:	776.31	0.000000	0
D:	777.33	0.000000	0
D:	778.35	0.000000	0
D:	779.21	0.000000	0
D:	780.08	0.000000	0
D:	781.29	0.000000	0
D:	782.49	0.000000	0
D:	783.58	0.000000	0
D:	784.59	0.000000	0
D:	785.78	0.000000	0
D:	786.84	0.000000	0
D:	787.94	0.000000	0
D:	788.90	0.000000	0
D:	789.92	0.000000	0
D:	790.94	0.000000	0
D:	791.95	0.000000	0
D:	792.97	0.000000	0
D:	793.99	0.000000	0
D:	795.00	0.000000	0
D:	796.27	0.000000	0
D:	797.30	0.000000	0
D:	798.24	0.000000	0
D:	799.21	0.000000	0
D:	800.23	0.000000	0
D:	801.26	0.000000	0
D:	802.29	0.000000	0
D:	803.30	0.000000	0
D:	804.34	0.000000	0
D:	805.36	0.000000	0
D:	806.38	0.000000	0
D:	807.40	0.000000	0
D:	808.41	0.000000	0
D:	809.42	0.000000	0
D:	810.44	0.000000	0
D:	811.48	0.000000	0
D:	812.50	0.000000	0
D:	813.57	0.000000	0
D:	814.58	0.000000	0
D:	815.61	0.000000	0
D:	816.58	0.000000	0
D:	817.50	0.000000	0
D:	818.51	0.000000	0
D:	819.55	0.000000	0
D:	820.57	0.000000	0
D:	821.58	0.000000	0
D:	822.60	0.000000	0
D:	823.61	0.000000	0
D:	824.48	0.000000	0
D:	825.50	0.000000	0
D:	826.55	0.000000	0
D:	827.56	0.000000	0
D:	828.57	0.000000	0
D:	829.50	0.000000	0
D:	830.42	0.000000	0
D:	831.46	0.000000	0
D:	832.46	0.000000	0
D:	833.56	0.000000	0
D:	834.54	0.000000	0
D:	835.52	0.000000	0
D:	836.49	0.000000	0
D:	837.51	0.000000	0
D:	838.57	0.000000	0
D:	839.58	0.000000	0
D:	840.58	0.000000	0
D:	841.59	0.000000	0
D:	842.61	0.000000	0
D:	843.78	0.000000	0
D:	844.83	0.000000	0
D:	845.84	0.000000	0
D:	846.74	0.000000	0
D:	847.74	0.000000	0
D:	848.85	0.000000	0
D:	849.94	0.000000	0
D:	851.01	0.000000	0
D:	852.02	0.000000	0
D:	853.04	0.000000	0
D:	854.05	0.000000	0
D:	855.07	0.000000	0
D:	856.15	0.000000	0
D:	857.20	0.000000	0
D:	858.23	0.000000	0
D:	859.25	0.000000	0
D:	860.28	0.000000	0
D:	861.29	0.000000	0
D:	862.33	0.000000	0
D:	863.35	0.000000	0
D:	864.45	0.000000	0
D:	865.47	0.000000	0
D:	866.54	0.000000	0
D:	867.61	0.000000	0
D:	868.78	0.000000	0
D:	869.83	0.000000	0
D:	870.84	0.000000	0
D:	871.84	0.000000	0
D:	872.88	0.000000	0
D:	873.90	0.000000	0
D:	874.91	0.000000	0
D:	875.92	0.000000	0
D:	876.93	0.000000	0
D:	877.95	0.000000	0
D:	878.95	0.000000	0
D:	879.99	0.000000	0
D:	881.02	0.000000	0
D:	882.03	0.000000	0
D:	882.94	0.000000	0
D:	883.95	0.000000	0
D:	884.97	0.000000	0
D:	885.97	0.000000	0
D:	886.98	0.000000	0
D:	888.02	0.000000	0
D:	889.03	0.000000	0
D:	890.04	0.000000	0
D:	891.05	0.000000	0
D:	892.07	0.000000	0
D:	893.15	0.000000	0
D:	894.18	0.000000	0
D:	895.20	0.000000	0
D:	896.22	0.000000	0
D:	897.36	0.000000	0
D:	898.38	0.000000	0
D:	899.40	0.000000	0
D:	900.42	0.000000	0
D:	901.29	0.000000	0
D:	902.33	0.000000	0
D:	903.38	0.000000	0
D:	904.40	0.000000	0
D:	905.41	0.000000	0
D:	906.42	0.000000	0
D:	907.43	0.000000	0
D:	908.45	0.000000	0
D:	909.48	0.000000	0
D:	910.49	0.000000	0
D:	911.50	0.000000	0
D:	912.54	0.000000	0
D:	913.44	0.000000	0
D:	914.33	0.000000	0
D:	915.51	0.000000	0
D:	916.76	0.000000	0
D:	917.82	0.000000	0
D:	918.83	0.000000	0
D:	919.84	0.000000	0
D:	920.86	0.000000	0
D:	921.87	0.000000	0
D:	922.89	0.000000	0
D:	923.90	0.000000	0
D:	924.91	0.000000	0
D:	925.92	0.000000	0
D:	926.92	0.000000	0
D:	927.94	0.000000	0
D:	928.94	0.000000	0
D:	929.96	0.000000	0
D:	931.00	0.000000	0
D:	932.09	0.000000	0
D:	933.03	0.000000	0
D:	933.93	0.000000	0
D:	934.83	0.000000	0
D:	935.74	0.000000	0
D:	936.68	0.000000	0
D:	937.74	0.000000	0
D:	938.75	0.000000	0
D:	939.91	0.000000	0
D:	940.84	0.000000	0
D:	941.79	0.000000	0
D:	942.73	0.000000	0
D:	943.75	0.000000	0
D:	944.76	0.000000	0
D:	945.75	0.000000	0
D:	946.79	0.000000	0
D:	947.73	0.000000	0
D:	948.71	0.000000	0
D:	949.53	0.000000	0
D:	950.52	0.000000	0
D:	951.46	0.000000	0
D:	952.34	0.000000	0
D:	953.24	0.000000	0
D:	954.27	0.000000	0
D:	955.30	0.000000	0
D:	956.27	0.000000	0
D:	957.24	0.000000	0
D:	958.22	0.000000	0
D:	959.31	0.000000	0
D:	960.37	0.000000	0
D:	961.38	0.000000	0
D:	962.42	0.000000	0
D:	963.44	0.000000	0
D:	964.50	0.000000	0
D:	965.58	0.000000	0
D:	966.75	0.000000	0
D:	967.76	0.000000	0
D:	968.73	0.000000	0
D:	969.75	0.000000	0
D:	970.77	0.000000	0
D:	971.93	0.000000	0
D:	972.87	0.000000	0
D:	973.90	0.000000	0
D:	974.91	0.000000	0
D:	975.92	0.000000	0
D:	976.94	0.000000	0
D:	977.97	0.000000	0
D:	979.01	0.000000	0
D:	979.90	0.000000	0
D:	980.99	0.000000	0
D:	981.98	0.000000	0
D:	982.92	0.000000	0
D:	983.97	0.000000	0
D:	985.34	0.000000	0
D:	987.68	0.000000	0
D:	991.94	0.000000	0
D:	993.17	0.000000	0
D:	995.13	0.000000	0
D:	996.09	0.000000	0
D:	1007.84	0.000000	0
D:	1008.88	0.000000	0
D:	1035.97	0.000000	0
D:	1037.14	0.000000	0
D:	1038.01	0.000000	0
