rosbagTimestamp,northing,data,status,data,easting,data
1526640847315661876,,5548278.06177,,1,,7422660.1986
1526640847365766842,,5548278.06085,,1,,7422660.19834
1526640847415826261,,5548278.0596,,1,,7422660.19522
1526640847465980310,,5548278.0585,,1,,7422660.19425
1526640847516027346,,5548278.0572,,1,,7422660.19411
1526640847566426292,,5548278.05409,,1,,7422660.19121
1526640847615547062,,5548278.0612,,1,,7422660.19942
1526640847665593651,,5548278.05941,,1,,7422660.19498
1526640847715780370,,5548278.05367,,1,,7422660.19442
1526640847765864941,,5548278.05648,,1,,7422660.19279
1526640847816259420,,5548278.05352,,1,,7422660.19191
1526640847866125543,,5548278.05665,,1,,7422660.19399
1526640847916009217,,5548278.05257,,1,,7422660.19393
1526640847966053453,,5548278.06047,,1,,7422660.19894
1526640848015308322,,5548278.0534,,1,,7422660.20027
1526640848065600016,,5548278.05218,,1,,7422660.19512
1526640848115388853,,5548278.0557,,1,,7422660.19541
1526640848165648847,,5548278.05572,,1,,7422660.19409
1526640848215678885,,5548278.05386,,1,,7422660.19407
1526640848266120899,,5548278.0511,,1,,7422660.19271
1526640848316093171,,5548278.05366,,1,,7422660.1955
1526640848365510438,,5548278.05586,,1,,7422660.19708
1526640848415869445,,5548278.05203,,1,,7422660.19285
1526640848466312020,,5548278.05276,,1,,7422660.19333
1526640848516366398,,5548278.05349,,1,,7422660.19454
1526640848566692926,,5548278.04758,,1,,7422660.1929
1526640848616331472,,5548278.05014,,1,,7422660.19532
1526640848666372981,,5548278.0487,,1,,7422660.1922
1526640848716201276,,5548278.04891,,1,,7422660.19053
1526640848765954332,,5548278.04299,,1,,7422660.18949
1526640848818526113,,5548278.04919,,1,,7422660.19698
1526640848866146145,,5548278.0481,,1,,7422660.19506
1526640848916121285,,5548278.04941,,1,,7422660.19424
1526640848965856123,,5548278.05197,,1,,7422660.19714
1526640849015927498,,5548278.78994,,1,,7422661.12806
1526640849069312106,,5548278.78803,,1,,7422661.13197
1526640849115890542,,5548278.79049,,1,,7422661.12866
1526640849165960276,,5548278.79229,,1,,7422661.13251
1526640849216175229,,5548278.79117,,1,,7422661.13261
1526640849266270227,,5548278.27229,,1,,7422660.47458
1526640849315992436,,5548278.25268,,1,,7422660.45878
1526640849366108858,,5548278.24671,,1,,7422660.44879
1526640849415544052,,5548278.23556,,1,,7422660.43788
1526640849466007522,,5548278.23306,,1,,7422660.43069
1526640849515951547,,5548278.33032,,1,,7422660.55167
1526640849565993907,,5548278.31722,,1,,7422660.54755
1526640849616188219,,5548278.3107,,1,,7422660.53683
1526640849666499781,,5548278.30138,,1,,7422660.52751
1526640849715791344,,5548278.29788,,1,,7422660.52602
1526640849765967782,,5548278.44812,,1,,7422660.71353
1526640849816598542,,5548278.46161,,1,,7422660.72948
1526640849866341455,,5548278.47269,,1,,7422660.74516
1526640849916338005,,5548278.49362,,1,,7422660.77231
1526640849966613655,,5548278.99346,,1,,7422661.40084
1526640850016169439,,5548279.01301,,1,,7422661.42117
1526640850065482250,,5548279.0217,,1,,7422661.43538
1526640850115636187,,5548279.04012,,1,,7422661.45677
1526640850166204339,,5548279.05104,,1,,7422661.47053
1526640850216700162,,5548279.06179,,1,,7422661.48405
1526640850266025497,,5548277.76894,,1,,7422659.97346
1526640850316261216,,5548277.7647,,1,,7422659.97173
1526640850366122828,,5548277.76396,,1,,7422659.97148
1526640850415932365,,5548277.76544,,1,,7422659.97174
1526640850466281450,,5548277.76672,,1,,7422659.97283
1526640850515678734,,5548277.76727,,1,,7422659.97355
1526640850565800639,,5548277.76154,,1,,7422659.97192
1526640850615946532,,5548277.76123,,1,,7422659.96834
1526640850666680117,,5548277.76372,,1,,7422659.97517
1526640850716624596,,5548277.76226,,1,,7422659.9736
1526640850766058764,,5548277.76264,,1,,7422659.97313
1526640850815959532,,5548277.94942,,1,,7422660.22406
1526640850865860855,,5548277.95049,,1,,7422660.22718
1526640850916163399,,5548277.94615,,1,,7422660.21948
1526640850965966763,,5548277.88335,,1,,7422660.13897
1526640851016287452,,5548277.88446,,1,,7422660.13899
1526640851070763160,,5548277.88485,,1,,7422660.13756
1526640851116004177,,5548277.88569,,1,,7422660.14354
1526640851166248377,,5548277.88093,,1,,7422660.13977
1526640851216283656,,5548277.88038,,1,,7422660.13917
1526640851265874144,,5548277.76711,,1,,7422659.98429
1526640851315838672,,5548277.76633,,1,,7422659.98691
1526640851365670460,,5548277.76558,,1,,7422659.98785
1526640851415351390,,5548277.76817,,1,,7422659.98837
1526640851465360535,,5548277.76671,,1,,7422659.98679
1526640851515529960,,5548277.76176,,1,,7422659.9829
1526640851565882373,,5548277.75507,,1,,7422659.98364
1526640851615968538,,5548277.75709,,1,,7422659.98498
1526640851665753791,,5548277.75526,,1,,7422659.98353
1526640851715730633,,5548277.75744,,1,,7422659.98642
1526640851766261205,,5548277.75361,,1,,7422659.98183
1526640851816404070,,5548277.75451,,1,,7422659.98435
1526640851867223547,,5548277.749,,1,,7422659.98057
1526640851916065753,,5548277.75565,,1,,7422659.98186
1526640851966135214,,5548277.75144,,1,,7422659.9787
1526640852015618145,,5548277.75034,,1,,7422659.97725
1526640852065808800,,5548277.74142,,1,,7422659.97891
1526640852116024665,,5548277.74105,,1,,7422659.97914
1526640852165931684,,5548277.74083,,1,,7422659.98105
1526640852216341233,,5548277.74159,,1,,7422659.97999
1526640852265649467,,5548277.74121,,1,,7422659.98034
1526640852316174366,,5548277.74049,,1,,7422659.97902
1526640852366245463,,5548277.74305,,1,,7422659.98192
1526640852416301731,,5548277.73554,,1,,7422659.97501
1526640852466599151,,5548277.74046,,1,,7422659.9814
1526640852515834335,,5548277.74014,,1,,7422659.9777
1526640852566398372,,5548277.73677,,1,,7422659.97968
1526640852615862250,,5548277.73696,,1,,7422659.97992
1526640852665930579,,5548277.73878,,1,,7422659.98221
1526640852715975954,,5548277.73148,,1,,7422659.97399
1526640852766217278,,5548277.73142,,1,,7422659.97841
1526640852815972468,,5548277.73678,,1,,7422659.97944
1526640852866480572,,5548277.73057,,1,,7422659.97279
1526640852916100169,,5548277.73448,,1,,7422659.97177
1526640852965913743,,5548277.7323,,1,,7422659.96839
1526640853016235928,,5548277.73286,,1,,7422659.96852
1526640853066327572,,5548277.51971,,1,,7422659.82318
1526640853116326470,,5548277.52686,,1,,7422659.82842
1526640853166294571,,5548277.53138,,1,,7422659.82383
1526640853215977095,,5548277.52716,,1,,7422659.82043
1526640853265979756,,5548277.53219,,1,,7422659.81871
1526640853316787267,,5548277.44139,,1,,7422659.75116
1526640853366007797,,5548277.44472,,1,,7422659.75217
1526640853415959272,,5548277.44994,,1,,7422659.74985
1526640853466082023,,5548277.44635,,1,,7422659.74157
1526640853515801162,,5548277.44716,,1,,7422659.73704
1526640853566039127,,5548277.30146,,1,,7422659.63278
1526640853615823831,,5548277.28243,,1,,7422659.61532
1526640853666245100,,5548277.28085,,1,,7422659.60897
1526640853716232399,,5548277.27876,,1,,7422659.60011
1526640853765838176,,5548277.27932,,1,,7422659.59928
1526640853815881787,,5548277.27795,,1,,7422659.59174
1526640853865615198,,5548277.28188,,1,,7422659.58918
1526640853915831395,,5548277.28415,,1,,7422659.58611
1526640853966298799,,5548277.28701,,1,,7422659.5809
1526640854016217059,,5548277.28756,,1,,7422659.58102
1526640854066221506,,5548277.26991,,1,,7422659.55785
1526640854115879810,,5548277.26334,,1,,7422659.55048
1526640854166067850,,5548277.26542,,1,,7422659.54812
1526640854215720930,,5548277.27018,,1,,7422659.55177
1526640854266367678,,5548277.27167,,1,,7422659.55156
1526640854316007953,,5548277.29343,,1,,7422659.55998
1526640854367584433,,5548277.30114,,1,,7422659.56511
1526640854416285485,,5548277.30196,,1,,7422659.55951
1526640854466194136,,5548277.30491,,1,,7422659.56087
1526640854515929196,,5548277.3072,,1,,7422659.55637
1526640854566200504,,5548277.31196,,1,,7422659.56061
1526640854615905723,,5548277.31818,,1,,7422659.56631
1526640854666236720,,5548277.32225,,1,,7422659.56685
1526640854716040998,,5548277.3223,,1,,7422659.56339
1526640854765799372,,5548277.39105,,1,,7422659.61689
1526640854815838345,,5548277.39267,,1,,7422659.62073
1526640854866096104,,5548277.39524,,1,,7422659.62196
1526640854916072030,,5548277.40111,,1,,7422659.62658
1526640854966191484,,5548277.39966,,1,,7422659.62418
1526640855016293132,,5548277.42916,,1,,7422659.64835
1526640855066293812,,5548277.42975,,1,,7422659.64609
1526640855116070569,,5548277.40883,,1,,7422659.63147
1526640855166395406,,5548277.41133,,1,,7422659.63747
1526640855216585062,,5548277.34341,,1,,7422659.59102
1526640855266280566,,5548277.32877,,1,,7422659.57732
1526640855315952118,,5548277.32856,,1,,7422659.57911
1526640855365799035,,5548277.33592,,1,,7422659.58339
1526640855416013134,,5548277.33393,,1,,7422659.58002
1526640855466090640,,5548277.35334,,1,,7422659.59665
1526640855516418085,,5548277.35213,,1,,7422659.59019
1526640855566073842,,5548277.35424,,1,,7422659.5981
1526640855616208195,,5548277.31838,,1,,7422659.57825
1526640855666197668,,5548277.32133,,1,,7422659.57924
1526640855716618464,,5548277.32464,,1,,7422659.58096
1526640855766050713,,5548277.32283,,1,,7422659.57795
1526640855815969467,,5548277.33123,,1,,7422659.58691
1526640855866007829,,5548277.32658,,1,,7422659.58791
1526640855915701032,,5548277.32551,,1,,7422659.58515
1526640855965730564,,5548277.32732,,1,,7422659.5878
1526640856016067404,,5548277.32444,,1,,7422659.58215
1526640856066079375,,5548277.32375,,1,,7422659.5788
1526640856115378570,,5548277.26794,,1,,7422659.52775
1526640856165863648,,5548277.27035,,1,,7422659.52779
1526640856215953396,,5548277.30097,,1,,7422659.55126
1526640856266103765,,5548277.30209,,1,,7422659.5508
1526640856315986927,,5548277.29976,,1,,7422659.54528
1526640856366096428,,5548277.25898,,1,,7422659.48048
1526640856415834775,,5548277.25339,,1,,7422659.46918
1526640856466064299,,5548277.10487,,1,,7422659.26523
1526640856515812671,,5548277.10911,,1,,7422659.26684
1526640856566481493,,5548277.10803,,1,,7422659.2648
1526640856616141251,,5548277.06199,,1,,7422659.21723
1526640856665997810,,5548277.06153,,1,,7422659.21054
1526640856716829756,,5548277.00232,,1,,7422659.15109
1526640856766234142,,5548277.00572,,1,,7422659.14732
1526640856815989101,,5548277.00596,,1,,7422659.1429
1526640856865920760,,5548277.00553,,1,,7422659.13431
1526640856915949936,,5548277.03651,,1,,7422659.15886
1526640856966012037,,5548277.0339,,1,,7422659.14725
1526640857015508146,,5548277.0333,,1,,7422659.13745
1526640857066164078,,5548277.02851,,1,,7422659.12235
1526640857115888669,,5548277.04237,,1,,7422659.12577
1526640857165927491,,5548277.04365,,1,,7422659.11361
1526640857216015021,,5548277.04645,,1,,7422659.09981
1526640857266122432,,5548277.05019,,1,,7422659.08495
1526640857315708073,,5548277.05487,,1,,7422659.06855
1526640857365683118,,5548277.04702,,1,,7422659.04743
1526640857416161029,,5548277.04069,,1,,7422659.02359
1526640857465829411,,5548277.03176,,1,,7422658.99995
1526640857515584851,,5548277.02896,,1,,7422658.97568
1526640857566061491,,5548277.03726,,1,,7422658.95324
1526640857615969557,,5548277.07503,,1,,7422658.95665
1526640857665722345,,5548277.09529,,1,,7422658.95361
1526640857715720473,,5548277.08134,,1,,7422658.9182
1526640857766138870,,5548277.08041,,1,,7422658.89229
1526640857816082849,,5548277.08607,,1,,7422658.86015
1526640857865507645,,5548277.13196,,1,,7422658.86594
1526640857916045963,,5548277.12946,,1,,7422658.83404
1526640857965823069,,5548277.12194,,1,,7422658.8029
1526640858015512519,,5548277.11677,,1,,7422658.76285
1526640858065840915,,5548277.11606,,1,,7422658.73515
1526640858115776304,,5548277.04524,,1,,7422658.63245
1526640858166227670,,5548277.03749,,1,,7422658.59104
1526640858215865154,,5548277.04208,,1,,7422658.55567
1526640858265794795,,5548277.05004,,1,,7422658.51795
1526640858315783890,,5548277.04643,,1,,7422658.47314
1526640858365822662,,5548277.06377,,1,,7422658.44058
1526640858415897173,,5548277.07119,,1,,7422658.4019
1526640858466283785,,5548277.06751,,1,,7422658.36162
1526640858516078222,,5548277.07971,,1,,7422658.32516
1526640858566369467,,5548277.0913,,1,,7422658.28034
1526640858615700924,,5548277.12513,,1,,7422658.26185
1526640858666142347,,5548277.14567,,1,,7422658.22551
1526640858715894511,,5548277.15925,,1,,7422658.18394
1526640858765320408,,5548277.15978,,1,,7422658.14767
1526640858815838624,,5548277.17708,,1,,7422658.10495
1526640858865304334,,5548277.19538,,1,,7422658.05736
1526640858915894497,,5548277.20267,,1,,7422658.01534
1526640858966266860,,5548277.21921,,1,,7422657.97369
1526640859015970237,,5548277.24264,,1,,7422657.93047
1526640859065686349,,5548277.25181,,1,,7422657.88597
1526640859115889264,,5548277.26307,,1,,7422657.85116
1526640859165727203,,5548277.29311,,1,,7422657.81245
1526640859215755946,,5548277.30691,,1,,7422657.76861
1526640859266514969,,5548277.32819,,1,,7422657.71975
1526640859315628971,,5548277.34837,,1,,7422657.68329
1526640859365826020,,5548277.36322,,1,,7422657.64364
1526640859416596850,,5548277.39262,,1,,7422657.598
1526640859465810203,,5548277.46801,,1,,7422657.64134
1526640859515650978,,5548277.48419,,1,,7422657.59909
1526640859565905869,,5548277.49804,,1,,7422657.52601
1526640859616091171,,5548277.52762,,1,,7422657.49338
1526640859665652384,,5548277.55001,,1,,7422657.44549
1526640859716066945,,5548277.57839,,1,,7422657.40616
1526640859765574368,,5548277.6064,,1,,7422657.37935
1526640859815485214,,5548277.64431,,1,,7422657.34732
1526640859871023875,,5548277.66873,,1,,7422657.31259
1526640859915626950,,5548277.70722,,1,,7422657.27901
1526640859965777888,,5548277.73239,,1,,7422657.24369
1526640860015742159,,5548277.77226,,1,,7422657.21742
1526640860065148854,,5548277.81169,,1,,7422657.1835
1526640860115806086,,5548277.84458,,1,,7422657.15271
1526640860166017281,,5548277.88475,,1,,7422657.11892
1526640860219110740,,5548277.91044,,1,,7422657.08551
1526640860267821205,,5548277.93878,,1,,7422657.04881
1526640860315760531,,5548277.94841,,1,,7422656.98582
1526640860366133270,,5548277.97901,,1,,7422656.95976
1526640860415655528,,5548278.00889,,1,,7422656.93179
1526640860466185662,,5548278.04148,,1,,7422656.89586
1526640860516086370,,5548278.08345,,1,,7422656.87857
1526640860566152205,,5548278.11669,,1,,7422656.84945
1526640860615966228,,5548278.16883,,1,,7422656.83386
1526640860666124184,,5548278.20869,,1,,7422656.80806
1526640860715895262,,5548278.24305,,1,,7422656.77836
1526640860765762628,,5548278.26532,,1,,7422656.7257
1526640860815793462,,5548278.30443,,1,,7422656.70048
1526640860866447858,,5548278.34383,,1,,7422656.68136
1526640860916014766,,5548278.38436,,1,,7422656.66047
1526640860965927785,,5548278.42107,,1,,7422656.63474
1526640861015621910,,5548278.44926,,1,,7422656.60878
1526640861066020323,,5548278.48182,,1,,7422656.58776
1526640861115717761,,5548278.53317,,1,,7422656.57538
1526640861165975606,,5548278.56724,,1,,7422656.55296
1526640861217909196,,5548278.60916,,1,,7422656.539
1526640861266446710,,5548278.65012,,1,,7422656.51418
1526640861315636444,,5548278.6825,,1,,7422656.49269
1526640861365629299,,5548278.7204,,1,,7422656.47438
1526640861416057913,,5548278.76404,,1,,7422656.45687
1526640861465638339,,5548278.80505,,1,,7422656.44195
1526640861516988466,,5548278.83893,,1,,7422656.40675
1526640861565543742,,5548278.87269,,1,,7422656.3928
1526640861615905732,,5548278.87965,,1,,7422656.36008
1526640861665517377,,5548278.92722,,1,,7422656.33989
1526640861715713103,,5548278.97116,,1,,7422656.32704
1526640861765688312,,5548279.00119,,1,,7422656.3147
1526640861815909179,,5548279.03926,,1,,7422656.29735
1526640861871099337,,5548279.08128,,1,,7422656.27636
1526640861915924595,,5548279.12686,,1,,7422656.26544
1526640861965915401,,5548279.15778,,1,,7422656.24297
1526640862015756105,,5548279.2004,,1,,7422656.2313
1526640862065988034,,5548279.23376,,1,,7422656.21961
1526640862115427248,,5548279.6493,,2,,7422656.85729
1526640862165712400,,5548279.69586,,2,,7422656.84269
1526640862215846755,,5548279.73714,,2,,7422656.8341
1526640862265849173,,5548279.77655,,2,,7422656.82679
1526640862315591835,,5548279.81283,,2,,7422656.81837
1526640862365857106,,5548279.85008,,2,,7422656.80685
1526640862415777545,,5548279.89246,,2,,7422656.79911
1526640862465895191,,5548279.93946,,2,,7422656.79275
1526640862515618898,,5548279.97833,,2,,7422656.78412
1526640862565610523,,5548280.01619,,2,,7422656.78145
1526640862615604464,,5548280.0554,,2,,7422656.77521
1526640862665417246,,5548280.09957,,2,,7422656.77263
1526640862716470043,,5548280.14605,,2,,7422656.76363
1526640862765593370,,5548280.18646,,2,,7422656.76374
1526640862815280013,,5548280.2245,,2,,7422656.7619
1526640862865721741,,5548280.26735,,2,,7422656.76013
1526640862915371348,,5548280.31616,,2,,7422656.75654
1526640862965821712,,5548280.35475,,2,,7422656.75507
1526640863015063418,,5548280.40329,,2,,7422656.75733
1526640863068162274,,5548280.44324,,2,,7422656.76423
1526640863115694794,,5548280.48657,,2,,7422656.76808
1526640863165833026,,5548280.53411,,2,,7422656.76256
1526640863215563700,,5548280.5756,,2,,7422656.76507
1526640863265649476,,5548280.41043,,1,,7422656.30178
1526640863315937846,,5548280.46248,,1,,7422656.30516
1526640863365286153,,5548280.51159,,1,,7422656.30718
1526640863415732582,,5548280.55476,,1,,7422656.30888
1526640863465313740,,5548280.59788,,1,,7422656.3144
1526640863516192410,,5548280.64323,,1,,7422656.31947
1526640863565759532,,5548280.68724,,1,,7422656.32727
1526640863616313053,,5548280.73125,,1,,7422656.33542
1526640863665668290,,5548280.7714,,1,,7422656.34137
1526640863715874545,,5548280.81537,,1,,7422656.35179
1526640863765978270,,5548280.85784,,1,,7422656.3641
1526640863815901241,,5548280.89798,,1,,7422656.37017
1526640863865122087,,5548280.95307,,1,,7422656.38135
1526640863925181452,,5548280.98266,,1,,7422656.38679
1526640863965288116,,5548281.02164,,1,,7422656.39595
1526640864015694403,,5548281.06924,,1,,7422656.41251
1526640864065961798,,5548281.10747,,1,,7422656.42285
1526640864115751675,,5548281.13938,,1,,7422656.43417
1526640864165549791,,5548281.19032,,1,,7422656.44971
1526640864215669985,,5548281.22733,,1,,7422656.46755
1526640864265573782,,5548281.27137,,1,,7422656.48656
1526640864315370569,,5548281.31144,,1,,7422656.4974
1526640864365509378,,5548281.35727,,1,,7422656.50809
1526640864415994623,,5548281.39584,,1,,7422656.52011
1526640864465638151,,5548281.43608,,1,,7422656.53286
1526640864515884408,,5548281.48152,,1,,7422656.55691
1526640864565756459,,5548281.52793,,1,,7422656.57882
1526640864615597411,,5548281.57297,,1,,7422656.60501
1526640864665289746,,5548281.61869,,1,,7422656.63599
1526640864715646056,,5548281.66079,,1,,7422656.66106
1526640864765660743,,5548281.70606,,1,,7422656.68403
1526640864815616485,,5548281.75204,,1,,7422656.70964
