rosbagTimestamp,northing,data,status,data,easting,data
1526641038284298280,,5548278.25093,,2,,7422657.82296
1526641038334973175,,5548278.24687,,2,,7422657.82159
1526641038384601596,,5548278.24835,,2,,7422657.82173
1526641038434684258,,5548278.24724,,2,,7422657.82219
1526641038484900548,,5548278.24558,,2,,7422657.82133
1526641038535074073,,5548278.24557,,2,,7422657.82217
1526641038584591167,,5548278.24188,,2,,7422657.82104
1526641038634740374,,5548278.24668,,2,,7422657.8223
1526641038685201870,,5548278.24649,,2,,7422657.82218
1526641038735177186,,5548278.24557,,2,,7422657.82229
1526641038785272912,,5548278.24484,,2,,7422657.82108
1526641038834895979,,5548278.24705,,2,,7422657.82255
1526641038885124456,,5548278.24558,,2,,7422657.82121
1526641038934545029,,5548278.2463,,2,,7422657.82253
1526641038984531451,,5548278.24519,,2,,7422657.82252
1526641039035204131,,5548278.24281,,2,,7422657.82046
1526641039084924028,,5548278.24389,,2,,7422657.82262
1526641039134754279,,5548278.24502,,2,,7422657.8218
1526641039184648097,,5548278.24278,,2,,7422657.82272
1526641039234568652,,5548278.24408,,2,,7422657.82262
1526641039284601391,,5548278.24389,,2,,7422657.82286
1526641039334727511,,5548278.24425,,2,,7422657.82334
1526641039385291019,,5548278.2437,,2,,7422657.82333
1526641039439763048,,5548278.24204,,2,,7422657.82223
1526641039484826478,,5548278.24707,,2,,7422657.82111
1526641039534958709,,5548278.24746,,2,,7422657.81969
1526641039584299783,,5548278.2458,,2,,7422657.81895
1526641039634482813,,5548278.24764,,2,,7422657.81993
1526641039684854983,,5548278.24561,,2,,7422657.8193
1526641039734635423,,5548278.24725,,2,,7422657.821
1526641039785107599,,5548278.24355,,2,,7422657.8207
1526641039835069189,,5548278.24632,,2,,7422657.82134
1526641039884996846,,5548278.2461,,2,,7422657.82349
1526641039934857868,,5548278.24573,,2,,7422657.82384
1526641039984627860,,5548278.24758,,2,,7422657.8241
1526641040034836488,,5548278.24386,,2,,7422657.82501
1526641040084717789,,5548278.24236,,2,,7422657.8257
1526641040134678145,,5548278.2444,,2,,7422657.82573
1526641040185074643,,5548278.2457,,2,,7422657.82575
1526641040234779128,,5548278.24478,,2,,7422657.82514
1526641040284959650,,5548278.24705,,2,,7422657.82219
1526641040334868762,,5548278.24427,,2,,7422657.82203
1526641040384597463,,5548278.24481,,2,,7422657.82359
1526641040434658068,,5548278.24554,,2,,7422657.82372
1526641040484611700,,5548278.24445,,2,,7422657.82239
1526641040535136523,,5548278.24518,,2,,7422657.82312
1526641040584872345,,5548278.24593,,2,,7422657.82301
1526641040634870770,,5548278.24224,,2,,7422657.82176
1526641040684663843,,5548278.24443,,2,,7422657.8237
1526641040734666972,,5548278.24443,,2,,7422657.82358
1526641040784718611,,5548278.24019,,2,,7422657.82221
1526641040834839282,,5548278.24372,,2,,7422657.82166
1526641040884847408,,5548278.24373,,2,,7422657.8213
1526641040934126053,,5548278.24297,,2,,7422657.82249
1526641040984416942,,5548278.24335,,2,,7422657.82178
1526641041034228781,,5548278.24463,,2,,7422657.82275
1526641041084591999,,5548278.24555,,2,,7422657.82312
1526641041135015788,,5548278.24701,,2,,7422657.82493
1526641041184703856,,5548278.24537,,2,,7422657.82324
1526641041234986748,,5548278.24702,,2,,7422657.82445
1526641041284738528,,5548278.24627,,2,,7422657.82468
1526641041334173768,,5548278.24589,,2,,7422657.82551
1526641041384867738,,5548278.24516,,2,,7422657.82467
1526641041434822494,,5548278.24479,,2,,7422657.8249
1526641041484482671,,5548278.24515,,2,,7422657.82562
1526641041534798585,,5548278.24516,,2,,7422657.82502
1526641041584571379,,5548278.24699,,2,,7422657.82612
1526641041634861504,,5548278.24813,,2,,7422657.82411
1526641041687834162,,5548278.24424,,2,,7422657.82406
1526641041734851100,,5548278.24332,,2,,7422657.82392
1526641041785103480,,5548278.24536,,2,,7422657.82348
1526641041834963049,,5548278.24553,,2,,7422657.82443
1526641041884875445,,5548278.24368,,2,,7422657.82417
1526641041934963612,,5548278.24461,,2,,7422657.82406
1526641041984951263,,5548278.24408,,2,,7422657.82214
1526641042034442117,,5548278.24519,,2,,7422657.82252
1526641042084108250,,5548278.24573,,2,,7422657.82408
1526641042134749621,,5548278.24628,,2,,7422657.82397
1526641042184980238,,5548278.24739,,2,,7422657.8241
1526641042235492414,,5548278.24296,,2,,7422657.82284
1526641042284759116,,5548278.24742,,2,,7422657.82207
1526641042334539758,,5548278.24761,,2,,7422657.82208
1526641042384521754,,5548278.24631,,2,,7422657.82242
1526641042434687221,,5548278.24927,,2,,7422657.8227
1526641042484717841,,5548278.24613,,2,,7422657.82182
1526641042534590662,,5548278.24688,,2,,7422657.82135
1526641042584535521,,5548278.25077,,2,,7422657.82153
1526641042634857565,,5548278.24908,,2,,7422657.82269
1526641042688136488,,5548278.24909,,2,,7422657.82186
1526641042736415258,,5548278.24816,,2,,7422657.82244
1526641042784549360,,5548278.24854,,2,,7422657.82149
1526641042834635762,,5548278.24888,,2,,7422657.82412
1526641042884805313,,5548278.25093,,2,,7422657.82284
1526641042934233619,,5548278.24818,,2,,7422657.82077
1526641042984435765,,5548278.24798,,2,,7422657.82184
1526641043034877276,,5548278.24999,,2,,7422657.8239
