rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,"\ instead.\n""",file,function,line,topics
1523873883465617204,,135,,1523873883,465192836,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523873883469440780,,136,,1523873883,469007027,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.097144127568042915)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873883477821363,,137,,1523873883,477636062,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.0971453674195421613)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523873884469236303,,138,,1523873884,468954429,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.09714068314187152)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873884477859136,,139,,1523873884,477643417,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.0971419987133153029)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523873885467592940,,140,,1523873885,467294105,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523873885469314914,,141,,1523873885,468962411,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.097132776129215781)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873885477863501,,142,,1523873885,477641990,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.0971368911123220435)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523873886469287111,,143,,1523873886,468964579,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.0972026158896346359)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873886477791359,,144,,1523873886,477634782,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.0971912554176248555)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523873887469002159,,145,,1523873887,468647564,'',4,"""/ekf_se_odom""","""Transform from odom to base_link was unavailable for the time requested. Using latest\","""/home/eve/eve/eve_ws/src/robot_localization/src/ros_filter_utilities.cpp""","""RosFilterUtilities",127,"[/rosout, /diagnostics, /odometry/filtered_odom, /tf]"
1523873887469293255,,146,,1523873887,468971873,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.097117728514386048)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873887477866370,,147,,1523873887,477655613,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.097117728514386048)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
1523873888469315581,,148,,1523873888,468965002,'',2,"""/navsat_transform_node_right""","""Initial odometry pose is Origin","(0, -0, 3.0971217846291376752)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_right, /gps/filtered]"
1523873888477943796,,149,,1523873888,477640299,'',2,"""/navsat_transform_node_left""","""Initial odometry pose is Origin","(0, -0, 3.0971217846291376752)\n""","""/home/eve/eve/eve_ws/src/robot_localization/src/navsat_transform.cpp""","""NavSatTransform",714,"[/rosout, /tf_static, /odometry/gps_left, /gps/filtered]"
