rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1524145439810951722,,,0,,1524145439,777625084,"""map""","""odom""",,,0.000154017302356,-0.000357959011021,0.0,,0.0,0.0,-0.000575167566267,0.999999834591
1524145439821069918,,,0,,1524145439,777625084,"""odom""","""base_link""",,,-0.000155654393778,0.000360626162259,0.0,,0.0,0.0,0.835540730612,0.549428509898
1524145439881574478,,,0,,1524145439,828309059,"""odom""","""base_link""",,,-0.00016577158389,0.00038406698812,0.0,,0.0,0.0,0.835543611382,0.549424128955
1524145439911872007,,,0,,1524145439,877104998,"""map""","""odom""",,,0.000165610294182,-0.000384136738992,0.0,,0.0,0.0,-0.000213527843626,0.999999977203
1524145439921955165,,,0,,1524145439,877104998,"""odom""","""base_link""",,,-0.000175827544409,0.000407365503741,0.0,,0.0,0.0,0.8355453684,0.549421456939
1524145439982519812,,,0,,1524145439,927556992,"""odom""","""base_link""",,,-0.000188671272,0.000437122865711,0.0,,0.0,0.0,0.835546440827,0.549419826017
1524145440012718900,,,0,,1524145439,977538109,"""map""","""odom""",,,0.000188604672161,-0.000437151780836,0.0,,0.0,0.0,-7.93271305817e-05,0.999999996854
1524145440022775622,,,0,,1524145439,977538109,"""odom""","""base_link""",,,-0.000192721493081,0.000446506560364,0.0,,0.0,0.0,0.835547094815,0.549418831444
1524145440083273724,,,0,,1524145440,27543068,"""odom""","""base_link""",,,-0.000193700749433,0.000448775281886,0.0,,0.0,0.0,0.835547493213,0.549418225567
1524145440123694379,,,0,,1524145440,77008009,"""map""","""odom""",,,0.000193677021725,-0.000448785698566,0.0,,0.0,0.0,-2.95021223637e-05,0.999999999565
1524145440123694379,,,0,,1524145440,77008009,"""odom""","""base_link""",,,-0.000200597816891,0.000464754859469,0.0,,0.0,0.0,0.835547735827,0.549417856603
1524145440184336336,,,0,,1524145440,128294945,"""odom""","""base_link""",,,-0.000213180471981,0.000493907178491,0.0,,0.0,0.0,0.835547884093,0.549417631121
1524145440214545374,,,0,,1524145440,177836895,"""map""","""odom""",,,0.000213172405268,-0.000493910836745,0.0,,0.0,0.0,-1.09508274829e-05,0.99999999994
1524145440224601416,,,0,,1524145440,177836895,"""odom""","""base_link""",,,-0.000220317075134,0.000510441703683,0.0,,0.0,0.0,0.835547974472,0.549417493674
1524145440285157483,,,0,,1524145440,227395058,"""odom""","""base_link""",,,-0.000225388582155,0.000522191682528,0.0,,0.0,0.0,0.835548029413,0.549417410121
1524145440315399885,,,0,,1524145440,277069092,"""map""","""odom""",,,0.000225387078835,-0.000522192508332,0.0,,0.0,0.0,-4.0720281328e-06,0.999999999992
1524145440325468872,,,0,,1524145440,277069092,"""odom""","""base_link""",,,-0.000230398762191,0.000533799577805,0.0,,0.0,0.0,0.83554806297,0.549417359087
1524145440386071283,,,0,,1524145440,327267885,"""odom""","""base_link""",,,-0.000238397509055,0.000552331573269,0.0,,0.0,0.0,0.835548083423,0.549417327983
1524145440416311153,,,0,,1524145440,377824068,"""map""","""odom""",,,0.000238397167463,-0.000552331897928,0.0,,0.0,0.0,-2.7971723716e-06,0.999999999996
1524145440426393021,,,0,,1524145440,377824068,"""odom""","""base_link""",,,-0.000241459890022,0.000559426636065,0.0,,0.0,0.0,0.835547390636,0.549418381565
1524145440486839029,,,0,,1524145440,476490974,"""odom""","""base_link""",,,-0.000251106314407,0.000581778867744,0.0,,0.0,0.0,0.835542635109,0.549425613633
1524145440517107929,,,0,,1524145440,477196932,"""map""","""odom""",,,0.00025111040596,-0.000581777322081,0.0,,0.0,0.0,-5.7086548394e-07,1.0
1524145440527200518,,,0,,1524145440,477196932,"""odom""","""base_link""",,,-0.00025166571138,0.000583075181748,0.0,,0.0,0.0,0.835542635038,0.549425613739
1524145440597805926,,,0,,1524145440,577105045,"""odom""","""base_link""",,,-0.000255113666364,0.000591065411552,0.0,,0.0,0.0,0.835546076067,0.549420380737
1524145440617919707,,,0,,1524145440,577105045,"""map""","""odom""",,,0.000255119045031,-0.000591063268889,0.0,,0.0,0.0,-2.12184882775e-07,1.0
1524145440638061725,,,0,,1524145440,627110958,"""odom""","""base_link""",,,-0.000273025683848,0.000632565492433,0.0,,0.0,0.0,0.835546362253,0.549419945512
1524145440688395665,,,0,,1524145440,677464962,"""odom""","""base_link""",,,-0.000289357732456,0.00067040403435,0.0,,0.0,0.0,0.835538515786,0.549431878068
1524145440718650414,,,0,,1524145440,677464962,"""map""","""odom""",,,0.000289363271533,-0.000670401822138,0.0,,0.0,0.0,-7.88225391624e-08,1.0
1524145440728742911,,,0,,1524145440,726628065,"""odom""","""base_link""",,,-0.0003036806985,0.000703593168945,0.0,,0.0,0.0,0.835542061467,0.549426486001
1524145440799327957,,,0,,1524145440,778060913,"""odom""","""base_link""",,,-0.000304076915687,0.000704508165808,0.0,,0.0,0.0,0.83554441929,0.549422900317
1524145440819524562,,,0,,1524145440,778060913,"""map""","""odom""",,,0.000304082580351,-0.000704505900702,0.0,,0.0,0.0,-2.92955535663e-08,1.0
1524145440829612456,,,0,,1524145440,827573061,"""odom""","""base_link""",,,-0.000314663223511,0.000729035407772,0.0,,0.0,0.0,0.835545862619,0.549420705344
1524145440890226780,,,0,,1524145440,877588987,"""odom""","""base_link""",,,-0.000331425408691,0.000767871372822,0.0,,0.0,0.0,0.83554674257,0.549419367133
1524145440920475711,,,0,,1524145440,877588987,"""map""","""odom""",,,0.000331431120614,-0.000767869086709,0.0,,0.0,0.0,-1.0880597423e-08,1.0
1524145440930572965,,,0,,1524145440,927742004,"""odom""","""base_link""",,,-0.000343271079531,0.000795316062404,0.0,,0.0,0.0,0.835546581955,0.549419611393
1524145440991084141,,,0,,1524145440,977751970,"""odom""","""base_link""",,,-0.000349803045898,0.00081044988995,0.0,,0.0,0.0,0.83553817915,0.549432390002
1524145441031436043,,,0,,1524145440,977751970,"""map""","""odom""",,,0.00726754584199,0.0135737683099,0.0,,0.0,0.0,-4.04334477011e-09,1.0
1524145441031436043,,,0,,1524145441,28379917,"""odom""","""base_link""",,,-0.000355008905554,0.00082251399552,0.0,,0.0,0.0,0.835533531404,0.549439457903
1524145441092007108,,,0,,1524145441,77271938,"""odom""","""base_link""",,,-0.000362969311558,0.000840960128059,0.0,,0.0,0.0,0.835539784425,0.549429948804
1524145441122318948,,,0,,1524145441,77271938,"""map""","""odom""",,,0.00728072197869,0.0135432766892,0.0,,0.0,0.0,-1.50341705751e-09,1.0
1524145441132440215,,,0,,1524145441,127413034,"""odom""","""base_link""",,,-0.000375388677109,0.000869734643989,0.0,,0.0,0.0,0.835551443326,0.549412218244
1524145441192882424,,,0,,1524145441,177555084,"""odom""","""base_link""",,,-0.000382915812138,0.000887171647967,0.0,,0.0,0.0,0.835550349642,0.549413881525
