Syntax version=4
Wed May 02 08:30:03 2018
Starting process (2533211 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z	imu_status	imu_temp
D:	time(ms)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)	(0x20000120,1)	(0x2000023c,3)
D:	0.07	-1906	-473	-16141	-31	69	-55	-1287	-171	-3288	3	42
D:	1.96	-1996	-362	-16297	-31	69	-55	-1287	-171	-3288	0	42
D:	3.60	-1996	-362	-16297	-113	15	-42	-1287	-171	-3288	1	42
D:	5.18	-1766	-323	-16322	-113	15	-42	-1271	-147	-3116	0	42
D:	6.84	-1766	-323	-16322	-113	15	-42	-1271	-147	-3116	2	42
D:	8.44	-1766	-323	-16322	-141	13	-23	-1271	-147	-3116	3	42
D:	10.03	-1749	-80	-16220	-141	13	-23	-1271	-147	-3116	0	42
D:	11.63	-1749	-80	-16220	-167	58	56	-1271	-147	-3116	1	42
D:	13.28	-1622	-501	-16439	-167	58	56	-1271	-147	-3116	0	42
D:	14.84	-1622	-501	-16439	-167	58	56	-1271	-147	-3116	2	42
D:	16.44	-1622	-501	-16439	-173	0	-28	-1271	-147	-3116	3	42
D:	18.00	-1598	-273	-16061	-173	0	-28	-1271	-147	-3116	0	42
D:	19.57	-1598	-273	-16061	-151	37	-10	-1271	-147	-3116	1	42
D:	21.24	-1381	-443	-16246	-151	37	-10	-1271	-147	-3116	0	42
D:	23.13	-1381	-443	-16246	-151	255	-46	-1271	-147	-3116	1	41
D:	24.75	-1381	-443	-16246	-122	255	-46	-1280	-159	-3333	3	41
D:	26.32	-1421	-513	-16545	-122	255	-46	-1280	-159	-3333	2	41
D:	27.88	-1421	-513	-16545	-71	53	-68	-1280	-159	-3333	1	41
D:	29.54	-1645	-457	-16280	-71	53	-68	-1280	-159	-3333	0	41
D:	31.18	-1645	-457	-16280	-71	102	-57	-1280	-159	-3333	1	41
D:	32.74	-1645	-457	-16280	-49	102	-57	-1280	-159	-3333	3	41
D:	34.32	-1757	-391	-16845	-49	102	-57	-1280	-159	-3333	2	41
D:	35.91	-1757	-391	-16845	-108	-43	-100	-1280	-159	-3333	1	41
D:	37.63	-1854	-303	-16183	-108	-43	-100	-1280	-159	-3333	0	41
D:	39.20	-1854	-303	-16183	-108	-91	-158	-1280	-159	-3333	1	41
D:	40.83	-1854	-303	-16183	-97	-91	-158	-1280	-159	-3333	3	41
D:	42.36	-1874	-294	-16481	-97	-91	-158	-1280	-159	-3333	2	41
D:	44.05	-1874	-294	-16481	50	-55	-10	-1272	-157	-3516	1	41
D:	45.62	-1944	-238	-16367	50	-55	-10	-1272	-157	-3516	0	42
D:	47.21	-1944	-238	-16367	50	19	-35	-1272	-157	-3516	1	42
D:	48.84	-1944	-238	-16367	77	19	-35	-1272	-157	-3516	3	42
D:	50.44	-1723	-314	-16292	77	19	-35	-1272	-157	-3516	2	42
D:	52.00	-1723	-314	-16292	-8	60	-79	-1272	-157	-3516	1	42
D:	53.62	-1623	-492	-16297	-8	60	-79	-1272	-157	-3516	0	42
D:	55.20	-1623	-492	-16297	-8	101	-44	-1272	-157	-3516	1	42
D:	56.75	-1623	-492	-16297	69	101	-44	-1272	-157	-3516	3	42
D:	58.27	-1750	-577	-15979	69	101	-44	-1272	-157	-3516	2	42
D:	59.86	-1750	-577	-15979	56	-20	-35	-1272	-157	-3516	1	42
D:	61.45	-1459	-720	-16434	56	-20	-35	-1272	-157	-3516	0	42
D:	62.99	-1459	-720	-16434	56	9	-75	-1272	-157	-3516	2	42
D:	64.62	-1459	-720	-16434	-9	9	-75	-1283	-166	-3341	3	42
D:	66.28	-1644	-696	-16426	-9	9	-75	-1283	-166	-3341	2	41
D:	67.86	-1644	-696	-16426	-287	6	-85	-1283	-166	-3341	1	41
D:	69.44	-1656	-464	-16239	-287	6	-85	-1283	-166	-3341	0	41
D:	71.02	-1656	-464	-16239	-287	10	-157	-1283	-166	-3341	2	41
D:	72.65	-1656	-464	-16239	-182	10	-157	-1283	-166	-3341	3	41
D:	74.29	-1806	-503	-16197	-182	10	-157	-1283	-166	-3341	2	41
D:	75.86	-1806	-503	-16197	-166	-30	-57	-1283	-166	-3341	1	41
D:	77.44	-1902	-237	-16363	-166	-30	-57	-1283	-166	-3341	0	41
D:	79.00	-1902	-237	-16363	-166	-32	-99	-1283	-166	-3341	2	41
D:	80.63	-1902	-237	-16363	-159	-32	-99	-1283	-166	-3341	3	41
D:	82.21	-1917	-183	-16470	-159	-32	-99	-1283	-166	-3341	2	41
D:	83.83	-1917	-183	-16470	-126	40	2	-1283	-166	-3341	1	41
D:	85.37	-1925	-311	-16559	-126	40	2	-1287	-155	-3436	0	41
D:	86.93	-1925	-311	-16559	-126	40	2	-1287	-155	-3436	2	41
D:	88.54	-1925	-311	-16559	-46	90	-80	-1287	-155	-3436	3	41
D:	90.16	-1849	-135	-16451	-46	90	-80	-1287	-155	-3436	2	41
D:	91.75	-1849	-135	-16451	-29	108	-68	-1287	-155	-3436	1	41
D:	93.30	-1792	-307	-16863	-29	108	-68	-1287	-155	-3436	0	41
D:	95.14	-1792	-307	-16863	-29	43	-100	-1287	-155	-3436	1	41
D:	96.72	-1792	-307	-16863	216	43	-100	-1287	-155	-3436	3	41
D:	98.29	-1654	-313	-16177	216	43	-100	-1287	-155	-3436	2	41
D:	99.81	-1654	-313	-16177	-57	129	-109	-1287	-155	-3436	1	41
D:	101.37	-1480	-416	-16642	-57	129	-109	-1287	-155	-3436	0	41
D:	103.00	-1480	-416	-16642	-57	122	-168	-1287	-155	-3436	2	41
D:	104.60	-1480	-416	-16642	-4	122	-168	-1282	-157	-3238	3	41
D:	106.29	-1485	-330	-16250	-4	122	-168	-1282	-157	-3238	2	41
D:	107.86	-1485	-330	-16250	53	93	-77	-1282	-157	-3238	1	41
D:	109.53	-1705	-387	-16283	53	93	-77	-1282	-157	-3238	0	41
D:	111.11	-1705	-387	-16283	53	136	-85	-1282	-157	-3238	1	41
D:	112.72	-1705	-387	-16283	73	136	-85	-1282	-157	-3238	3	41
D:	114.28	-1723	-422	-16320	73	136	-85	-1282	-157	-3238	2	41
D:	115.86	-1723	-422	-16320	-14	121	-13	-1282	-157	-3238	1	41
D:	117.44	-1757	-376	-16165	-14	121	-13	-1282	-157	-3238	0	41
D:	119.01	-1757	-376	-16165	-14	59	-130	-1282	-157	-3238	2	41
D:	120.63	-1757	-376	-16165	38	59	-130	-1282	-157	-3238	3	41
D:	122.17	-1848	-428	-16427	38	59	-130	-1282	-157	-3238	2	41
D:	123.79	-1848	-428	-16427	2	63	-90	-1282	-157	-3238	1	41
D:	125.38	-1936	-433	-16445	2	63	-90	-1282	-157	-3235	0	41
D:	126.96	-1936	-433	-16445	2	12	-41	-1282	-157	-3235	2	41
D:	128.57	-1936	-433	-16445	-52	12	-41	-1290	-140	-3235	3	41
D:	130.14	-1858	-456	-16287	-52	12	-41	-1290	-140	-3235	2	41
D:	131.74	-1858	-456	-16287	-61	-27	-48	-1290	-140	-3235	1	41
D:	133.34	-1769	-565	-16347	-61	-27	-48	-1290	-140	-3235	0	41
D:	134.94	-1769	-565	-16347	-61	-27	-48	-1290	-140	-3235	2	41
D:	136.54	-1769	-565	-16347	-13	55	-102	-1290	-140	-3235	3	41
D:	138.15	-1736	-490	-16477	-13	55	-102	-1290	-140	-3235	2	41
D:	139.74	-1736	-490	-16477	79	100	-107	-1290	-140	-3235	1	41
D:	141.30	-1627	-434	-16355	79	100	-107	-1290	-140	-3235	0	41
D:	142.96	-1627	-434	-16355	79	53	-100	-1290	-140	-3235	1	41
D:	144.74	-1627	-434	-16355	75	53	-100	-1290	-140	-3235	3	41
D:	146.32	-1603	-317	-16274	75	53	-100	-1290	-140	-3235	2	41
D:	147.86	-1603	-317	-16274	105	85	-80	-1290	-140	-3235	1	41
D:	149.44	-1576	-363	-16157	105	85	-80	-1301	-175	-3283	0	41
D:	151.01	-1576	-363	-16157	105	94	-36	-1301	-175	-3283	2	41
D:	152.60	-1576	-363	-16157	154	94	-36	-1301	-175	-3283	3	41
D:	154.16	-1637	-193	-16526	154	94	-36	-1301	-175	-3283	2	41
D:	155.76	-1637	-193	-16526	164	95	-114	-1301	-175	-3283	1	41
D:	157.35	-1664	-164	-16281	164	95	-114	-1301	-175	-3283	0	41
D:	158.91	-1664	-164	-16281	164	95	-114	-1301	-175	-3283	2	41
D:	160.54	-1664	-164	-16281	93	27	-151	-1301	-175	-3283	3	41
D:	162.10	-1618	-248	-16381	93	27	-151	-1301	-175	-3283	2	41
D:	163.73	-1618	-248	-16381	111	-16	-116	-1301	-175	-3283	1	41
D:	165.29	-1640	-289	-16221	111	-16	-116	-1301	-175	-3283	0	41
D:	166.84	-1640	-289	-16221	111	-16	-116	-1301	-175	-3283	2	41
D:	168.37	-1640	-289	-16221	87	68	-52	-1281	-138	-3204	3	41
D:	169.97	-1652	-346	-16258	87	68	-52	-1281	-138	-3204	0	41
D:	171.54	-1652	-346	-16258	174	32	-69	-1281	-138	-3204	1	41
D:	173.08	-1651	-491	-16449	174	32	-69	-1281	-138	-3204	0	41
D:	174.93	-1651	-491	-16449	174	32	-69	-1281	-138	-3204	2	41
D:	176.54	-1651	-491	-16449	199	144	-113	-1281	-138	-3204	3	41
D:	178.18	-1795	-583	-16169	199	144	-113	-1281	-138	-3204	2	41
D:	179.99	-1795	-583	-16169	200	101	-79	-1281	-138	-3204	1	41
D:	181.60	-1539	-615	-16103	200	101	-79	-1281	-138	-3204	0	41
D:	183.16	-1539	-615	-16103	200	37	-95	-1281	-138	-3204	1	41
D:	184.73	-1539	-615	-16103	247	37	-95	-1281	-138	-3204	3	41
D:	186.46	-1621	-573	-16549	247	37	-95	-1281	-138	-3204	2	41
D:	188.12	-1621	-573	-16549	318	36	-58	-1300	-138	-3318	3	41
D:	189.74	-1689	-500	-16250	318	36	-58	-1300	-138	-3318	0	41
D:	191.25	-1689	-500	-16250	318	31	-140	-1300	-138	-3318	1	41
D:	192.84	-1689	-500	-16250	325	31	-140	-1300	-138	-3318	3	41
D:	194.44	-1387	-513	-16509	325	31	-140	-1300	-138	-3318	2	41
D:	196.01	-1387	-513	-16509	252	18	-73	-1300	-138	-3318	1	41
D:	197.62	-1708	-424	-16398	252	18	-73	-1300	-138	-3318	0	41
D:	199.26	-1708	-424	-16398	252	-32	-87	-1300	-138	-3318	1	41
D:	200.86	-1708	-424	-16398	185	-32	-87	-1300	-138	-3318	3	41
D:	202.44	-1530	-415	-16286	185	-32	-87	-1300	-138	-3318	2	41
D:	203.99	-1530	-415	-16286	193	-25	-57	-1300	-138	-3318	1	41
D:	205.67	-1579	-394	-16343	193	-25	-57	-1300	-138	-3318	0	41
D:	207.25	-1579	-394	-16343	193	24	-47	-1300	-138	-3318	1	41
D:	208.84	-1579	-394	-16343	209	24	-47	-1283	-127	-3526	3	41
D:	210.44	-1789	-465	-16243	209	24	-47	-1283	-127	-3526	2	41
D:	212.02	-1789	-465	-16243	133	54	-113	-1283	-127	-3526	1	41
D:	213.62	-1532	-378	-16786	133	54	-113	-1283	-127	-3526	0	41
D:	215.33	-1532	-378	-16786	133	65	-113	-1283	-127	-3526	1	41
D:	216.95	-1738	-397	-16360	27	65	-113	-1283	-127	-3526	3	41
D:	218.54	-1738	-397	-16360	27	65	-113	-1283	-127	-3526	2	41
D:	220.14	-1738	-397	-16360	18	85	-154	-1283	-127	-3526	3	41
D:	221.74	-1751	-448	-16314	18	85	-154	-1283	-127	-3526	0	41
D:	223.32	-1751	-448	-16314	18	92	-121	-1283	-127	-3526	1	41
D:	224.89	-1751	-445	-16345	72	92	-121	-1283	-127	-3526	3	41
D:	226.56	-1641	-445	-16345	72	92	-121	-1283	-127	-3526	2	41
D:	228.29	-1641	-445	-16345	66	252	-4	-1291	-150	-3320	3	41
D:	229.86	-1717	-357	-16128	66	252	-4	-1291	-150	-3320	0	42
D:	231.61	-1717	-357	-16128	66	58	-27	-1291	-150	-3320	1	42
D:	233.34	-1616	-472	-16555	66	58	-27	-1291	-150	-3320	0	42
D:	234.91	-1616	-472	-16555	66	58	-27	-1291	-150	-3320	2	42
D:	236.46	-1616	-472	-16555	40	56	-69	-1291	-150	-3320	3	42
D:	238.04	-1694	-459	-16221	40	56	-69	-1291	-150	-3320	0	42
D:	239.63	-1694	-459	-16221	3	23	-176	-1291	-150	-3320	1	42
D:	241.27	-1579	-557	-16406	3	23	-176	-1291	-150	-3320	0	42
D:	242.81	-1579	-557	-16406	3	23	-176	-1291	-150	-3320	2	42
D:	244.37	-1579	-557	-16406	91	-10	-90	-1291	-150	-3320	3	42
D:	245.94	-1805	-525	-16321	91	-10	-90	-1291	-150	-3320	0	42
D:	247.61	-1805	-525	-16321	14	-30	-68	-1291	-150	-3320	1	42
D:	249.32	-1827	-551	-16253	14	-30	-68	-1293	-136	-3111	0	42
D:	250.91	-1827	-551	-16253	14	-30	-68	-1293	-136	-3111	2	41
D:	252.54	-1827	-551	-16253	-9	23	-164	-1293	-136	-3111	3	41
D:	254.15	-1596	-486	-16483	-9	23	-164	-1293	-136	-3111	2	41
D:	255.82	-1596	-486	-16483	85	36	-106	-1293	-136	-3111	1	41
D:	257.54	-1747	-460	-16481	85	36	-106	-1293	-136	-3111	0	41
D:	259.11	-1747	-460	-16481	85	65	-101	-1293	-136	-3111	1	41
D:	260.73	-1747	-460	-16481	134	65	-101	-1293	-136	-3111	3	41
D:	262.31	-1708	-543	-16484	134	65	-101	-1293	-136	-3111	2	41
D:	263.86	-1708	-543	-16484	105	24	-98	-1293	-136	-3111	1	41
D:	265.44	-1700	-361	-16590	105	24	-98	-1293	-136	-3111	0	41
D:	266.96	-1700	-361	-16590	105	25	-73	-1293	-136	-3111	2	41
D:	268.58	-1700	-361	-16590	95	25	-73	-1288	-120	-3356	3	41
D:	270.15	-1793	-269	-16303	95	25	-73	-1288	-120	-3356	2	41
D:	271.73	-1793	-269	-16303	14	27	-122	-1288	-120	-3356	1	41
D:	273.48	-1650	-308	-16761	14	27	-122	-1288	-120	-3356	0	41
D:	275.22	-1650	-308	-16761	14	73	-123	-1288	-120	-3356	1	41
D:	276.82	-1650	-308	-16761	-36	73	-123	-1288	-120	-3356	3	41
D:	278.35	-1662	-293	-16382	-36	73	-123	-1288	-120	-3356	2	41
D:	279.95	-1662	-293	-16382	-75	-39	-103	-1288	-120	-3356	1	41
D:	281.54	-1627	-414	-16475	-75	-39	-103	-1288	-120	-3356	0	41
D:	283.16	-1627	-414	-16475	-75	-53	-83	-1288	-120	-3356	1	41
D:	284.72	-1627	-414	-16475	47	-53	-83	-1288	-120	-3356	3	41
D:	286.29	-1608	-485	-16258	47	-53	-83	-1288	-120	-3356	2	41
D:	287.84	-1608	-485	-16258	98	3	-111	-1288	-120	-3356	1	41
D:	289.44	-1551	-537	-16145	98	3	-111	-1288	-120	-3447	0	41
D:	291.02	-1551	-537	-16145	98	19	-134	-1288	-120	-3447	2	41
D:	292.60	-1551	-537	-16145	78	19	-134	-1302	-114	-3447	3	41
D:	294.14	-1620	-624	-16088	78	19	-134	-1302	-114	-3447	2	41
D:	295.74	-1620	-624	-16088	177	118	-129	-1302	-114	-3447	1	41
D:	297.32	-1821	-488	-16164	177	118	-129	-1302	-114	-3447	0	41
D:	299.05	-1821	-488	-16164	177	41	-175	-1302	-114	-3447	1	41
D:	300.72	-1821	-488	-16164	67	41	-175	-1302	-114	-3447	3	41
D:	302.29	-1723	-562	-16052	67	41	-175	-1302	-114	-3447	2	41
D:	303.85	-1723	-562	-16052	204	-27	-148	-1302	-114	-3447	1	41
D:	305.47	-1962	-411	-16281	204	-27	-148	-1302	-114	-3447	0	41
D:	307.25	-1962	-411	-16281	204	56	-72	-1302	-114	-3447	1	41
D:	308.84	-1962	-411	-16281	244	56	-72	-1302	-114	-3447	3	41
D:	310.44	-1826	-437	-16337	244	56	-72	-1302	-114	-3447	2	41
D:	312.00	-1826	-437	-16337	284	30	-68	-1292	-130	-3284	1	41
D:	313.67	-1724	-517	-16367	284	30	-68	-1292	-130	-3284	0	41
D:	315.26	-1724	-517	-16367	284	41	-63	-1292	-130	-3284	1	41
D:	316.86	-1724	-517	-16367	157	41	-63	-1292	-130	-3284	3	41
D:	318.45	-1788	-465	-16509	157	41	-63	-1292	-130	-3284	2	41
D:	320.02	-1788	-465	-16509	212	1	-100	-1292	-130	-3284	1	41
D:	321.62	-1713	-514	-16271	212	1	-100	-1292	-130	-3284	0	41
D:	323.17	-1713	-514	-16271	212	45	-49	-1292	-130	-3284	1	41
D:	324.77	-1713	-514	-16271	270	45	-49	-1292	-130	-3284	3	41
D:	326.32	-1451	-501	-16133	270	45	-49	-1292	-130	-3284	2	41
D:	327.89	-1451	-501	-16133	290	48	-30	-1292	-130	-3284	1	41
D:	329.47	-1677	-405	-16362	290	48	-30	-1292	-130	-3284	0	41
D:	331.24	-1677	-405	-16362	290	-24	-125	-1292	-130	-3284	1	41
D:	332.82	-1677	-405	-16362	93	-24	-125	-1290	-129	-3379	3	41
D:	334.37	-1538	-467	-16177	93	-24	-125	-1290	-129	-3379	2	41
D:	335.94	-1538	-467	-16177	177	49	-148	-1290	-129	-3379	1	41
D:	337.54	-1702	-559	-16155	177	49	-148	-1290	-129	-3379	0	41
D:	339.23	-1702	-559	-16155	177	96	-72	-1290	-129	-3379	1	41
D:	340.92	-1707	-477	-16361	79	96	-72	-1290	-129	-3379	3	41
D:	342.54	-1707	-477	-16361	79	96	-72	-1290	-129	-3379	2	41
D:	344.10	-1707	-477	-16361	136	53	-153	-1290	-129	-3379	3	41
D:	345.72	-1956	-506	-16359	136	53	-153	-1290	-129	-3379	0	41
D:	347.26	-1956	-506	-16359	136	37	-79	-1290	-129	-3379	1	41
D:	348.86	-1956	-506	-16359	-87	37	-79	-1290	-129	-3379	3	41
D:	350.44	-1731	-425	-16193	-87	37	-79	-1290	-129	-3379	2	41
D:	352.03	-1731	-425	-16193	-6	-37	-57	-1291	-129	-3242	1	41
D:	353.63	-1808	-409	-16393	-6	-37	-57	-1291	-129	-3242	0	41
D:	355.26	-1808	-409	-16393	-6	-37	-101	-1291	-129	-3242	1	41
D:	356.86	-1808	-409	-16393	-46	-37	-101	-1291	-129	-3242	3	41
D:	358.44	-1803	-641	-16615	-46	-37	-101	-1291	-129	-3242	2	41
D:	360.00	-1803	-641	-16615	-34	62	-107	-1291	-129	-3242	1	41
D:	361.57	-1889	-346	-16321	-34	62	-107	-1291	-129	-3242	0	41
D:	363.15	-1889	-346	-16321	-34	5	-43	-1291	-129	-3242	1	41
D:	364.75	-1889	-346	-16321	66	5	-43	-1291	-129	-3242	3	41
D:	366.31	-1557	-557	-16363	66	5	-43	-1291	-129	-3242	2	41
D:	367.89	-1557	-557	-16363	0	-64	-144	-1291	-129	-3242	1	41
D:	369.46	-1688	-533	-16143	0	-64	-144	-1291	-129	-3242	0	41
D:	370.99	-1688	-533	-16143	0	-64	-144	-1291	-129	-3242	2	41
D:	372.55	-1688	-533	-16143	80	64	-95	-1281	-122	-3203	3	41
D:	374.16	-1658	-458	-16155	80	64	-95	-1281	-122	-3203	2	41
D:	375.71	-1658	-458	-16155	-15	74	-99	-1281	-122	-3203	1	41
D:	377.24	-1645	-487	-16605	-15	74	-99	-1281	-122	-3203	0	41
D:	378.81	-1645	-487	-16605	-15	74	-99	-1281	-122	-3203	2	41
D:	380.44	-1645	-487	-16605	106	12	-35	-1281	-122	-3203	3	41
D:	382.01	-1703	-533	-16307	106	12	-35	-1281	-122	-3203	0	41
D:	383.62	-1703	-533	-16307	173	57	-17	-1281	-122	-3203	1	41
D:	385.21	-1566	-488	-16440	173	57	-17	-1281	-122	-3203	0	41
D:	386.85	-1566	-488	-16440	173	57	-17	-1281	-122	-3203	2	41
D:	388.44	-1566	-488	-16440	76	26	1	-1281	-122	-3203	3	41
D:	389.99	-1804	-431	-16519	76	26	1	-1281	-122	-3203	0	41
D:	391.58	-1804	-431	-16519	71	20	-11	-1281	-122	-3203	1	41
D:	393.17	-1883	-498	-16099	71	20	-11	-1301	-106	-3287	0	41
D:	394.72	-1883	-498	-16099	71	20	-11	-1301	-106	-3287	2	41
D:	396.29	-1883	-498	-16099	8	2	-33	-1301	-106	-3287	3	41
D:	397.81	-1692	-501	-16562	8	2	-33	-1301	-106	-3287	0	41
D:	399.44	-1692	-501	-16562	12	-47	-9	-1301	-106	-3287	1	41
D:	400.99	-1773	-521	-16333	12	-47	-9	-1301	-106	-3287	3	41
D:	402.63	-1773	-521	-16333	12	-47	-9	-1301	-106	-3287	2	41
D:	404.29	-1773	-521	-16333	-10	-40	-157	-1301	-106	-3287	3	41
D:	405.88	-1509	-526	-16508	-10	-40	-157	-1301	-106	-3287	0	41
D:	407.44	-1509	-526	-16508	98	-5	-151	-1301	-106	-3287	1	41
D:	409.01	-1689	-283	-16464	98	-5	-151	-1301	-106	-3287	3	41
D:	410.62	-1689	-283	-16464	98	-5	-151	-1301	-106	-3287	2	41
D:	412.19	-1689	-283	-16464	82	53	-111	-1288	-132	-3305	3	41
D:	413.81	-1745	-512	-16293	82	53	-111	-1288	-132	-3305	0	41
D:	415.36	-1745	-512	-16293	-174	23	26	-1288	-132	-3305	1	41
D:	416.95	-1688	-653	-16307	-30	23	26	-1288	-132	-3305	3	41
D:	418.54	-1688	-653	-16307	-30	23	26	-1288	-132	-3305	2	41
D:	420.14	-1688	-653	-16307	67	81	-108	-1288	-132	-3305	3	41
D:	421.74	-1766	-404	-16136	67	81	-108	-1288	-132	-3305	0	41
D:	423.52	-1766	-404	-16136	57	75	-115	-1288	-132	-3305	1	41
D:	425.24	-1437	-532	-16612	57	75	-115	-1288	-132	-3305	0	41
D:	426.94	-1437	-532	-16612	57	75	-115	-1288	-132	-3305	2	41
D:	428.54	-1437	-532	-16612	43	22	-126	-1288	-132	-3305	3	41
D:	430.15	-1689	-585	-16247	43	22	-126	-1288	-132	-3305	2	41
D:	431.81	-1689	-585	-16247	5	-42	-81	-1288	-132	-3305	1	41
D:	433.44	-1698	-518	-16111	5	-42	-81	-1299	-134	-3306	0	41
D:	435.06	-1698	-518	-16111	5	-48	-128	-1299	-134	-3306	2	41
D:	436.63	-1698	-518	-16111	-58	-48	-128	-1299	-134	-3306	3	41
D:	438.21	-1803	-515	-16257	-58	-48	-128	-1299	-134	-3306	2	41
D:	439.85	-1803	-515	-16257	-137	1	-78	-1299	-134	-3306	1	41
D:	441.50	-1852	-281	-16341	-137	1	-78	-1299	-134	-3306	0	41
D:	443.04	-1852	-281	-16341	-137	58	-121	-1299	-134	-3306	2	41
D:	444.59	-1852	-281	-16341	-158	58	-121	-1299	-134	-3306	3	41
D:	446.36	-1626	-637	-16193	-158	58	-121	-1299	-134	-3306	2	41
D:	448.00	-1626	-637	-16193	-228	-80	-85	-1299	-134	-3306	1	41
D:	449.63	-1549	-393	-16251	-228	-80	-85	-1299	-134	-3306	0	41
D:	451.28	-1549	-393	-16251	-228	47	-9	-1299	-134	-3306	1	41
D:	452.88	-1549	-393	-16251	-280	47	-9	-1299	-134	-3306	3	41
D:	454.46	-1727	-322	-16269	-280	47	-9	-1299	-134	-3306	2	41
D:	456.04	-1727	-322	-16269	-90	11	2	-1288	-124	-3224	1	41
D:	457.62	-1549	-453	-16334	-90	11	2	-1288	-124	-3224	0	41
D:	459.19	-1549	-453	-16334	-90	36	-109	-1288	-124	-3224	1	41
D:	460.84	-1549	-453	-16334	-134	36	-109	-1288	-124	-3224	3	41
D:	462.44	-1734	-386	-16354	-134	36	-109	-1288	-124	-3224	2	41
D:	464.01	-1734	-386	-16354	-89	6	-112	-1288	-124	-3224	1	41
D:	465.63	-1607	-449	-16313	-89	6	-112	-1288	-124	-3224	0	41
D:	467.26	-1607	-449	-16313	-89	-78	-60	-1288	-124	-3224	1	41
D:	468.81	-1607	-449	-16313	-66	-78	-60	-1288	-124	-3224	3	41
D:	470.44	-1702	-498	-16546	-66	-78	-60	-1288	-124	-3224	2	41
D:	472.03	-1702	-498	-16546	-22	19	-137	-1288	-124	-3224	3	41
D:	473.77	-1629	-527	-16221	-22	19	-137	-1288	-124	-3224	0	40
D:	475.32	-1629	-527	-16221	-22	64	-74	-1288	-124	-3224	1	40
D:	476.90	-1629	-492	-16365	-135	64	-74	-1289	-118	-3342	3	40
D:	478.54	-1688	-492	-16365	-135	64	-74	-1289	-118	-3342	2	40
D:	480.14	-1688	-492	-16365	-149	6	-66	-1289	-118	-3342	3	40
D:	481.95	-1945	-549	-16232	-149	6	-66	-1289	-118	-3342	0	40
D:	483.60	-1945	-549	-16232	-101	4	-72	-1289	-118	-3342	1	40
D:	485.22	-1715	-494	-16253	-101	4	-72	-1289	-118	-3342	0	40
D:	486.85	-1715	-494	-16253	-101	4	-72	-1289	-118	-3342	2	40
D:	488.44	-1715	-494	-16253	-86	82	-114	-1289	-118	-3342	3	40
D:	490.04	-1640	-545	-16423	-86	82	-114	-1289	-118	-3342	0	40
D:	491.63	-1640	-545	-16423	-48	118	-71	-1289	-118	-3342	1	40
D:	493.26	-1784	-507	-16125	-48	118	-71	-1289	-118	-3342	0	40
D:	494.82	-1784	-507	-16125	-48	118	-71	-1289	-118	-3342	2	42
D:	496.37	-1784	-507	-16125	-27	81	-59	-1298	-154	-3171	3	42
D:	497.96	-1643	-451	-16257	-27	81	-59	-1298	-154	-3171	0	42
D:	499.54	-1643	-451	-16257	-123	41	-158	-1298	-154	-3171	1	42
D:	501.16	-1774	-510	-16303	-123	41	-158	-1298	-154	-3171	0	42
D:	502.85	-1774	-510	-16303	-123	41	-158	-1298	-154	-3171	2	42
D:	504.44	-1774	-510	-16303	-8	19	-49	-1298	-154	-3171	3	42
D:	506.05	-1756	-492	-16404	-8	19	-49	-1298	-154	-3171	0	42
D:	507.63	-1756	-492	-16404	-126	53	-52	-1298	-154	-3171	1	42
D:	509.35	-1692	-510	-16693	-126	53	-52	-1298	-154	-3171	0	42
D:	510.98	-1692	-510	-16693	-126	53	-52	-1298	-154	-3171	2	42
D:	512.54	-1692	-510	-16693	-104	11	-85	-1298	-154	-3171	3	42
D:	514.27	-1943	-496	-16286	-104	11	-85	-1298	-154	-3171	2	42
D:	515.84	-1943	-496	-16286	-186	103	-31	-1298	-154	-3171	1	42
D:	517.44	-1668	-614	-16204	-186	103	-31	-1291	-124	-3308	0	42
D:	519.01	-1668	-614	-16204	-186	22	-37	-1291	-124	-3308	2	42
D:	520.62	-1668	-614	-16204	-134	22	-37	-1291	-124	-3308	3	42
D:	522.28	-1528	-646	-16565	-134	22	-37	-1291	-124	-3308	2	42
D:	524.05	-1528	-646	-16565	-332	119	-136	-1291	-124	-3308	1	42
D:	525.63	-1813	-522	-16295	-332	119	-136	-1291	-124	-3308	0	42
D:	527.46	-1813	-522	-16295	-424	27	-18	-1291	-124	-3308	1	42
D:	529.04	-1648	-525	-16472	-424	27	-18	-1291	-124	-3308	0	42
D:	530.74	-1648	-525	-16472	-424	27	-18	-1291	-124	-3308	2	42
D:	532.32	-1648	-525	-16472	-338	32	-31	-1291	-124	-3308	3	42
D:	533.91	-1654	-382	-16404	-338	32	-31	-1291	-124	-3308	2	42
D:	535.77	-1654	-382	-16404	-337	61	-44	-1291	-124	-3308	1	42
D:	537.35	-1629	-510	-16417	-337	61	-44	-1283	-126	-3180	0	42
D:	539.06	-1629	-510	-16417	-337	101	-94	-1283	-126	-3180	1	42
D:	540.84	-1629	-510	-16417	-473	101	-94	-1283	-126	-3180	3	42
D:	542.44	-1587	-451	-16648	-473	101	-94	-1283	-126	-3180	2	42
