Syntax version=4
Wed May 02 10:43:07 2018
Starting process (2533211 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z
D:	time(ms)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)
D:	137.83	-1740	11137	11750	-284	-149	275	1399	-3204	4428
D:	138.81	-1740	11137	11750	-267	-149	275	1399	-3204	4428
D:	139.71	-1671	11179	11371	-267	-149	275	1399	-3204	4428
D:	140.59	-1671	11179	11371	-267	-149	275	1399	-3204	4428
D:	141.48	-1671	11179	11371	-267	-149	275	1399	-3204	4428
D:	142.36	-1671	11179	11371	-210	46	349	1399	-3204	4428
D:	143.23	-1671	11179	11371	-210	46	349	1399	-3204	4428
D:	144.11	-5448	12257	10907	-210	46	349	1399	-3204	4428
D:	144.99	-5448	12257	10907	-210	46	349	1399	-3204	4428
D:	145.89	-5448	12257	10907	-210	713	617	1399	-3204	4428
D:	146.76	-5448	12257	10907	-202	713	617	1399	-3204	4428
D:	147.65	-5448	10091	12832	-202	713	617	1399	-3204	4428
D:	148.53	757	10091	12832	-202	713	617	1399	-3204	4428
D:	149.50	757	10091	12832	-202	713	617	1399	-3204	4428
D:	150.45	757	10091	12832	-228	200	247	1399	-3204	4428
D:	151.33	757	10091	12832	-228	200	247	1394	-3151	4550
D:	152.20	-2223	11622	11103	-228	200	247	1394	-3151	4550
D:	153.11	-2223	11622	11103	-228	200	247	1394	-3151	4550
D:	154.13	-2223	11622	11103	-228	66	20	1394	-3151	4550
D:	155.14	-2223	11622	11103	-105	66	20	1394	-3151	4550
D:	156.02	-1510	11034	11861	-105	66	20	1394	-3151	4550
D:	156.89	-1510	11034	11861	-105	66	20	1394	-3151	4550
D:	158.00	-1510	11034	11861	-105	-9	-69	1394	-3151	4550
D:	158.90	-1510	11034	11861	-65	-9	-69	1394	-3151	4550
D:	159.80	-467	10632	12341	-65	-9	-69	1394	-3151	4550
D:	160.78	-467	10632	12341	-65	-9	-69	1394	-3151	4550
D:	161.65	-467	10632	12341	-65	-9	-69	1394	-3151	4550
D:	162.54	-467	10632	12341	-125	-90	45	1394	-3151	4550
D:	163.43	-467	10632	12341	-125	-90	45	1394	-3151	4550
D:	164.31	-2015	11370	11368	-125	-90	45	1394	-3151	4550
D:	165.25	-2015	11370	11368	-125	-90	45	1394	-3151	4550
D:	166.18	-2015	11370	11368	-194	-280	-147	1394	-3151	4550
D:	167.12	-2015	11370	11368	-194	-280	-147	1394	-3151	4550
D:	168.28	-1273	10973	11992	-194	-280	-147	1394	-3151	4550
D:	169.42	-1273	10973	11992	-194	-280	-147	1394	-3151	4550
D:	170.38	-1273	10973	11992	-106	-105	-3	1394	-3151	4550
D:	171.25	-1273	10973	11992	-106	-105	-3	1403	-3193	4559
D:	172.12	-896	10709	12113	-106	-105	-3	1403	-3193	4559
D:	173.02	-896	10709	12113	-106	-105	-3	1403	-3193	4559
D:	173.96	-896	10709	12113	-106	53	174	1403	-3193	4559
D:	174.96	-896	10709	12113	-111	53	174	1403	-3193	4559
D:	175.86	-1472	10962	11853	-111	53	174	1403	-3193	4559
D:	176.76	-1472	10962	11853	-111	53	174	1403	-3193	4559
D:	177.65	-1472	10962	11853	-111	53	174	1403	-3193	4559
D:	178.54	-1472	10962	11853	-185	23	110	1403	-3193	4559
D:	179.41	-1472	10962	11853	-185	23	110	1403	-3193	4559
D:	180.31	-1640	11057	11974	-185	23	110	1403	-3193	4559
D:	181.20	-1640	11057	11974	-185	23	110	1403	-3193	4559
D:	182.10	-1640	11057	11974	-185	-34	96	1403	-3193	4559
D:	182.99	-1640	11057	11974	-179	-34	96	1403	-3193	4559
D:	183.86	-1485	11091	11699	-179	-34	96	1403	-3193	4559
D:	184.78	-1485	11091	11699	-179	-34	96	1403	-3193	4559
D:	185.80	-1485	11091	11699	-179	195	-29	1403	-3193	4559
D:	186.71	-1485	11091	11699	-26	195	-29	1403	-3193	4559
D:	187.59	-1485	11091	11699	-26	195	-29	1403	-3193	4559
D:	188.49	-1771	11120	11714	-26	195	-29	1403	-3193	4559
