rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,"\ header received. 0 bytes were received. Please check sender for additional details.""",file,function,line,topics
1526284894319459495,,18,,1526284894,319112062,'',4,"""/nmea_serial_driver_leica""","""Inbound TCP/IP connection failed","""tcpros_base.py""","""_tcp_server_callback""",351,"[/fix, /rosout, /time_reference, /vel]"
