rosbagTimestamp,northing,data,status,data,easting,data
1526387065077766245,,5548284.10284,,1,,7422651.97329
1526387065124401817,,5548284.10378,,1,,7422651.97247
1526387065176804065,,5548284.09637,,1,,7422651.95875
1526387065223917976,,5548284.10145,,1,,7422651.96694
1526387065275808719,,5548284.10013,,1,,7422651.96812
1526387065323068043,,5548284.09901,,1,,7422651.96846
1526387065377420326,,5548284.10334,,1,,7422651.96446
1526387065433388275,,5548284.10403,,1,,7422651.98059
1526387065473805664,,5548284.081,,1,,7422651.95794
1526387065527261444,,5548284.07837,,1,,7422651.96005
1526387065573607176,,5548284.07648,,1,,7422651.96264
1526387065625707929,,5548284.07247,,1,,7422651.94516
1526387065674123410,,5548284.06745,,1,,7422651.94616
1526387065724828154,,5548284.06305,,1,,7422651.94276
1526387065774003382,,5548284.06175,,1,,7422651.94298
1526387065825167923,,5548284.06397,,1,,7422651.94277
1526387065876972429,,5548284.052,,1,,7422651.92434
1526387065924521470,,5548284.04954,,1,,7422651.92812
1526387065976084584,,5548284.05553,,1,,7422651.92439
1526387066023711064,,5548284.0518,,1,,7422651.92553
1526387066077196435,,5548284.05144,,1,,7422651.92517
1526387066123819217,,5548284.05365,,1,,7422651.92568
1526387066176032077,,5548284.0505,,1,,7422651.92599
1526387066223746886,,5548284.02552,,1,,7422651.90928
1526387066277021945,,5548284.02386,,1,,7422651.90913
1526387066323456729,,5548284.0246,,1,,7422651.90891
1526387066386327047,,5548284.02462,,1,,7422651.90783
1526387066424416156,,5548284.02407,,1,,7422651.90735
1526387066475127619,,5548284.05932,,1,,7422651.91824
1526387066523899152,,5548284.05633,,1,,7422651.92011
1526387066575641680,,5548284.06193,,1,,7422651.91768
1526387066623725386,,5548284.06628,,1,,7422651.93708
1526387066675372762,,5548284.06985,,1,,7422651.93355
1526387066728904791,,5548284.06779,,1,,7422651.93555
1526387066774007568,,5548284.06128,,1,,7422651.937
1526387066826584025,,5548284.06424,,1,,7422651.93705
1526387066873258740,,5548284.06351,,1,,7422651.93644
1526387066925670085,,5548284.06298,,1,,7422651.93488
1526387066973520831,,5548284.063,,1,,7422651.93285
1526387067024703110,,5548284.06599,,1,,7422651.93134
1526387067074267655,,5548284.04981,,1,,7422651.93517
1526387067123983951,,5548284.05004,,1,,7422651.93171
1526387067173502875,,5548284.05004,,1,,7422651.93171
1526387067223845205,,5548284.04557,,1,,7422651.93344
1526387067275576579,,5548284.04876,,1,,7422651.9305
1526387067323510626,,5548284.04272,,1,,7422651.91263
1526387067377520368,,5548284.04178,,1,,7422651.91333
1526387067433434299,,5548284.042,,1,,7422651.91083
1526387067473901528,,5548284.03961,,1,,7422651.9096
1526387067527547440,,5548284.0415,,1,,7422651.90724
1526387067583637807,,5548284.03336,,1,,7422651.90617
1526387067625648236,,5548284.03147,,1,,7422651.90841
1526387067673626442,,5548284.03765,,1,,7422651.90372
1526387067724812787,,5548284.03558,,1,,7422651.90632
1526387067773729558,,5548284.03342,,1,,7422651.90187
1526387067824956864,,5548284.02652,,1,,7422651.89139
1526387067877262696,,5548284.01234,,1,,7422651.87185
1526387067933140923,,5548284.01479,,1,,7422651.86974
1526387067975913058,,5548284.01482,,1,,7422651.86723
1526387068028955962,,5548284.0219,,1,,7422651.89049
1526387068075405214,,5548284.03095,,1,,7422651.89289
1526387068127821103,,5548284.02874,,1,,7422651.89226
1526387068174222456,,5548284.02503,,1,,7422651.89244
1526387068227256980,,5548284.02943,,1,,7422651.89537
1526387068273610474,,5548284.01735,,1,,7422651.87216
1526387068330007350,,5548284.01733,,1,,7422651.86047
1526387068379912904,,5548284.01309,,1,,7422651.85897
1526387068427313335,,5548284.01272,,1,,7422651.85885
1526387068483311246,,5548284.01346,,1,,7422651.8585
1526387068526323313,,5548284.02716,,1,,7422651.89856
1526387068573453583,,5548284.01805,,1,,7422651.90058
1526387068625013981,,5548284.0177,,1,,7422651.89902
1526387068687492131,,5548284.02087,,1,,7422651.89799
1526387068733664091,,5548284.01528,,1,,7422651.89946
1526387068773541744,,5548284.01198,,1,,7422651.87173
1526387068825012500,,5548284.0047,,1,,7422651.87484
1526387068878497046,,5548284.00846,,1,,7422651.87144
1526387068923951244,,5548284.00385,,1,,7422651.86958
1526387068973436159,,5548284.01205,,1,,7422651.8666
1526387069029964948,,5548283.99739,,1,,7422651.8165
1526387069076566240,,5548283.9615,,1,,7422651.7982
1526387069123014988,,5548283.96722,,1,,7422651.79959
1526387069174526234,,5548283.96519,,1,,7422651.79945
1526387069227509091,,5548283.96277,,1,,7422651.79977
1526387069273693773,,5548283.96602,,1,,7422651.81855
1526387069326314842,,5548283.96583,,1,,7422651.81879
1526387103383900102,,nan,,-1,,nan
1526387103426957807,,nan,,-1,,nan
1526387103475806637,,nan,,-1,,nan
1526387103529451414,,nan,,-1,,nan
1526387103584920839,,nan,,-1,,nan
1526387103637932880,,5548294.10873,,1,,7422626.18821
1526387103689902446,,5548294.13212,,1,,7422626.13496
1526387103742937048,,5548294.15737,,1,,7422626.02983
1526387103841665513,,5548294.1671,,1,,7422625.92161
1526387103943389134,,5548294.21677,,1,,7422625.81981
1526387104041776268,,5548294.26495,,1,,7422625.71919
1526387104135519951,,5548294.32956,,1,,7422625.62357
1526387104189575765,,5548294.34846,,1,,7422625.57265
1526387104340958157,,5548294.35961,,1,,7422625.51982
1526387104487401150,,5548294.31925,,1,,7422625.46482
1526387104586643477,,5548294.34896,,1,,7422625.35891
1526387104687121597,,5548294.38242,,1,,7422625.2502
1526387104739632099,,5548294.44469,,1,,7422625.14978
1526387104792903078,,5548294.48426,,1,,7422625.1056
1526387104937614413,,5548294.51307,,1,,7422624.99777
1526387104991401357,,5548294.51537,,1,,7422624.83908
1526387105089679152,,5548294.53165,,1,,7422624.79039
1526387105543121829,,5548294.69972,,1,,7422624.25817
1526387105639021340,,5548294.72706,,1,,7422624.14972
1526387105691353985,,5548294.73207,,1,,7422624.08535
1526387105790864561,,5548294.74276,,1,,7422624.02536
1526387105889925327,,5548294.80143,,1,,7422623.8787
1526387105989280861,,5548294.82513,,1,,7422623.76579
1526387106041523898,,5548294.84932,,1,,7422623.70861
1526387106140715669,,5548294.89222,,1,,7422623.61388
1526387106241018839,,5548294.88366,,1,,7422623.53893
1526387106341473093,,5548294.9458,,1,,7422623.39578
1526387106493793496,,5548295.01915,,1,,7422623.24707
1526387106692854679,,5548295.14793,,1,,7422623.08555
1526387106841875966,,5548295.20258,,1,,7422622.93442
1526387106893232375,,5548295.23425,,1,,7422622.89872
1526387106992705842,,5548295.26399,,1,,7422622.85499
1526387107091687628,,5548295.2994,,1,,7422622.75263
1526387107190593844,,5548295.33032,,1,,7422622.64018
1526387107289771718,,5548295.3874,,1,,7422622.48777
1526387107391243286,,5548295.40237,,1,,7422622.44001
1526387107442307673,,5548295.45276,,1,,7422622.37833
1526387107586785816,,5548295.52503,,1,,7422622.22709
1526387107642379203,,5548295.52362,,1,,7422622.14532
1526387107791569612,,5548295.57329,,1,,7422622.05725
1526387107890594286,,5548295.6245,,1,,7422621.9772
1526387107940989602,,5548295.56082,,1,,7422621.84213
1526387108039680166,,5548295.60252,,1,,7422621.75407
1526387108138691032,,5548295.61163,,1,,7422621.63641
1526387108193153855,,5548295.6206,,1,,7422621.5931
1526387108291011751,,5548295.65382,,1,,7422621.50145
1526387108446269896,,5548295.6944,,1,,7422621.36204
1526387108690302648,,5548295.76219,,1,,7422621.18735
